"Date","Time","Temp","SpCond","DO Conc","DO Charge","Battery","Cond","DO%"
"M/D/Y","hh:mm:ss","C","mS/cm","mg/L","","V","mS/cm","%"
"07/19/10","18:52:40",18.03,0.388,8.76,47,6.6,0.337,92.7
"07/19/10","18:56:40",18.01,0.389,8.77,47,6.6,0.337,92.7
"07/19/10","19:00:40",17.99,0.389,8.75,47,6.6,0.337,92.5
"07/19/10","19:04:40",17.98,0.388,8.75,47,6.6,0.336,92.5
"07/19/10","19:08:40",17.98,0.388,8.75,47,6.6,0.336,92.5
"07/19/10","19:12:40",17.97,0.388,8.75,47,6.6,0.336,92.5
"07/19/10","19:16:40",17.97,0.389,8.74,47,6.5,0.336,92.4
"07/19/10","19:20:40",17.97,0.388,8.76,47,6.5,0.336,92.5
"07/19/10","19:24:40",17.96,0.388,8.74,47,6.5,0.336,92.4
"07/19/10","19:28:40",17.97,0.388,8.75,47,6.5,0.336,92.5
"07/19/10","19:32:40",17.97,0.388,8.74,47,6.4,0.336,92.4
"07/19/10","19:36:40",17.97,0.388,8.76,47,6.4,0.336,92.6
"07/19/10","19:40:40",17.96,0.388,8.77,47,6.5,0.336,92.6
"07/19/10","19:44:40",17.96,0.388,8.74,47,6.5,0.336,92.4
"07/19/10","19:48:40",17.96,0.388,8.73,47,6.4,0.336,92.3
"07/19/10","19:52:40",17.96,0.388,8.75,47,6.4,0.336,92.5
"07/19/10","19:56:40",17.96,0.388,8.74,47,6.4,0.336,92.3
"07/19/10","20:00:40",17.96,0.389,8.74,47,6.4,0.336,92.3
"07/19/10","20:04:40",17.96,0.389,8.80,47,6.4,0.337,93.0
"07/19/10","20:08:40",17.95,0.389,8.74,47,6.4,0.337,92.3
"07/19/10","20:12:40",19.14,0.008,7.96,46,6.4,0.007,86.0
"07/19/10","20:16:40",19.97,0.006,7.82,46,6.4,0.006,85.9
"07/19/10","20:20:40",20.19,0.006,7.73,46,6.4,0.005,85.3
"07/19/10","20:24:40",20.30,0.006,7.79,46,6.4,0.005,86.2
"07/19/10","20:28:40",20.38,0.005,7.80,46,6.4,0.005,86.5
"07/19/10","20:32:40",20.38,0.005,7.80,46,6.4,0.005,86.4
"07/19/10","20:36:40",20.38,0.005,7.75,46,6.4,0.005,85.9
"07/19/10","20:40:40",20.37,0.005,7.67,46,6.4,0.005,84.9
"07/19/10","20:44:40",20.35,0.005,7.60,46,6.4,0.005,84.2
"07/19/10","20:48:40",20.27,0.005,7.59,46,6.4,0.005,84.0
"07/19/10","20:52:40",20.14,0.005,7.55,46,6.4,0.005,83.3
"07/19/10","20:56:40",23.91,0.170,7.57,48,6.4,0.166,89.8
"07/19/10","21:00:40",23.89,0.170,7.51,48,6.4,0.166,89.0
"07/19/10","21:04:40",19.46,0.220,8.54,47,6.4,0.197,93.0
"07/19/10","21:08:40",19.71,0.217,9.03,48,6.4,0.195,98.7
"07/19/10","21:12:40",19.70,0.217,9.00,48,6.4,0.195,98.4
"07/19/10","21:16:40",19.73,0.217,8.97,48,6.4,0.195,98.2
"07/19/10","21:20:40",19.76,0.216,9.01,48,6.4,0.195,98.6
"07/19/10","21:24:40",19.78,0.216,9.14,48,6.4,0.195,100.2
"07/19/10","21:28:40",19.80,0.216,9.12,48,6.4,0.195,99.9
"07/19/10","21:32:40",19.73,0.217,9.24,48,6.4,0.195,101.2
"07/19/10","21:36:40",19.78,0.216,9.18,48,6.4,0.195,100.6
"07/19/10","21:40:40",19.75,0.216,9.27,48,6.4,0.195,101.5
"07/19/10","21:44:40",19.77,0.216,9.34,48,6.4,0.195,102.3
"07/19/10","21:48:40",19.80,0.216,9.32,49,6.4,0.195,102.1
"07/19/10","21:52:40",19.78,0.216,9.30,48,6.4,0.195,101.9
"07/19/10","21:56:40",19.76,0.216,9.30,48,6.4,0.195,101.8
"07/19/10","22:00:40",19.79,0.216,9.27,48,6.4,0.195,101.6
"07/19/10","22:04:40",19.76,0.216,9.26,49,6.4,0.195,101.4
"07/19/10","22:08:40",19.73,0.217,9.27,48,6.4,0.195,101.4
"07/19/10","22:12:40",19.70,0.216,9.22,48,6.4,0.195,100.8
"07/19/10","22:16:40",19.69,0.217,9.17,48,6.3,0.195,100.2
"07/19/10","22:20:40",19.73,0.216,9.14,48,6.3,0.195,100.1
"07/19/10","22:24:40",19.72,0.216,9.17,48,6.3,0.195,100.3
"07/19/10","22:28:40",19.68,0.217,9.16,48,6.3,0.195,100.1
"07/19/10","22:32:40",19.65,0.217,9.16,48,6.3,0.195,100.1
"07/19/10","22:36:40",19.61,0.217,9.16,48,6.3,0.195,100.0
"07/19/10","22:40:40",19.61,0.217,9.08,49,6.3,0.195,99.1
"07/19/10","22:44:40",19.53,0.217,9.00,48,6.3,0.195,98.1
"07/19/10","22:48:40",19.59,0.217,8.95,48,6.3,0.195,97.7
"07/19/10","22:52:40",19.60,0.217,9.07,48,6.3,0.194,99.0
"07/19/10","22:56:40",19.61,0.217,9.11,48,6.3,0.194,99.5
"07/19/10","23:00:40",19.63,0.216,9.07,48,6.3,0.194,99.1
"07/19/10","23:04:40",19.63,0.217,9.05,48,6.3,0.194,98.9
"07/19/10","23:08:40",19.65,0.216,9.05,49,6.3,0.194,98.9
"07/19/10","23:12:40",19.66,0.216,9.08,48,6.3,0.194,99.3
"07/19/10","23:16:40",19.66,0.216,9.09,48,6.3,0.194,99.3
"07/19/10","23:20:40",19.66,0.216,8.99,48,6.3,0.194,98.2
"07/19/10","23:24:40",19.66,0.216,8.98,48,6.3,0.194,98.1
"07/19/10","23:28:40",19.70,0.216,8.86,48,6.3,0.194,96.9
"07/19/10","23:32:40",19.71,0.216,8.83,48,6.3,0.194,96.6
"07/19/10","23:36:40",19.70,0.216,8.80,48,6.3,0.194,96.3
"07/19/10","23:40:40",19.72,0.216,8.95,48,6.3,0.194,97.9
"07/19/10","23:44:40",19.73,0.216,9.06,48,6.3,0.194,99.2
"07/19/10","23:48:40",19.70,0.216,9.11,48,6.3,0.194,99.7
"07/19/10","23:52:40",19.67,0.217,9.05,48,6.3,0.195,99.0
"07/19/10","23:56:40",19.69,0.216,8.98,48,6.3,0.195,98.2
"07/20/10","00:00:40",19.73,0.216,8.93,48,6.3,0.194,97.7
"07/20/10","00:04:40",19.75,0.216,8.98,48,6.3,0.194,98.3
"07/20/10","00:08:40",19.76,0.216,9.04,48,6.3,0.194,99.0
"07/20/10","00:12:40",19.77,0.215,9.12,48,6.3,0.194,99.8
"07/20/10","00:16:40",19.81,0.215,9.18,48,6.3,0.194,100.6
"07/20/10","00:20:40",19.79,0.215,9.20,49,6.3,0.193,100.8
"07/20/10","00:24:40",19.76,0.215,9.21,49,6.3,0.194,100.9
"07/20/10","00:28:40",19.72,0.215,9.18,49,6.3,0.194,100.4
"07/20/10","00:32:40",19.73,0.216,9.18,48,6.3,0.194,100.5
"07/20/10","00:36:40",19.73,0.216,9.19,48,6.3,0.194,100.5
"07/20/10","00:40:40",19.73,0.216,9.15,49,6.3,0.194,100.1
"07/20/10","00:44:40",19.75,0.216,9.05,48,6.3,0.194,99.1
"07/20/10","00:48:40",19.74,0.216,9.23,49,6.3,0.194,101.0
"07/20/10","00:52:40",19.77,0.216,9.31,49,6.3,0.194,102.0
"07/20/10","00:56:40",19.72,0.216,9.30,49,6.3,0.194,101.8
"07/20/10","01:00:40",19.70,0.216,9.28,49,6.3,0.194,101.5
"07/20/10","01:04:40",19.65,0.217,9.24,49,6.3,0.195,100.9
"07/20/10","01:08:40",19.62,0.217,9.21,48,6.3,0.195,100.6
"07/20/10","01:12:40",19.61,0.217,9.16,48,6.3,0.195,100.0
"07/20/10","01:16:40",19.63,0.217,9.07,48,6.3,0.195,99.1
"07/20/10","01:20:40",19.64,0.217,9.06,48,6.3,0.195,99.0
"07/20/10","01:24:40",19.66,0.217,9.05,48,6.3,0.195,98.9
"07/20/10","01:28:40",19.65,0.217,9.00,48,6.3,0.195,98.3
"07/20/10","01:32:40",19.69,0.217,8.99,48,6.3,0.195,98.3
"07/20/10","01:36:40",19.65,0.217,8.98,48,6.3,0.195,98.1
"07/20/10","01:40:40",19.70,0.216,8.95,48,6.3,0.194,97.9
"07/20/10","01:44:40",19.65,0.216,9.06,48,6.3,0.194,99.0
"07/20/10","01:48:40",19.67,0.216,9.05,48,6.3,0.194,98.9
"07/20/10","01:52:40",19.65,0.216,9.04,48,6.3,0.194,98.8
"07/20/10","01:56:40",19.65,0.216,9.02,48,6.3,0.194,98.5
"07/20/10","02:00:40",19.67,0.216,9.01,48,6.3,0.194,98.5
"07/20/10","02:04:40",19.71,0.215,8.97,49,6.3,0.194,98.1
"07/20/10","02:08:40",19.71,0.216,9.00,48,6.3,0.194,98.4
"07/20/10","02:12:40",19.69,0.216,9.02,48,6.3,0.194,98.7
"07/20/10","02:16:40",19.69,0.216,9.03,48,6.3,0.194,98.8
"07/20/10","02:20:40",19.68,0.216,9.02,48,6.3,0.194,98.7
"07/20/10","02:24:40",19.69,0.215,9.03,49,6.3,0.194,98.8
"07/20/10","02:28:40",19.73,0.215,8.99,48,6.3,0.194,98.4
"07/20/10","02:32:40",19.74,0.215,9.03,48,6.3,0.193,98.8
"07/20/10","02:36:40",19.71,0.215,9.03,48,6.3,0.194,98.7
"07/20/10","02:40:40",19.78,0.215,9.00,49,6.3,0.193,98.6
"07/20/10","02:44:40",19.72,0.215,9.04,48,6.3,0.193,98.9
"07/20/10","02:48:40",19.74,0.215,9.06,48,6.3,0.193,99.2
"07/20/10","02:52:40",19.70,0.215,9.07,48,6.3,0.193,99.3
"07/20/10","02:56:40",19.69,0.215,8.93,48,6.3,0.193,97.7
"07/20/10","03:00:40",19.65,0.215,8.81,48,6.3,0.193,96.3
