"Date","Time","Temp","SpCond","DO Conc","DO Charge","Battery","Cond","DO%"
"M/D/Y","hh:mm:ss","C","mS/cm","mg/L","","V","mS/cm","%"
"08/09/10","14:40:40",18.11,0.334,9.04,42,6.4,0.290,95.8
"08/09/10","14:44:40",18.07,0.334,9.02,42,6.4,0.290,95.5
"08/09/10","14:48:40",18.03,0.334,9.01,42,6.4,0.290,95.3
"08/09/10","14:52:40",17.99,0.334,9.04,42,6.4,0.289,95.6
"08/09/10","14:56:40",17.95,0.334,9.04,41,6.4,0.289,95.4
"08/09/10","15:00:40",17.91,0.334,9.04,42,6.4,0.289,95.4
"08/09/10","15:04:40",17.89,0.334,9.04,42,6.4,0.289,95.3
"08/09/10","15:08:40",17.88,0.334,9.05,41,6.4,0.289,95.5
"08/09/10","15:12:40",17.85,0.334,9.06,42,6.4,0.289,95.5
"08/09/10","15:16:40",17.81,0.334,9.05,41,6.3,0.288,95.3
"08/09/10","15:20:40",17.78,0.334,9.06,41,6.3,0.288,95.3
"08/09/10","15:24:40",17.75,0.334,9.07,41,6.3,0.288,95.4
"08/09/10","15:28:40",17.71,0.334,9.08,41,6.3,0.288,95.4
"08/09/10","15:32:40",17.67,0.334,9.08,41,6.3,0.287,95.4
"08/09/10","15:36:40",17.64,0.334,9.08,41,6.3,0.287,95.2
"08/09/10","15:40:40",17.60,0.334,9.09,41,6.3,0.287,95.4
"08/09/10","15:44:40",17.57,0.334,9.10,41,6.3,0.287,95.3
"08/09/10","15:48:40",17.54,0.335,9.12,41,6.3,0.287,95.5
"08/09/10","15:52:40",19.22,0.011,8.02,40,6.3,0.010,86.9
"08/09/10","15:56:40",19.25,0.003,7.90,39,6.3,0.003,85.6
"08/09/10","16:00:40",19.50,0.004,7.88,39,6.3,0.003,85.8
"08/09/10","16:04:40",19.92,0.003,8.02,40,6.3,0.002,88.1
"08/09/10","16:08:40",20.32,0.003,7.98,40,6.3,0.002,88.3
"08/09/10","16:12:40",20.85,0.003,7.92,40,6.3,0.002,88.6
"08/09/10","16:16:40",21.37,0.003,7.91,40,6.3,0.003,89.4
"08/09/10","16:20:40",21.89,0.003,7.85,40,6.3,0.003,89.5
"08/09/10","16:24:40",22.37,0.002,7.81,40,6.3,0.002,90.0
"08/09/10","16:28:40",25.69,0.155,7.48,42,6.3,0.157,91.7
"08/09/10","16:32:40",25.54,0.156,7.53,42,6.3,0.157,92.1
"08/09/10","16:36:40",25.59,0.156,7.56,42,6.3,0.158,92.5
"08/09/10","16:40:40",25.61,0.156,7.57,42,6.3,0.158,92.6
"08/09/10","16:44:40",25.55,0.156,7.48,42,6.3,0.158,91.5
"08/09/10","16:48:40",25.65,0.156,7.51,42,6.3,0.157,92.0
"08/09/10","16:52:40",25.56,0.156,7.49,42,6.3,0.157,91.6
"08/09/10","16:56:40",25.61,0.155,7.54,42,6.3,0.157,92.4
"08/09/10","17:00:40",25.52,0.156,7.50,42,6.3,0.157,91.7
"08/09/10","17:04:40",25.52,0.156,7.48,42,6.3,0.157,91.4
"08/09/10","17:08:40",25.55,0.155,7.49,42,6.3,0.157,91.6
"08/09/10","17:12:40",25.72,0.155,7.60,42,6.3,0.157,93.2
"08/09/10","17:16:40",25.83,0.155,7.70,42,6.3,0.158,94.6
"08/09/10","17:20:40",25.77,0.155,7.66,42,6.3,0.157,94.0
"08/09/10","17:24:40",25.70,0.155,7.57,42,6.3,0.157,92.8
"08/09/10","17:28:40",25.74,0.155,7.59,42,6.3,0.157,93.2
"08/09/10","17:32:40",25.74,0.155,7.62,42,6.3,0.157,93.6
"08/09/10","17:36:40",25.66,0.155,7.61,42,6.3,0.157,93.3
"08/09/10","17:40:40",25.66,0.155,7.57,42,6.3,0.157,92.8
"08/09/10","17:44:40",25.72,0.155,7.57,42,6.3,0.157,92.9
"08/09/10","17:48:40",25.80,0.155,7.67,42,6.3,0.157,94.2
"08/09/10","17:52:40",25.70,0.155,7.64,42,6.3,0.157,93.6
"08/09/10","17:56:40",25.69,0.155,7.65,42,6.3,0.157,93.8
"08/09/10","18:00:40",25.71,0.155,7.70,42,6.3,0.157,94.4
"08/09/10","18:04:40",25.83,0.155,7.75,42,6.3,0.158,95.3
"08/09/10","18:08:40",25.96,0.155,7.83,42,6.3,0.158,96.5
"08/09/10","18:12:40",25.77,0.155,7.88,42,6.3,0.157,96.8
"08/09/10","18:16:40",25.73,0.155,7.75,42,6.3,0.157,95.1
"08/09/10","18:20:40",25.68,0.155,7.69,42,6.3,0.157,94.3
"08/09/10","18:24:40",25.69,0.155,7.62,42,6.3,0.157,93.5
"08/09/10","18:28:40",25.75,0.155,7.70,42,6.3,0.157,94.5
"08/09/10","18:32:40",25.78,0.155,7.73,42,6.3,0.157,95.0
"08/09/10","18:36:40",25.88,0.155,7.77,42,6.3,0.158,95.6
"08/09/10","18:40:40",25.91,0.155,7.76,42,6.3,0.158,95.5
"08/09/10","18:44:40",25.86,0.155,7.87,43,6.3,0.158,96.7
"08/09/10","18:48:40",25.83,0.155,7.78,42,6.3,0.158,95.6
"08/09/10","18:52:40",25.80,0.155,7.72,42,6.3,0.157,94.9
"08/09/10","18:56:40",25.74,0.155,7.66,42,6.3,0.157,93.9
"08/09/10","19:00:40",25.71,0.155,7.56,42,6.3,0.157,92.7
"08/09/10","19:04:40",25.71,0.155,7.56,42,6.3,0.157,92.7
"08/09/10","19:08:40",25.68,0.155,7.48,42,6.3,0.157,91.6
"08/09/10","19:12:40",25.69,0.155,7.45,42,6.3,0.157,91.3
"08/09/10","19:16:40",25.74,0.155,7.48,42,6.3,0.158,91.7
"08/09/10","19:20:40",25.81,0.155,7.53,42,6.3,0.158,92.5
"08/09/10","19:24:40",25.81,0.155,7.61,42,6.3,0.158,93.5
"08/09/10","19:28:40",25.79,0.155,7.61,42,6.3,0.158,93.5
"08/09/10","19:32:40",25.79,0.156,7.62,42,6.3,0.158,93.6
"08/09/10","19:36:40",25.79,0.155,7.64,42,6.3,0.158,93.8
"08/09/10","19:40:40",25.75,0.155,7.59,42,6.3,0.157,93.2
"08/09/10","19:44:40",25.77,0.155,7.61,42,6.3,0.158,93.4
"08/09/10","19:48:40",25.79,0.155,7.63,42,6.3,0.158,93.7
"08/09/10","19:52:40",25.78,0.155,7.61,42,6.3,0.158,93.4
"08/09/10","19:56:40",25.81,0.155,7.57,42,6.3,0.158,93.0
"08/09/10","20:00:40",25.84,0.155,7.64,42,6.3,0.158,93.9
"08/09/10","20:04:40",25.80,0.155,7.62,42,6.3,0.158,93.6
"08/09/10","20:08:40",25.77,0.155,7.55,42,6.3,0.158,92.7
"08/09/10","20:12:40",25.75,0.155,7.53,42,6.3,0.158,92.4
"08/09/10","20:16:40",25.72,0.155,7.47,42,6.3,0.158,91.6
"08/09/10","20:20:40",25.77,0.155,7.57,42,6.3,0.158,93.0
"08/09/10","20:24:40",25.74,0.156,7.50,42,6.3,0.158,92.0
"08/09/10","20:28:40",25.77,0.155,7.44,41,6.3,0.158,91.4
"08/09/10","20:32:40",25.77,0.155,7.50,42,6.3,0.158,92.0
"08/09/10","20:36:40",25.73,0.155,7.48,42,6.3,0.157,91.7
"08/09/10","20:40:40",25.73,0.155,7.49,42,6.3,0.158,91.9
"08/09/10","20:44:40",25.76,0.155,7.46,42,6.3,0.158,91.6
"08/09/10","20:48:40",25.71,0.155,7.47,42,6.3,0.157,91.6
"08/09/10","20:52:40",25.76,0.155,7.54,42,6.3,0.157,92.6
"08/09/10","20:56:40",25.77,0.155,7.54,42,6.3,0.157,92.6
"08/09/10","21:00:40",25.78,0.155,7.61,42,6.3,0.157,93.5
"08/09/10","21:04:40",25.78,0.155,7.58,42,6.3,0.158,93.1
"08/09/10","21:08:40",25.81,0.155,7.59,42,6.2,0.158,93.3
"08/09/10","21:12:40",25.80,0.155,7.60,42,6.3,0.158,93.4
"08/09/10","21:16:40",25.80,0.155,7.60,42,6.3,0.158,93.4
"08/09/10","21:20:40",25.82,0.155,7.57,42,6.3,0.158,93.0
"08/09/10","21:24:40",25.80,0.155,7.54,42,6.3,0.158,92.7
"08/09/10","21:28:40",25.81,0.156,7.53,42,6.2,0.158,92.5
"08/09/10","21:32:40",25.82,0.156,7.54,42,6.3,0.158,92.6
"08/09/10","21:36:40",25.82,0.156,7.56,42,6.2,0.158,92.9
"08/09/10","21:40:40",25.78,0.156,7.62,42,6.3,0.158,93.6
"08/09/10","21:44:40",25.77,0.156,7.61,42,6.2,0.158,93.5
"08/09/10","21:48:40",25.78,0.156,7.66,42,6.2,0.158,94.0
