"Date","Time","Temp","SpCond","DO Conc","DO Charge","Battery","Cond","DO%"
"M/D/Y","hh:mm:ss","C","mS/cm","mg/L","","V","mS/cm","%"
"07/26/10","11:28:40",18.18,0.403,8.86,45,6.3,0.350,94.0
"07/26/10","11:32:40",18.13,0.402,8.90,45,6.3,0.350,94.3
"07/26/10","11:36:40",18.08,0.402,8.89,45,6.3,0.348,94.2
"07/26/10","11:40:40",18.03,0.402,8.90,45,6.3,0.349,94.2
"07/26/10","11:44:40",17.98,0.402,8.90,45,6.3,0.348,94.1
"07/26/10","11:48:40",17.93,0.402,8.95,44,6.3,0.348,94.5
"07/26/10","11:52:40",17.88,0.402,8.92,44,6.3,0.347,94.1
"07/26/10","11:56:40",17.83,0.402,8.93,44,6.3,0.347,94.0
"07/26/10","12:00:40",17.78,0.402,8.92,44,6.3,0.347,93.9
"07/26/10","12:04:40",17.73,0.402,8.98,44,6.3,0.346,94.4
"07/26/10","12:08:40",17.69,0.402,8.94,44,6.3,0.346,94.0
"07/26/10","12:12:40",17.64,0.402,8.94,44,6.3,0.345,93.9
"07/26/10","12:16:40",17.60,0.402,8.99,44,6.3,0.345,94.3
"07/26/10","12:20:40",17.58,0.402,8.96,44,6.3,0.345,93.9
"07/26/10","12:24:40",17.56,0.402,8.96,44,6.3,0.345,93.9
"07/26/10","12:28:40",17.54,0.402,9.00,44,6.3,0.345,94.3
"07/26/10","12:32:40",23.15,0.011,7.45,43,6.3,0.010,87.1
"07/26/10","12:36:40",22.47,0.009,7.70,43,6.3,0.009,88.8
"07/26/10","12:40:40",22.42,0.010,7.72,44,6.3,0.009,89.0
"07/26/10","12:44:40",22.95,0.010,7.85,44,6.3,0.010,91.5
"07/26/10","12:48:40",23.93,0.011,7.77,44,6.3,0.011,92.2
"07/26/10","12:52:40",24.36,0.166,8.19,46,6.3,0.164,98.0
"07/26/10","12:56:40",24.24,0.166,8.45,47,6.3,0.164,100.9
"07/26/10","13:00:40",23.87,0.166,8.27,45,6.3,0.162,98.0
"07/26/10","13:04:40",23.88,0.166,8.19,45,6.3,0.162,97.1
"07/26/10","13:08:40",23.86,0.166,8.14,45,6.3,0.162,96.4
"07/26/10","13:12:40",23.85,0.166,8.17,45,6.3,0.162,96.8
"07/26/10","13:16:40",23.88,0.166,8.15,45,6.3,0.162,96.6
"07/26/10","13:20:40",23.92,0.166,8.15,45,6.3,0.163,96.8
"07/26/10","13:24:40",23.95,0.166,8.16,45,6.3,0.163,96.9
"07/26/10","13:28:40",23.96,0.166,8.16,45,6.3,0.163,96.8
"07/26/10","13:32:40",23.98,0.166,8.21,45,6.3,0.163,97.5
"07/26/10","13:36:40",24.06,0.166,8.20,45,6.3,0.163,97.5
"07/26/10","13:40:40",24.09,0.166,8.11,45,6.3,0.163,96.5
"07/26/10","13:44:40",24.11,0.166,8.14,45,6.3,0.163,97.0
"07/26/10","13:48:40",24.15,0.166,8.14,45,6.3,0.163,96.9
"07/26/10","13:52:40",24.16,0.166,8.07,45,6.3,0.164,96.2
"07/26/10","13:56:40",24.21,0.166,8.01,45,6.3,0.164,95.6
"07/26/10","14:00:40",24.19,0.166,7.99,45,6.3,0.164,95.2
"07/26/10","14:04:40",24.21,0.166,7.97,45,6.3,0.164,95.1
"07/26/10","14:08:40",24.23,0.166,7.96,45,6.3,0.164,95.0
"07/26/10","14:12:40",24.24,0.167,8.00,45,6.3,0.164,95.5
"07/26/10","14:16:40",24.23,0.167,7.98,45,6.3,0.164,95.3
"07/26/10","14:20:40",24.27,0.167,8.02,45,6.3,0.164,95.8
"07/26/10","14:24:40",24.32,0.166,8.07,46,6.3,0.164,96.5
"07/26/10","14:28:40",24.39,0.166,8.11,45,6.3,0.164,97.0
"07/26/10","14:32:40",24.38,0.166,8.11,45,6.3,0.164,97.1
"07/26/10","14:36:40",24.38,0.166,8.09,45,6.3,0.164,96.8
"07/26/10","14:40:40",24.41,0.166,8.08,46,6.3,0.164,96.8
"07/26/10","14:44:40",24.44,0.166,8.09,45,6.3,0.164,96.9
"07/26/10","14:48:40",24.44,0.166,8.07,45,6.3,0.165,96.7
"07/26/10","14:52:40",24.47,0.166,8.10,45,6.3,0.165,97.1
"07/26/10","14:56:40",24.51,0.166,8.15,46,6.3,0.165,97.7
"07/26/10","15:00:40",24.52,0.166,8.16,45,6.3,0.165,97.9
"07/26/10","15:04:40",24.56,0.166,8.18,46,6.3,0.165,98.2
"07/26/10","15:08:40",24.53,0.166,8.11,45,6.3,0.165,97.4
"07/26/10","15:12:40",24.53,0.166,8.12,45,6.3,0.165,97.4
"07/26/10","15:16:40",24.59,0.166,8.19,46,6.3,0.165,98.3
"07/26/10","15:20:40",24.54,0.166,8.18,46,6.3,0.165,98.2
"07/26/10","15:24:40",24.53,0.166,8.19,45,6.3,0.165,98.3
"07/26/10","15:28:40",24.50,0.166,8.29,46,6.3,0.165,99.4
"07/26/10","15:32:40",24.50,0.166,8.43,46,6.3,0.165,101.1
"07/26/10","15:36:40",24.48,0.166,8.42,46,6.3,0.165,100.9
"07/26/10","15:40:40",24.52,0.166,8.32,46,6.3,0.165,99.8
"07/26/10","15:44:40",24.60,0.166,8.30,46,6.3,0.165,99.8
"07/26/10","15:48:40",24.70,0.166,8.30,46,6.3,0.165,99.9
"07/26/10","15:52:40",24.79,0.166,8.54,46,6.3,0.165,102.9
"07/26/10","15:56:40",24.93,0.166,8.65,47,6.3,0.166,104.6
