"Date","Time","Temp","DO Conc","DO Charge","Battery","Cond","DO%"
"M/D/Y","hh:mm:ss","C","mg/L","","V","mS/cm","%"
"07/18/10","21:32:40",25.43,8.15,42,5.3,0.160,99.5
"07/18/10","21:36:40",25.42,8.13,42,5.3,0.160,99.2
"07/18/10","21:40:40",25.40,8.08,42,5.3,0.160,98.5
"07/18/10","21:44:40",25.43,8.14,42,5.3,0.159,99.3
"07/18/10","21:48:40",25.39,8.18,42,5.3,0.159,99.7
"07/18/10","21:52:40",25.38,8.16,42,5.3,0.159,99.5
"07/18/10","21:56:40",25.37,8.21,42,5.3,0.159,100.0
"07/18/10","22:00:40",25.34,8.10,42,5.3,0.159,98.7
"07/18/10","22:04:40",25.34,8.08,42,5.3,0.159,98.4
"07/18/10","22:08:40",25.31,8.21,42,5.3,0.159,100.0
"07/18/10","22:12:40",25.32,8.13,42,5.3,0.159,98.9
"07/18/10","22:16:40",25.30,8.21,42,5.3,0.159,99.9
"07/18/10","22:20:40",25.26,8.15,42,5.3,0.159,99.2
"07/18/10","22:24:40",25.26,8.18,42,5.2,0.159,99.4
"07/18/10","22:28:40",25.24,8.16,42,5.3,0.159,99.2
"07/18/10","22:32:40",25.22,8.12,42,5.3,0.159,98.7
"07/18/10","22:36:40",25.20,8.18,42,5.3,0.159,99.5
"07/18/10","22:40:40",25.19,8.18,42,5.3,0.159,99.3
"07/18/10","22:44:40",25.18,8.09,42,5.3,0.158,98.2
"07/18/10","22:48:40",25.16,8.00,42,5.3,0.159,97.1
"07/18/10","22:52:40",25.14,8.10,42,5.3,0.158,98.3
"07/18/10","22:56:40",25.12,8.15,42,5.3,0.158,98.9
"07/18/10","23:00:40",25.11,8.17,42,5.3,0.158,99.1
"07/18/10","23:04:40",25.09,8.02,42,5.3,0.158,97.2
"07/18/10","23:08:40",25.08,8.08,42,5.3,0.158,98.0
"07/18/10","23:12:40",25.06,8.12,42,5.3,0.158,98.4
"07/18/10","23:16:40",25.05,8.12,42,5.3,0.158,98.4
"07/18/10","23:20:40",25.04,8.13,42,5.2,0.158,98.5
"07/18/10","23:24:40",25.02,8.14,42,5.2,0.158,98.5
"07/18/10","23:28:40",25.00,8.15,42,5.3,0.158,98.7
"07/18/10","23:32:40",24.99,8.11,42,5.3,0.158,98.1
"07/18/10","23:36:40",24.97,8.14,42,5.3,0.158,98.4
"07/18/10","23:40:40",24.97,8.13,42,5.3,0.158,98.4
"07/18/10","23:44:40",24.95,8.09,42,5.3,0.158,97.8
"07/18/10","23:48:40",24.94,8.06,42,5.3,0.158,97.4
"07/18/10","23:52:40",24.92,8.06,41,5.3,0.158,97.5
"07/18/10","23:56:40",24.91,8.08,42,5.3,0.158,97.6
"07/19/10","00:00:40",24.90,8.09,41,5.3,0.158,97.7
"07/19/10","00:04:40",24.90,8.05,42,5.2,0.158,97.3
"07/19/10","00:08:40",24.89,8.12,42,5.2,0.158,98.0
"07/19/10","00:12:40",24.87,8.04,42,5.3,0.158,97.1
"07/19/10","00:16:40",24.87,8.04,41,5.2,0.158,97.1
"07/19/10","00:20:40",24.86,8.09,42,5.2,0.158,97.7
"07/19/10","00:24:40",24.83,8.02,42,5.2,0.158,96.8
"07/19/10","00:28:40",24.83,8.02,41,5.2,0.157,96.8
"07/19/10","00:32:40",24.81,8.01,42,5.2,0.157,96.6
"07/19/10","00:36:40",24.81,8.08,42,5.2,0.157,97.4
"07/19/10","00:40:40",24.80,8.03,41,5.2,0.157,96.9
"07/19/10","00:44:40",24.78,8.07,42,5.3,0.157,97.3
"07/19/10","00:48:40",24.77,8.07,42,5.3,0.157,97.3
"07/19/10","00:52:40",24.76,8.01,42,5.2,0.157,96.5
"07/19/10","00:56:40",24.74,7.98,42,5.2,0.157,96.2
"07/19/10","01:00:40",24.75,7.99,41,5.2,0.157,96.3
"07/19/10","01:04:40",24.73,8.04,41,5.2,0.157,96.8
"07/19/10","01:08:40",24.72,8.04,42,5.2,0.157,96.9
"07/19/10","01:12:40",24.72,8.03,41,5.2,0.157,96.7
"07/19/10","01:16:40",24.71,8.03,41,5.2,0.157,96.6
"07/19/10","01:20:40",24.70,8.02,42,5.2,0.157,96.5
"07/19/10","01:24:40",24.69,8.00,41,5.2,0.157,96.2
"07/19/10","01:28:40",24.68,8.05,42,5.2,0.157,96.8
"07/19/10","01:32:40",24.67,8.03,41,5.3,0.157,96.7
"07/19/10","01:36:40",24.67,7.97,41,5.2,0.157,95.9
"07/19/10","01:40:40",24.66,8.03,41,5.2,0.157,96.6
"07/19/10","01:44:40",24.65,8.03,41,5.2,0.157,96.6
"07/19/10","01:48:40",24.63,8.01,41,5.2,0.157,96.2
"07/19/10","01:52:40",24.62,8.00,41,5.2,0.157,96.1
"07/19/10","01:56:40",24.61,7.99,41,5.2,0.157,96.1
"07/19/10","02:00:40",24.61,7.99,42,5.2,0.157,96.0
"07/19/10","02:04:40",24.59,8.04,41,5.2,0.156,96.6
"07/19/10","02:08:40",24.58,8.02,41,5.2,0.157,96.3
"07/19/10","02:12:40",24.57,7.94,41,5.2,0.157,95.4
"07/19/10","02:16:40",24.57,7.93,41,5.2,0.157,95.2
"07/19/10","02:20:40",24.56,7.90,41,5.2,0.156,94.8
"07/19/10","02:24:40",24.56,7.92,41,5.2,0.157,95.1
"07/19/10","02:28:40",24.54,7.83,41,5.2,0.157,94.0
"07/19/10","02:32:40",24.53,7.89,41,5.2,0.157,94.7
"07/19/10","02:36:40",24.52,7.93,41,5.2,0.156,95.1
"07/19/10","02:40:40",24.50,7.92,41,5.2,0.156,95.0
"07/19/10","02:44:40",24.51,7.89,41,5.2,0.156,94.6
"07/19/10","02:48:40",24.50,7.84,41,5.2,0.156,94.1
"07/19/10","02:52:40",24.48,7.81,41,5.2,0.156,93.7
"07/19/10","02:56:40",24.48,7.90,41,5.2,0.156,94.7
"07/19/10","03:00:40",24.48,7.88,41,5.2,0.156,94.5
"07/19/10","03:04:40",24.47,7.92,41,5.2,0.156,94.9
"07/19/10","03:08:40",24.46,7.83,41,5.2,0.156,93.9
"07/19/10","03:12:40",24.46,7.83,41,5.2,0.156,93.8
"07/19/10","03:16:40",24.45,7.88,41,5.2,0.156,94.5
"07/19/10","03:20:40",24.44,7.82,41,5.2,0.156,93.7
"07/19/10","03:24:40",24.43,7.76,41,5.2,0.156,93.0
"07/19/10","03:28:40",24.42,7.86,41,5.2,0.156,94.1
"07/19/10","03:32:40",24.42,7.86,41,5.2,0.156,94.2
"07/19/10","03:36:40",24.41,7.83,41,5.2,0.156,93.8
"07/19/10","03:40:40",24.40,7.77,41,5.2,0.156,93.0
"07/19/10","03:44:40",24.39,7.82,41,5.2,0.156,93.6
"07/19/10","03:48:40",24.38,7.83,41,5.2,0.156,93.7
"07/19/10","03:52:40",24.37,7.83,41,5.2,0.156,93.7
"07/19/10","03:56:40",24.36,7.77,41,5.2,0.156,92.9
"07/19/10","04:00:40",24.36,7.77,41,5.2,0.156,92.9
"07/19/10","04:04:40",24.35,7.77,41,5.2,0.156,93.0
"07/19/10","04:08:40",24.33,7.76,41,5.2,0.156,92.8
"07/19/10","04:12:40",24.32,7.75,41,5.2,0.156,92.6
"07/19/10","04:16:40",24.31,7.76,41,5.2,0.156,92.8
"07/19/10","04:20:40",24.31,7.77,41,5.2,0.156,92.9
"07/19/10","04:24:40",24.29,7.73,41,5.2,0.156,92.3
"07/19/10","04:28:40",24.28,7.78,41,5.2,0.156,92.9
"07/19/10","04:32:40",24.27,7.77,41,5.2,0.156,92.8
"07/19/10","04:36:40",24.26,7.77,41,5.2,0.156,92.7
"07/19/10","04:40:40",24.26,7.76,41,5.2,0.156,92.6
"07/19/10","04:44:40",24.24,7.73,41,5.2,0.156,92.3
"07/19/10","04:48:40",24.23,7.67,41,5.2,0.156,91.5
"07/19/10","04:52:40",24.23,7.66,41,5.2,0.156,91.4
"07/19/10","04:56:40",24.22,7.74,41,5.2,0.156,92.3
"07/19/10","05:00:40",24.21,7.68,41,5.2,0.156,91.6
"07/19/10","05:04:40",24.19,7.63,41,5.2,0.156,91.0
"07/19/10","05:08:40",24.18,7.65,41,5.2,0.156,91.3
"07/19/10","05:12:40",24.18,7.65,41,5.2,0.156,91.2
"07/19/10","05:16:40",24.17,7.67,41,5.2,0.156,91.4
"07/19/10","05:20:40",24.16,7.67,41,5.2,0.156,91.4
"07/19/10","05:24:40",24.16,7.56,41,5.2,0.155,90.1
"07/19/10","05:28:40",24.15,7.57,41,5.2,0.156,90.2
"07/19/10","05:32:40",24.14,7.31,41,5.2,0.156,87.1
"07/19/10","05:36:40",24.13,7.10,40,5.2,0.156,84.6
"07/19/10","05:40:40",24.13,7.14,40,5.2,0.156,85.1
"07/19/10","05:44:40",24.11,7.16,40,5.2,0.155,85.2
"07/19/10","05:48:40",24.10,7.13,40,5.2,0.155,84.9
"07/19/10","05:52:40",24.09,7.11,40,5.2,0.155,84.7
"07/19/10","05:56:40",24.09,7.17,40,5.2,0.155,85.3
"07/19/10","06:00:40",24.08,7.01,40,5.2,0.155,83.4
"07/19/10","06:04:40",24.07,7.11,40,5.2,0.155,84.6
"07/19/10","06:08:40",24.06,7.11,40,5.2,0.155,84.6
"07/19/10","06:12:40",24.05,7.10,40,5.2,0.155,84.4
"07/19/10","06:16:40",24.04,7.12,40,5.2,0.155,84.6
"07/19/10","06:20:40",24.02,7.10,40,5.2,0.155,84.4
"07/19/10","06:24:40",24.02,7.13,40,5.2,0.155,84.8
"07/19/10","06:28:40",24.00,7.13,40,5.2,0.155,84.7
"07/19/10","06:32:40",24.01,7.14,40,5.2,0.155,84.9
"07/19/10","06:36:40",24.00,7.12,40,5.2,0.155,84.6
"07/19/10","06:40:40",24.00,7.15,40,5.2,0.155,85.0
"07/19/10","06:44:40",23.99,7.17,40,5.2,0.155,85.2
"07/19/10","06:48:40",23.99,7.19,40,5.2,0.155,85.4
"07/19/10","06:52:40",23.98,7.16,40,5.2,0.155,85.0
"07/19/10","06:56:40",23.98,7.18,40,5.2,0.155,85.3
"07/19/10","07:00:40",23.98,7.23,40,5.2,0.155,85.9
"07/19/10","07:04:40",23.98,7.18,40,5.2,0.155,85.3
"07/19/10","07:08:40",23.97,7.24,40,5.2,0.155,85.9
"07/19/10","07:12:40",23.97,7.25,41,5.2,0.155,86.1
"07/19/10","07:16:40",23.98,7.24,40,5.2,0.155,86.0
"07/19/10","07:20:40",23.98,7.20,40,5.2,0.155,85.5
"07/19/10","07:24:40",23.98,7.19,40,5.2,0.155,85.4
"07/19/10","07:28:40",23.98,7.21,40,5.2,0.155,85.6
"07/19/10","07:32:40",23.98,7.19,40,5.2,0.155,85.4
"07/19/10","07:36:40",23.99,7.24,40,5.2,0.155,86.0
"07/19/10","07:40:40",23.99,7.23,40,5.2,0.155,85.9
"07/19/10","07:44:40",23.99,7.22,40,5.2,0.155,85.8
"07/19/10","07:48:40",23.99,7.24,40,5.2,0.155,86.0
"07/19/10","07:52:40",23.99,7.29,40,5.2,0.155,86.7
"07/19/10","07:56:40",24.00,7.30,40,5.2,0.155,86.7
"07/19/10","08:00:40",24.00,7.28,40,5.2,0.155,86.5
"07/19/10","08:04:40",24.00,7.25,40,5.2,0.155,86.1
"07/19/10","08:08:40",24.00,7.28,40,5.2,0.155,86.5
"07/19/10","08:12:40",24.01,7.27,40,5.2,0.156,86.4
"07/19/10","08:16:40",24.00,7.25,40,5.2,0.155,86.2
"07/19/10","08:20:40",24.00,7.29,40,5.2,0.155,86.7
"07/19/10","08:24:40",24.01,7.33,40,5.2,0.155,87.1
"07/19/10","08:28:40",24.01,7.24,41,5.2,0.155,86.0
"07/19/10","08:32:40",24.00,7.29,40,5.2,0.155,86.6
"07/19/10","08:36:40",24.01,7.26,40,5.2,0.155,86.3
"07/19/10","08:40:40",24.02,7.22,40,5.2,0.155,85.9
"07/19/10","08:44:40",24.02,7.23,40,5.2,0.156,86.0
"07/19/10","08:48:40",24.04,7.28,40,5.2,0.156,86.6
"07/19/10","08:52:40",24.05,7.29,40,5.2,0.155,86.7
"07/19/10","08:56:40",24.06,7.29,40,5.2,0.155,86.8
"07/19/10","09:00:40",24.05,7.24,40,5.2,0.156,86.1
"07/19/10","09:04:40",24.05,7.26,40,5.2,0.155,86.4
"07/19/10","09:08:40",24.06,7.17,40,5.2,0.156,85.3
"07/19/10","09:12:40",24.06,7.19,40,5.2,0.156,85.6
"07/19/10","09:16:40",24.08,7.21,40,5.2,0.156,85.8
"07/19/10","09:20:40",24.08,7.28,40,5.2,0.156,86.6
"07/19/10","09:24:40",24.10,7.31,40,5.2,0.156,87.0
"07/19/10","09:28:40",24.11,7.29,40,5.2,0.156,86.8
"07/19/10","09:32:40",24.13,7.29,40,5.2,0.156,86.8
"07/19/10","09:36:40",24.13,7.24,40,5.2,0.156,86.3
"07/19/10","09:40:40",24.15,7.21,40,5.2,0.156,85.9
"07/19/10","09:44:40",24.17,7.22,40,5.2,0.156,86.0
"07/19/10","09:48:40",24.18,7.20,40,5.2,0.156,85.8
"07/19/10","09:52:40",24.17,7.28,40,5.2,0.156,86.8
"07/19/10","09:56:40",24.19,7.27,40,5.2,0.156,86.7
"07/19/10","10:00:40",24.20,7.36,41,5.2,0.156,87.7
"07/19/10","10:04:40",24.19,7.35,41,5.2,0.156,87.7
"07/19/10","10:08:40",24.22,7.33,41,5.2,0.156,87.4
"07/19/10","10:12:40",24.21,7.32,40,5.2,0.156,87.3
"07/19/10","10:16:40",24.24,7.37,40,5.2,0.156,88.0
"07/19/10","10:20:40",24.25,7.37,41,5.2,0.156,88.0
"07/19/10","10:24:40",24.27,7.39,41,5.2,0.156,88.3
"07/19/10","10:28:40",24.32,7.33,40,5.2,0.156,87.6
"07/19/10","10:32:40",24.37,7.32,40,5.2,0.156,87.6
"07/19/10","10:36:40",24.39,7.43,41,5.2,0.156,88.9
"07/19/10","10:40:40",24.39,7.37,41,5.2,0.157,88.3
"07/19/10","10:44:40",24.39,7.40,41,5.2,0.156,88.6
"07/19/10","10:48:40",24.31,7.48,41,5.2,0.156,89.4
"07/19/10","10:52:40",24.40,7.39,41,5.2,0.156,88.5
"07/19/10","10:56:40",24.38,7.35,41,5.2,0.156,87.9
"07/19/10","11:00:40",24.38,7.43,41,5.2,0.156,89.0
"07/19/10","11:04:40",24.37,7.47,41,5.2,0.156,89.3
"07/19/10","11:08:40",24.44,7.42,41,5.2,0.156,88.9
"07/19/10","11:12:40",24.50,7.51,41,5.2,0.157,90.1
"07/19/10","11:16:40",24.53,7.58,41,5.2,0.157,91.0
"07/19/10","11:20:40",24.65,7.46,41,5.2,0.157,89.8
"07/19/10","11:24:40",24.65,7.46,41,5.2,0.157,89.7
"07/19/10","11:28:40",24.64,7.46,41,5.2,0.157,89.7
"07/19/10","11:32:40",24.73,7.44,41,5.2,0.157,89.6
"07/19/10","11:36:40",24.66,7.44,40,5.2,0.157,89.4
"07/19/10","11:40:40",24.70,7.48,41,5.2,0.157,90.1
"07/19/10","11:44:40",24.70,7.51,41,5.2,0.158,90.4
"07/19/10","11:48:40",24.80,7.48,41,5.2,0.158,90.2
"07/19/10","11:52:40",24.76,7.49,41,5.2,0.158,90.3
"07/19/10","11:56:40",24.71,7.57,41,5.2,0.158,91.2
"07/19/10","12:00:40",24.71,7.47,41,5.2,0.158,90.0
"07/19/10","12:04:40",24.65,7.50,41,5.2,0.158,90.2
"07/19/10","12:08:40",24.58,7.46,41,5.2,0.157,89.6
"07/19/10","12:12:40",24.62,7.40,41,5.2,0.158,89.0
"07/19/10","12:16:40",24.62,7.44,41,5.2,0.158,89.4
"07/19/10","12:20:40",24.66,7.49,41,5.2,0.158,90.1
"07/19/10","12:24:40",24.53,7.53,41,5.2,0.157,90.4
"07/19/10","12:28:40",24.48,7.54,41,5.2,0.157,90.4
"07/19/10","12:32:40",24.52,7.48,41,5.2,0.157,89.7
"07/19/10","12:36:40",24.52,7.40,41,5.2,0.157,88.8
"07/19/10","12:40:40",24.57,7.50,41,5.2,0.157,90.1
"07/19/10","12:44:40",24.51,7.51,41,5.2,0.157,90.1
"07/19/10","12:48:40",24.58,7.47,41,5.2,0.157,89.7
"07/19/10","12:52:40",24.63,7.52,41,5.2,0.157,90.4
"07/19/10","12:56:40",24.65,7.50,41,5.2,0.157,90.2
"07/19/10","13:00:40",24.65,7.46,41,5.2,0.157,89.8
"07/19/10","13:04:40",24.66,7.50,41,5.2,0.158,90.2
"07/19/10","13:08:40",24.71,7.52,41,5.2,0.158,90.5
"07/19/10","13:12:40",24.74,7.55,41,5.2,0.158,90.9
"07/19/10","13:16:40",24.75,7.53,41,5.2,0.158,90.7
"07/19/10","13:20:40",24.78,7.48,41,5.2,0.158,90.2
"07/19/10","13:24:40",24.80,7.50,41,5.2,0.158,90.5
"07/19/10","13:28:40",24.82,7.45,41,5.2,0.158,89.9
"07/19/10","13:32:40",24.84,7.48,41,5.2,0.158,90.3
"07/19/10","13:36:40",24.88,7.48,41,5.2,0.158,90.4
"07/19/10","13:40:40",24.91,7.51,41,5.2,0.158,90.8
"07/19/10","13:44:40",24.96,7.60,41,5.2,0.159,91.9
"07/19/10","13:48:40",24.99,7.50,41,5.2,0.159,90.7
"07/19/10","13:52:40",25.00,7.60,41,5.2,0.159,92.0
"07/19/10","13:56:40",25.00,7.54,41,5.2,0.159,91.3
"07/19/10","14:00:40",25.00,7.53,41,5.2,0.159,91.1
"07/19/10","14:04:40",25.04,7.60,41,5.2,0.159,92.1
"07/19/10","14:08:40",25.04,7.59,41,5.2,0.159,91.9
"07/19/10","14:12:40",25.06,7.59,41,5.2,0.159,92.0
"07/19/10","14:16:40",25.03,7.49,41,5.2,0.159,90.7
"07/19/10","14:20:40",25.02,7.48,41,5.2,0.159,90.6
"07/19/10","14:24:40",24.96,7.52,41,5.2,0.159,91.0
"07/19/10","14:28:40",24.98,7.44,41,5.2,0.159,90.0
"07/19/10","14:32:40",24.96,7.48,41,5.2,0.159,90.4
"07/19/10","14:36:40",24.93,7.49,41,5.2,0.159,90.6
"07/19/10","14:40:40",24.91,7.54,41,5.2,0.159,91.1
"07/19/10","14:44:40",24.97,7.54,41,5.2,0.159,91.2
"07/19/10","14:48:40",24.99,7.55,41,5.2,0.159,91.3
"07/19/10","14:52:40",25.09,7.42,41,5.2,0.159,90.0
"07/19/10","14:56:40",25.05,7.49,41,5.2,0.159,90.8
"07/19/10","15:00:40",25.12,7.49,41,5.2,0.159,90.9
"07/19/10","15:04:40",25.11,7.40,41,5.2,0.159,89.8
"07/19/10","15:08:40",25.12,7.53,41,5.2,0.159,91.3
"07/19/10","15:12:40",25.14,7.53,41,5.2,0.159,91.4
"07/19/10","15:16:40",25.32,8.15,41,5.2,0.004,99.1
"07/19/10","15:20:40",26.16,7.79,41,5.2,0.004,96.3
"07/19/10","15:24:40",25.96,7.32,40,5.2,0.004,90.1
"07/19/10","15:28:40",25.78,7.07,40,5.2,0.004,86.8
"07/19/10","15:32:40",25.45,6.95,40,5.2,0.003,84.8
"07/19/10","15:36:40",18.54,8.95,41,5.2,0.321,95.6
"07/19/10","15:40:40",18.51,8.93,41,5.2,0.321,95.4
"07/19/10","15:44:40",18.48,8.94,41,5.2,0.321,95.4
"07/19/10","15:48:40",18.45,8.91,41,5.2,0.320,95.1
"07/19/10","15:52:40",18.41,8.92,40,5.2,0.320,95.1
"07/19/10","15:56:40",18.39,8.90,41,5.2,0.320,94.8
"07/19/10","16:00:40",18.37,8.91,41,5.2,0.320,94.9
"07/19/10","16:04:40",18.36,8.91,41,5.2,0.320,94.9
"07/19/10","16:08:40",18.35,8.91,40,5.2,0.319,94.8
"07/19/10","16:12:40",18.34,8.92,40,5.2,0.319,94.9
"07/19/10","16:16:40",18.33,8.90,41,5.2,0.319,94.7
"07/19/10","16:20:40",18.32,8.92,40,5.2,0.319,94.9
"07/19/10","16:24:40",18.31,8.90,40,5.2,0.319,94.7
"07/19/10","16:28:40",18.31,8.91,40,5.2,0.319,94.8
"07/19/10","16:32:40",18.30,8.91,40,5.2,0.319,94.7
"07/19/10","16:36:40",18.29,8.92,40,5.2,0.319,94.9
"07/19/10","16:40:40",18.29,8.91,40,5.2,0.319,94.8
"07/19/10","16:44:40",18.28,8.93,41,5.2,0.319,94.9
"07/19/10","16:48:40",18.28,8.91,40,5.2,0.319,94.7
"07/19/10","16:52:40",18.26,8.93,40,5.2,0.318,94.9
"07/19/10","16:56:40",18.23,8.93,41,5.2,0.318,94.9
"07/19/10","17:00:40",18.21,8.94,40,5.2,0.318,95.0
"07/19/10","17:04:40",18.18,8.93,40,5.1,0.318,94.8
"07/19/10","17:08:40",18.15,8.95,41,5.2,0.318,94.9
"07/19/10","17:12:40",18.13,8.95,41,5.2,0.317,94.9
"07/19/10","17:16:40",18.10,8.98,40,5.1,0.317,95.1
"07/19/10","17:20:40",18.08,9.00,41,5.1,0.317,95.3
"07/19/10","17:24:40",18.06,9.00,40,5.1,0.317,95.3
"07/19/10","17:28:40",18.05,9.01,41,5.1,0.317,95.3
"07/19/10","17:32:40",18.05,9.01,41,5.1,0.317,95.3
"07/19/10","17:36:40",18.04,9.00,40,5.1,0.317,95.2
"07/19/10","17:40:40",18.04,9.00,41,5.1,0.317,95.3
"07/19/10","17:44:40",18.04,9.01,40,5.1,0.316,95.3
"07/19/10","17:48:40",18.04,8.95,40,5.1,0.318,94.7
