"Date","Time","Temp","SpCond","DO Conc","DO Charge","Battery","Cond","DO%"
"M/D/Y","hh:mm:ss","C","mS/cm","mg/L","","V","mS/cm","%"
"08/09/10","14:44:40",18.16,0.333,8.86,48,7.0,0.289,94.0
"08/09/10","14:48:40",18.12,0.333,8.95,48,7.0,0.289,94.9
"08/09/10","14:52:40",18.08,0.332,8.94,48,7.0,0.288,94.7
"08/09/10","14:56:40",18.04,0.332,8.95,48,7.0,0.288,94.7
"08/09/10","15:00:40",18.00,0.332,9.00,48,7.0,0.288,95.1
"08/09/10","15:04:40",17.98,0.332,9.04,48,7.0,0.288,95.5
"08/09/10","15:08:40",17.97,0.332,9.07,48,7.0,0.288,95.9
"08/09/10","15:12:40",17.94,0.332,9.10,48,7.0,0.287,96.1
"08/09/10","15:16:40",17.90,0.332,9.12,48,7.0,0.287,96.2
"08/09/10","15:20:40",17.87,0.332,9.12,48,7.0,0.287,96.2
"08/09/10","15:24:40",17.83,0.332,9.07,48,7.0,0.287,95.6
"08/09/10","15:28:40",17.80,0.333,9.10,48,7.0,0.287,95.9
"08/09/10","15:32:40",17.76,0.333,9.12,48,7.0,0.287,96.0
"08/09/10","15:36:40",17.73,0.333,9.07,48,7.0,0.286,95.4
"08/09/10","15:40:40",17.69,0.332,9.04,48,7.0,0.286,95.0
"08/09/10","15:44:40",17.66,0.332,9.03,48,6.9,0.286,94.8
"08/09/10","15:48:40",17.62,0.332,9.08,48,6.9,0.285,95.2
"08/09/10","15:52:40",19.41,0.008,8.05,47,6.9,0.007,87.5
"08/09/10","15:56:40",19.51,0.008,7.71,47,6.9,0.007,84.0
"08/09/10","16:00:40",19.70,0.010,7.71,47,6.9,0.009,84.2
"08/09/10","16:04:40",20.20,0.001,7.97,47,6.9,0.001,88.0
"08/09/10","16:08:40",20.61,0.001,7.93,47,6.9,0.001,88.2
"08/09/10","16:12:40",21.02,0.001,7.83,47,6.9,0.001,87.8
"08/09/10","16:16:40",21.46,0.001,7.83,47,6.9,0.001,88.6
"08/09/10","16:20:40",21.91,0.001,7.79,47,7.0,0.001,89.0
