"Date","Time","Temp","SpCond","DO Conc","DO Charge","DO%","Battery"
"M/D/Y","hh:mm:ss","C","mS/cm","mg/L","","%","V"
"06/21/10","17:20:40",23.09,0.179,8.87,40,103.6,6.3
"06/21/10","17:24:40",23.04,0.179,8.84,41,103.2,6.3
"06/21/10","17:28:40",23.05,0.179,8.82,41,102.9,6.3
"06/21/10","17:32:40",23.04,0.179,8.82,40,102.9,6.2
"06/21/10","17:36:40",23.11,0.179,8.85,41,103.4,6.2
"06/21/10","17:40:40",23.11,0.179,8.87,41,103.7,6.3
"06/21/10","17:44:40",23.10,0.179,8.85,40,103.4,6.2
"06/21/10","17:48:40",23.10,0.179,8.75,40,102.2,6.2
"06/21/10","17:52:40",23.10,0.179,8.70,40,101.6,6.3
"06/21/10","17:56:40",23.09,0.179,8.90,41,104.0,6.2
"06/21/10","18:00:40",23.09,0.179,9.06,40,105.9,6.2
"06/21/10","18:04:40",23.04,0.179,9.06,40,105.7,6.2
"06/21/10","18:08:40",23.01,0.179,8.94,41,104.3,6.2
"06/21/10","18:12:40",22.93,0.179,8.87,40,103.3,6.2
"06/21/10","18:16:40",22.86,0.179,8.78,40,102.2,6.2
"06/21/10","18:20:40",22.93,0.179,8.87,41,103.3,6.2
"06/21/10","18:24:40",23.00,0.179,8.97,40,104.6,6.2
"06/21/10","18:28:40",23.01,0.179,9.04,41,105.4,6.2
"06/21/10","18:32:40",23.04,0.178,9.18,41,107.2,6.2
"06/21/10","18:36:40",23.08,0.177,9.03,41,105.5,6.2
"06/21/10","18:40:40",22.92,0.178,8.80,40,102.4,6.2
"06/21/10","18:44:40",22.75,0.179,8.82,40,102.4,6.2
"06/21/10","18:48:40",22.75,0.179,8.83,40,102.5,6.2
"06/21/10","18:52:40",22.74,0.179,8.79,40,102.0,6.2
"06/21/10","18:56:40",22.75,0.179,8.74,40,101.5,6.2
"06/21/10","19:00:40",22.77,0.179,8.97,40,104.2,6.2
"06/21/10","19:04:40",22.76,0.179,8.81,40,102.3,6.2
"06/21/10","19:08:40",22.82,0.179,8.86,41,103.0,6.2
"06/21/10","19:12:40",22.91,0.179,8.87,40,103.2,6.2
"06/21/10","19:16:40",23.03,0.177,8.81,41,102.8,6.2
"06/21/10","19:20:40",23.20,0.174,8.71,40,101.9,6.2
"06/21/10","19:24:40",22.94,0.177,8.67,40,101.0,6.2
"06/21/10","19:28:40",22.96,0.175,8.77,41,102.2,6.2
"06/21/10","19:32:40",22.97,0.174,8.69,40,101.2,6.2
"06/21/10","19:36:40",22.93,0.172,8.66,40,100.8,6.2
"06/21/10","19:40:40",22.86,0.173,8.67,40,100.8,6.2
"06/21/10","19:44:40",22.87,0.172,8.69,40,101.1,6.2
"06/21/10","19:48:40",22.86,0.173,8.66,40,100.7,6.2
"06/21/10","19:52:40",22.83,0.173,8.66,40,100.6,6.2
"06/21/10","19:56:40",22.82,0.172,8.65,40,100.6,6.2
"06/21/10","20:00:40",22.82,0.172,8.63,40,100.3,6.2
"06/21/10","20:04:40",22.80,0.173,8.63,40,100.3,6.2
"06/21/10","20:08:40",22.79,0.173,8.63,40,100.3,6.2
"06/21/10","20:12:40",22.79,0.172,8.60,40,99.9,6.2
"06/21/10","20:16:40",22.79,0.172,8.59,40,99.8,6.2
"06/21/10","20:20:40",22.78,0.172,8.59,40,99.7,6.2
"06/21/10","20:24:40",22.77,0.172,8.58,40,99.7,6.2
"06/21/10","20:28:40",22.77,0.172,8.56,40,99.4,6.2
"06/21/10","20:32:40",22.74,0.172,8.55,40,99.2,6.2
"06/21/10","20:36:40",22.74,0.172,8.56,40,99.3,6.2
"06/21/10","20:40:40",22.74,0.172,8.57,40,99.5,6.1
"06/21/10","20:44:40",22.74,0.172,8.56,40,99.3,6.2
"06/21/10","20:48:40",22.74,0.172,8.54,40,99.1,6.2
"06/21/10","20:52:40",22.76,0.171,8.52,40,98.9,6.2
"06/21/10","20:56:40",22.77,0.171,8.52,40,98.9,6.1
"06/21/10","21:00:40",22.81,0.171,8.51,40,98.8,6.1
"06/21/10","21:04:40",22.80,0.170,8.47,40,98.5,6.1
