"Date","Time","Temp","SpCond","DO Conc","DO Charge","DO%","Battery","Cond"
"M/D/Y","hh:mm:ss","C","mS/cm","mg/L","","%","V","mS/cm"
"06/01/10","12:16:40",23.86,0.198,8.74,40,103.6,5.9,0.194
"06/01/10","12:20:40",23.89,0.198,8.74,40,103.6,5.9,0.194
"06/01/10","12:24:40",23.90,0.198,8.74,40,103.6,5.9,0.194
"06/01/10","12:28:40",23.96,0.198,8.73,40,103.7,5.9,0.194
"06/01/10","12:32:40",23.99,0.198,8.75,40,103.9,5.9,0.195
"06/01/10","12:36:40",24.09,0.198,8.76,40,104.3,5.9,0.195
"06/01/10","12:40:40",24.02,0.198,8.76,40,104.2,5.9,0.195
"06/01/10","12:44:40",24.10,0.198,8.74,40,104.0,5.9,0.195
"06/01/10","12:48:40",24.16,0.198,8.78,40,104.6,5.9,0.195
"06/01/10","12:52:40",24.16,0.198,8.77,40,104.5,5.9,0.195
"06/01/10","12:56:40",24.15,0.198,8.78,40,104.6,5.9,0.195
"06/01/10","13:00:40",24.18,0.198,8.80,40,104.9,5.9,0.195
"06/01/10","13:04:40",24.17,0.198,8.83,40,105.3,5.9,0.195
"06/01/10","13:08:40",24.18,0.198,8.83,40,105.3,5.9,0.195
"06/01/10","13:12:40",24.19,0.198,8.84,40,105.4,5.9,0.195
"06/01/10","13:16:40",24.21,0.198,8.83,40,105.4,5.9,0.195
"06/01/10","13:20:40",24.23,0.198,8.85,40,105.6,5.9,0.195
"06/01/10","13:24:40",24.25,0.198,8.81,40,105.2,5.9,0.195
"06/01/10","13:28:40",24.30,0.198,8.81,40,105.3,5.9,0.196
"06/01/10","13:32:40",24.32,0.198,8.84,41,105.7,5.9,0.196
"06/01/10","13:36:40",24.32,0.198,8.83,40,105.5,5.9,0.196
"06/01/10","13:40:40",24.34,0.198,8.82,40,105.5,5.9,0.196
"06/01/10","13:44:40",24.37,0.198,8.81,40,105.4,5.9,0.196
"06/01/10","13:48:40",24.36,0.198,8.81,40,105.4,5.9,0.196
"06/01/10","13:52:40",24.35,0.198,8.82,40,105.6,5.9,0.196
"06/01/10","13:56:40",24.35,0.198,8.88,40,106.2,5.9,0.196
"06/01/10","14:00:40",24.39,0.198,8.84,40,105.8,5.9,0.196
"06/01/10","14:04:40",24.40,0.198,8.85,40,106.0,5.9,0.196
"06/01/10","14:08:40",24.42,0.198,8.84,40,105.8,5.9,0.196
"06/01/10","14:12:40",24.44,0.198,8.82,40,105.7,5.9,0.196
"06/01/10","14:16:40",24.47,0.198,8.81,40,105.7,5.9,0.196
"06/01/10","14:20:40",24.47,0.198,8.82,40,105.8,5.9,0.196
"06/01/10","14:24:40",24.49,0.198,8.82,40,105.8,5.9,0.196
"06/01/10","14:28:40",24.48,0.198,8.84,40,106.0,5.9,0.196
"06/01/10","14:32:40",24.56,0.198,8.85,40,106.3,5.9,0.197
"06/01/10","14:36:40",24.60,0.198,8.83,40,106.1,5.9,0.197
"06/01/10","14:40:40",24.60,0.198,8.86,40,106.5,5.9,0.197
"06/01/10","14:44:40",24.62,0.198,8.84,40,106.2,5.9,0.197
"06/01/10","14:48:40",24.65,0.198,8.82,40,106.1,5.9,0.197
"06/01/10","14:52:40",24.66,0.198,8.84,40,106.3,5.9,0.197
"06/01/10","14:56:40",24.70,0.198,8.80,40,105.9,5.9,0.197
"06/01/10","15:00:40",24.72,0.198,8.80,40,106.0,5.9,0.197
"06/01/10","15:04:40",24.75,0.198,8.83,41,106.4,5.9,0.197
"06/01/10","15:08:40",24.86,0.199,8.82,40,106.5,5.9,0.198
"06/01/10","15:12:40",24.80,0.198,8.84,40,106.7,5.9,0.198
"06/01/10","15:16:40",24.78,0.198,8.89,41,107.2,5.9,0.198
"06/01/10","15:20:40",24.80,0.198,8.83,41,106.5,5.9,0.198
"06/01/10","15:24:40",24.81,0.198,8.87,41,107.1,5.9,0.198
"06/01/10","15:28:40",24.78,0.198,8.91,41,107.5,5.9,0.197
"06/01/10","15:32:40",24.76,0.198,8.94,41,107.8,5.9,0.197
"06/01/10","15:36:40",24.76,0.198,8.96,41,108.0,5.9,0.197
"06/01/10","15:40:40",24.78,0.198,8.92,40,107.6,5.9,0.198
"06/01/10","15:44:40",24.81,0.198,8.90,41,107.4,5.9,0.198
"06/01/10","15:48:40",24.78,0.198,8.90,40,107.3,5.9,0.198
"06/01/10","15:52:40",24.76,0.198,8.92,41,107.5,5.9,0.197
"06/01/10","15:56:40",24.77,0.198,8.92,41,107.6,5.9,0.197
"06/01/10","16:00:40",24.77,0.198,8.94,40,107.8,5.9,0.197
"06/01/10","16:04:40",24.78,0.198,8.97,41,108.2,5.9,0.197
"06/01/10","16:08:40",24.75,0.198,9.00,41,108.5,5.9,0.197
"06/01/10","16:12:40",24.78,0.198,8.98,41,108.3,5.9,0.197
"06/01/10","16:16:40",24.79,0.198,8.97,41,108.1,5.9,0.197
"06/01/10","16:20:40",24.79,0.198,8.98,41,108.3,5.9,0.197
"06/01/10","16:24:40",24.80,0.198,9.02,41,108.7,5.9,0.197
"06/01/10","16:28:40",24.81,0.198,9.04,40,109.0,5.9,0.197
"06/01/10","16:32:40",24.84,0.198,9.02,41,108.9,5.9,0.198
"06/01/10","16:36:40",24.85,0.198,9.00,41,108.7,5.9,0.198
"06/01/10","16:40:40",24.84,0.198,9.00,40,108.7,5.9,0.198
"06/01/10","16:44:40",24.84,0.198,9.02,41,108.8,5.9,0.197
"06/01/10","16:48:40",24.84,0.198,9.03,41,109.0,5.9,0.197
"06/01/10","16:52:40",24.83,0.198,9.00,41,108.6,5.9,0.197
"06/01/10","16:56:40",24.82,0.198,9.03,41,108.9,5.9,0.197
"06/01/10","17:00:40",24.81,0.198,8.98,41,108.4,5.9,0.197
"06/01/10","17:04:40",24.79,0.198,9.01,41,108.6,5.9,0.197
"06/01/10","17:08:40",24.77,0.198,9.08,41,109.4,5.9,0.197
"06/01/10","17:12:40",24.75,0.198,9.09,41,109.5,5.9,0.197
"06/01/10","17:16:40",24.72,0.198,9.11,41,109.7,5.9,0.197
"06/01/10","17:20:40",24.58,0.197,9.13,41,109.7,5.9,0.195
"06/01/10","17:24:40",24.55,0.196,9.09,40,109.2,5.9,0.195
"06/01/10","17:28:40",24.54,0.196,9.15,41,109.9,5.9,0.194
"06/01/10","17:32:40",24.52,0.196,9.13,41,109.6,5.9,0.194
"06/01/10","17:36:40",24.50,0.196,9.13,41,109.5,5.9,0.194
"06/01/10","17:40:40",24.44,0.196,9.10,41,109.1,5.9,0.194
"06/01/10","17:44:40",24.44,0.196,9.07,40,108.6,5.9,0.194
"06/01/10","17:48:40",24.44,0.195,9.06,41,108.6,5.9,0.193
"06/01/10","17:52:40",24.43,0.195,9.05,41,108.5,5.9,0.193
"06/01/10","17:56:40",24.41,0.195,9.09,41,108.8,5.9,0.193
"06/01/10","18:00:40",24.43,0.196,9.04,40,108.3,5.9,0.194
"06/01/10","18:04:40",24.43,0.196,9.05,40,108.4,5.9,0.193
"06/01/10","18:08:40",24.43,0.195,9.09,41,108.9,5.9,0.193
"06/01/10","18:12:40",24.44,0.196,9.05,41,108.5,5.9,0.194
"06/01/10","18:16:40",24.42,0.196,9.10,41,109.1,5.9,0.193
"06/01/10","18:20:40",24.43,0.196,9.09,41,108.9,5.9,0.194
"06/01/10","18:24:40",24.44,0.196,9.03,40,108.2,5.9,0.194
"06/01/10","18:28:40",24.44,0.196,9.05,41,108.4,5.8,0.194
"06/01/10","18:32:40",24.45,0.196,9.03,41,108.2,5.9,0.194
"06/01/10","18:36:40",24.45,0.196,9.05,41,108.5,5.9,0.194
"06/01/10","18:40:40",24.44,0.196,9.07,40,108.6,5.9,0.194
"06/01/10","18:44:40",24.43,0.196,9.05,40,108.4,5.9,0.194
"06/01/10","18:48:40",24.42,0.196,9.04,41,108.3,5.9,0.194
"06/01/10","18:52:40",24.42,0.196,9.03,41,108.2,5.9,0.193
"06/01/10","18:56:40",24.40,0.196,9.04,41,108.2,5.9,0.194
"06/01/10","19:00:40",24.41,0.196,9.12,41,109.2,5.9,0.193
"06/01/10","19:04:40",24.39,0.195,9.08,41,108.7,5.9,0.193
"06/01/10","19:08:40",24.39,0.196,9.09,41,108.8,5.9,0.193
"06/01/10","19:12:40",24.39,0.196,9.03,41,108.1,5.9,0.193
"06/01/10","19:16:40",24.38,0.196,9.09,41,108.8,5.9,0.193
"06/01/10","19:20:40",24.37,0.196,9.01,41,107.9,5.9,0.193
"06/01/10","19:24:40",24.37,0.196,8.94,40,107.0,5.9,0.194
"06/01/10","19:28:40",24.37,0.196,8.96,41,107.3,5.9,0.194
"06/01/10","19:32:40",24.37,0.196,9.00,41,107.7,5.9,0.194
"06/01/10","19:36:40",24.36,0.196,8.95,40,107.1,5.9,0.194
"06/01/10","19:40:40",24.36,0.196,8.94,40,106.9,5.9,0.194
"06/01/10","19:44:40",24.35,0.196,8.94,40,106.9,5.9,0.194
"06/01/10","19:48:40",24.34,0.196,8.96,40,107.1,5.9,0.194
"06/01/10","19:52:40",24.34,0.196,8.98,40,107.4,5.9,0.194
"06/01/10","19:56:40",24.34,0.196,8.98,40,107.4,5.9,0.194
"06/01/10","20:00:40",24.33,0.196,8.97,41,107.2,5.9,0.193
"06/01/10","20:04:40",24.32,0.196,8.99,41,107.5,5.9,0.193
"06/01/10","20:08:40",24.31,0.196,9.01,40,107.7,5.9,0.193
"06/01/10","20:12:40",24.30,0.196,8.98,41,107.3,5.9,0.193
"06/01/10","20:16:40",24.29,0.196,8.96,41,107.1,5.9,0.193
"06/01/10","20:20:40",24.28,0.196,8.97,40,107.1,5.9,0.193
"06/01/10","20:24:40",24.27,0.196,8.92,40,106.6,5.9,0.193
"06/01/10","20:28:40",24.25,0.196,8.90,40,106.3,5.9,0.193
"06/01/10","20:32:40",24.25,0.196,8.88,40,106.0,5.9,0.193
"06/01/10","20:36:40",24.24,0.196,8.89,40,106.1,5.9,0.193
"06/01/10","20:40:40",24.23,0.196,8.88,40,106.0,5.9,0.193
"06/01/10","20:44:40",24.19,0.195,8.83,40,105.3,5.9,0.192
"06/01/10","20:48:40",24.20,0.196,8.83,40,105.4,5.9,0.193
"06/01/10","20:52:40",24.20,0.196,8.84,40,105.5,5.9,0.193
"06/01/10","20:56:40",24.19,0.196,8.83,40,105.3,5.9,0.193
"06/01/10","21:00:40",24.18,0.196,8.81,40,105.1,5.9,0.193
"06/01/10","21:04:40",24.17,0.196,8.85,40,105.5,5.9,0.192
"06/01/10","21:08:40",24.17,0.196,8.86,40,105.6,5.9,0.192
"06/01/10","21:12:40",24.16,0.195,8.85,40,105.5,5.9,0.192
"06/01/10","21:16:40",24.14,0.196,8.85,41,105.5,5.9,0.192
"06/01/10","21:20:40",24.14,0.196,8.81,40,105.0,5.9,0.192
"06/01/10","21:24:40",24.13,0.196,8.82,40,105.1,5.9,0.192
"06/01/10","21:28:40",24.12,0.196,8.82,40,105.0,5.9,0.192
"06/01/10","21:32:40",24.11,0.196,8.81,40,104.9,5.9,0.192
"06/01/10","21:36:40",24.10,0.196,8.75,40,104.2,5.8,0.192
"06/01/10","21:40:40",24.09,0.195,8.82,40,105.0,5.9,0.192
"06/01/10","21:44:40",24.08,0.196,8.80,41,104.7,5.9,0.192
"06/01/10","21:48:40",24.07,0.196,8.79,40,104.5,5.9,0.192
"06/01/10","21:52:40",24.05,0.195,8.79,40,104.5,5.9,0.192
"06/01/10","21:56:40",24.05,0.195,8.79,41,104.6,5.9,0.192
"06/01/10","22:00:40",24.03,0.196,8.77,40,104.2,5.9,0.192
"06/01/10","22:04:40",24.02,0.196,8.77,40,104.3,5.8,0.192
"06/01/10","22:08:40",24.03,0.196,8.81,40,104.8,5.9,0.192
"06/01/10","22:12:40",24.01,0.196,8.77,40,104.2,5.9,0.192
"06/01/10","22:16:40",24.00,0.196,8.76,40,104.2,5.9,0.192
"06/01/10","22:20:40",23.99,0.196,8.76,40,104.1,5.8,0.192
"06/01/10","22:24:40",23.96,0.196,8.79,40,104.4,5.9,0.192
"06/01/10","22:28:40",23.95,0.196,8.76,40,104.0,5.9,0.192
"06/01/10","22:32:40",23.95,0.196,8.74,40,103.8,5.9,0.192
"06/01/10","22:36:40",23.94,0.196,8.74,40,103.8,5.9,0.192
"06/01/10","22:40:40",23.93,0.196,8.71,40,103.4,5.9,0.192
"06/01/10","22:44:40",23.92,0.196,8.76,40,103.9,5.9,0.192
"06/01/10","22:48:40",23.91,0.196,8.80,40,104.4,5.9,0.192
"06/01/10","22:52:40",23.91,0.196,8.77,40,104.1,5.9,0.192
"06/01/10","22:56:40",23.89,0.196,8.79,40,104.2,5.9,0.192
"06/01/10","23:00:40",23.87,0.196,8.78,40,104.0,5.9,0.192
"06/01/10","23:04:40",23.86,0.196,8.75,40,103.8,5.8,0.191
"06/01/10","23:08:40",23.84,0.196,8.75,40,103.7,5.8,0.191
"06/01/10","23:12:40",23.84,0.196,8.77,40,103.9,5.9,0.191
"06/01/10","23:16:40",23.83,0.196,8.76,40,103.8,5.9,0.191
"06/01/10","23:20:40",23.82,0.196,8.77,40,103.9,5.9,0.191
"06/01/10","23:24:40",23.81,0.196,8.76,40,103.8,5.9,0.191
"06/01/10","23:28:40",23.80,0.196,8.74,40,103.5,5.9,0.191
"06/01/10","23:32:40",23.78,0.196,8.75,40,103.5,5.8,0.191
"06/01/10","23:36:40",23.77,0.196,8.77,40,103.8,5.9,0.191
"06/01/10","23:40:40",23.76,0.196,8.75,40,103.6,5.8,0.191
"06/01/10","23:44:40",23.75,0.196,8.72,40,103.1,5.9,0.191
"06/01/10","23:48:40",23.74,0.196,8.71,40,103.1,5.8,0.191
"06/01/10","23:52:40",23.73,0.196,8.75,40,103.4,5.8,0.191
"06/01/10","23:56:40",23.71,0.195,8.74,40,103.3,5.9,0.191
"06/02/10","00:00:40",23.71,0.196,8.73,40,103.2,5.8,0.191
"06/02/10","00:04:40",23.70,0.196,8.75,40,103.4,5.8,0.191
"06/02/10","00:08:40",23.68,0.196,8.76,40,103.5,5.8,0.191
"06/02/10","00:12:40",23.67,0.196,8.74,40,103.2,5.8,0.191
"06/02/10","00:16:40",23.68,0.196,8.72,40,103.0,5.8,0.191
"06/02/10","00:20:40",23.65,0.196,8.73,40,103.1,5.8,0.191
"06/02/10","00:24:40",23.64,0.196,8.74,40,103.2,5.8,0.191
"06/02/10","00:28:40",23.63,0.196,8.75,40,103.3,5.9,0.191
"06/02/10","00:32:40",23.63,0.196,8.73,40,103.1,5.8,0.191
"06/02/10","00:36:40",23.61,0.196,8.70,40,102.7,5.8,0.190
"06/02/10","00:40:40",23.60,0.196,8.72,40,102.8,5.8,0.190
"06/02/10","00:44:40",23.58,0.196,8.70,40,102.6,5.8,0.190
"06/02/10","00:48:40",23.58,0.196,8.70,40,102.6,5.8,0.190
"06/02/10","00:52:40",23.56,0.195,8.69,40,102.4,5.9,0.190
"06/02/10","00:56:40",23.55,0.195,8.69,40,102.4,5.8,0.190
"06/02/10","01:00:40",23.52,0.196,8.68,40,102.2,5.8,0.190
"06/02/10","01:04:40",23.50,0.196,8.68,40,102.2,5.8,0.190
"06/02/10","01:08:40",23.51,0.196,8.67,40,102.1,5.8,0.190
"06/02/10","01:12:40",23.50,0.196,8.67,40,102.1,5.8,0.190
"06/02/10","01:16:40",23.47,0.195,8.65,40,101.8,5.8,0.190
"06/02/10","01:20:40",23.48,0.195,8.66,40,101.9,5.8,0.190
"06/02/10","01:24:40",23.46,0.195,8.65,40,101.8,5.8,0.189
"06/02/10","01:28:40",23.46,0.195,8.64,40,101.6,5.8,0.189
"06/02/10","01:32:40",23.45,0.195,8.64,40,101.6,5.9,0.189
"06/02/10","01:36:40",23.44,0.195,8.62,40,101.4,5.8,0.189
"06/02/10","01:40:40",23.42,0.195,8.62,40,101.3,5.8,0.189
"06/02/10","01:44:40",23.41,0.195,8.62,40,101.3,5.8,0.189
"06/02/10","01:48:40",23.40,0.195,8.62,40,101.3,5.8,0.189
"06/02/10","01:52:40",23.38,0.195,8.66,40,101.7,5.8,0.189
"06/02/10","01:56:40",23.38,0.195,8.62,40,101.3,5.8,0.189
"06/02/10","02:00:40",23.38,0.195,8.67,40,101.8,5.8,0.189
"06/02/10","02:04:40",23.37,0.195,8.66,40,101.7,5.8,0.189
"06/02/10","02:08:40",23.36,0.195,8.67,40,101.8,5.8,0.189
"06/02/10","02:12:40",23.34,0.195,8.66,40,101.7,5.8,0.189
"06/02/10","02:16:40",23.34,0.195,8.69,40,102.0,5.8,0.189
"06/02/10","02:20:40",23.33,0.195,8.67,40,101.7,5.8,0.189
"06/02/10","02:24:40",23.32,0.195,8.64,39,101.4,5.8,0.189
"06/02/10","02:28:40",23.31,0.195,8.61,40,100.9,5.8,0.189
"06/02/10","02:32:40",23.30,0.195,8.62,39,101.1,5.8,0.189
"06/02/10","02:36:40",23.28,0.195,8.62,39,101.1,5.8,0.189
"06/02/10","02:40:40",23.28,0.195,8.60,40,100.8,5.8,0.189
"06/02/10","02:44:40",23.26,0.195,8.60,40,100.8,5.8,0.189
"06/02/10","02:48:40",23.25,0.195,8.65,40,101.3,5.8,0.189
"06/02/10","02:52:40",23.24,0.195,8.61,39,100.9,5.8,0.189
"06/02/10","02:56:40",23.22,0.195,8.59,40,100.6,5.8,0.188
"06/02/10","03:00:40",23.22,0.195,8.59,40,100.6,5.8,0.188
"06/02/10","03:04:40",23.20,0.195,8.58,40,100.5,5.8,0.188
"06/02/10","03:08:40",23.18,0.195,8.55,40,100.1,5.8,0.188
"06/02/10","03:12:40",23.18,0.195,8.57,39,100.3,5.8,0.188
"06/02/10","03:16:40",23.17,0.195,8.57,39,100.2,5.8,0.188
"06/02/10","03:20:40",23.15,0.195,8.56,40,100.1,5.8,0.188
"06/02/10","03:24:40",23.13,0.195,8.56,39,100.0,5.8,0.188
"06/02/10","03:28:40",23.13,0.195,8.55,39,100.0,5.8,0.188
"06/02/10","03:32:40",23.12,0.195,8.55,40,99.9,5.8,0.188
"06/02/10","03:36:40",23.09,0.195,8.55,39,99.9,5.8,0.188
"06/02/10","03:40:40",23.09,0.195,8.57,39,100.1,5.7,0.188
"06/02/10","03:44:40",23.07,0.195,8.57,39,100.1,5.8,0.188
"06/02/10","03:48:40",23.05,0.195,8.53,40,99.6,5.8,0.188
"06/02/10","03:52:40",23.06,0.195,8.52,39,99.5,5.7,0.188
"06/02/10","03:56:40",23.04,0.195,8.52,39,99.4,5.7,0.188
"06/02/10","04:00:40",23.03,0.195,8.51,40,99.3,5.8,0.188
"06/02/10","04:04:40",23.02,0.195,8.48,39,98.9,5.7,0.188
"06/02/10","04:08:40",23.00,0.195,8.51,39,99.3,5.8,0.188
"06/02/10","04:12:40",23.00,0.195,8.47,39,98.8,5.7,0.187
"06/02/10","04:16:40",22.99,0.195,8.48,39,98.9,5.7,0.187
"06/02/10","04:20:40",22.97,0.195,8.50,39,99.1,5.7,0.187
"06/02/10","04:24:40",22.96,0.195,8.52,39,99.3,5.7,0.187
"06/02/10","04:28:40",22.94,0.195,8.52,39,99.2,5.8,0.187
"06/02/10","04:32:40",22.92,0.195,8.51,39,99.1,5.8,0.187
"06/02/10","04:36:40",22.93,0.195,8.52,39,99.3,5.7,0.187
"06/02/10","04:40:40",22.92,0.195,8.50,39,99.0,5.8,0.187
"06/02/10","04:44:40",22.90,0.195,8.61,39,100.2,5.7,0.187
"06/02/10","04:48:40",22.89,0.195,8.58,39,99.8,5.7,0.187
"06/02/10","04:52:40",22.89,0.195,8.59,40,100.0,5.7,0.187
"06/02/10","04:56:40",22.86,0.195,8.63,39,100.4,5.7,0.187
"06/02/10","05:00:40",22.86,0.195,8.66,39,100.7,5.7,0.187
"06/02/10","05:04:40",22.85,0.195,8.54,39,99.3,5.7,0.187
"06/02/10","05:08:40",22.83,0.195,8.65,39,100.5,5.7,0.187
"06/02/10","05:12:40",22.83,0.195,8.67,39,100.8,5.7,0.187
"06/02/10","05:16:40",22.82,0.195,8.72,39,101.3,5.7,0.187
"06/02/10","05:20:40",22.82,0.195,8.73,39,101.5,5.7,0.187
"06/02/10","05:24:40",22.80,0.195,8.77,40,101.8,5.7,0.187
"06/02/10","05:28:40",22.79,0.195,8.70,39,101.0,5.7,0.187
"06/02/10","05:32:40",22.78,0.195,8.69,39,101.0,5.7,0.187
"06/02/10","05:36:40",22.77,0.195,8.68,39,100.8,5.7,0.187
"06/02/10","05:40:40",22.76,0.195,8.69,39,100.9,5.8,0.187
"06/02/10","05:44:40",22.75,0.195,8.69,39,100.9,5.7,0.187
"06/02/10","05:48:40",22.74,0.195,8.68,39,100.8,5.7,0.187
"06/02/10","05:52:40",22.72,0.195,8.67,39,100.6,5.7,0.187
"06/02/10","05:56:40",22.72,0.195,8.65,39,100.3,5.8,0.187
"06/02/10","06:00:40",22.70,0.195,8.68,39,100.7,5.7,0.187
"06/02/10","06:04:40",22.70,0.195,8.67,39,100.5,5.7,0.187
"06/02/10","06:08:40",22.68,0.195,8.65,39,100.3,5.7,0.187
"06/02/10","06:12:40",22.68,0.195,8.66,40,100.4,5.7,0.187
"06/02/10","06:16:40",22.67,0.195,8.65,39,100.3,5.7,0.187
"06/02/10","06:20:40",22.66,0.195,8.63,39,100.1,5.7,0.186
"06/02/10","06:24:40",22.65,0.195,8.64,39,100.1,5.7,0.187
"06/02/10","06:28:40",22.64,0.195,8.56,39,99.2,5.7,0.186
"06/02/10","06:32:40",22.64,0.195,8.60,39,99.6,5.7,0.186
"06/02/10","06:36:40",22.62,0.195,8.63,39,99.9,5.7,0.187
"06/02/10","06:40:40",22.61,0.195,8.64,39,100.0,5.7,0.186
"06/02/10","06:44:40",22.60,0.195,8.55,39,98.9,5.7,0.186
"06/02/10","06:48:40",22.60,0.195,8.57,39,99.2,5.7,0.186
"06/02/10","06:52:40",22.57,0.195,8.57,39,99.2,5.7,0.186
"06/02/10","06:56:40",22.57,0.195,8.56,39,99.0,5.7,0.186
"06/02/10","07:00:40",22.56,0.195,8.53,39,98.7,5.7,0.186
"06/02/10","07:04:40",22.56,0.195,8.50,39,98.3,5.7,0.186
"06/02/10","07:08:40",22.54,0.195,8.48,39,98.0,5.7,0.186
"06/02/10","07:12:40",22.52,0.195,8.48,39,98.0,5.7,0.186
"06/02/10","07:16:40",22.54,0.195,8.52,39,98.5,5.7,0.186
"06/02/10","07:20:40",22.53,0.195,8.44,39,97.6,5.7,0.186
"06/02/10","07:24:40",22.51,0.195,8.43,39,97.4,5.7,0.186
"06/02/10","07:28:40",22.51,0.195,8.41,39,97.1,5.7,0.186
"06/02/10","07:32:40",22.49,0.195,8.44,39,97.5,5.7,0.186
"06/02/10","07:36:40",22.49,0.195,8.39,39,96.9,5.7,0.186
"06/02/10","07:40:40",22.49,0.195,8.42,39,97.2,5.7,0.186
"06/02/10","07:44:40",22.47,0.195,8.41,39,97.1,5.7,0.186
"06/02/10","07:48:40",22.46,0.195,8.44,39,97.4,5.7,0.186
"06/02/10","07:52:40",22.46,0.195,8.44,39,97.4,5.7,0.186
"06/02/10","07:56:40",22.46,0.195,8.40,39,97.0,5.7,0.186
"06/02/10","08:00:40",22.46,0.195,8.43,39,97.3,5.7,0.186
"06/02/10","08:04:40",22.45,0.195,8.45,39,97.5,5.7,0.186
"06/02/10","08:08:40",22.46,0.195,8.46,39,97.7,5.7,0.186
"06/02/10","08:12:40",22.46,0.195,8.46,39,97.7,5.7,0.186
"06/02/10","08:16:40",22.45,0.195,8.41,39,97.0,5.7,0.186
"06/02/10","08:20:40",22.45,0.195,8.39,39,96.8,5.7,0.186
"06/02/10","08:24:40",22.45,0.195,8.38,39,96.8,5.7,0.186
"06/02/10","08:28:40",22.45,0.195,8.42,39,97.1,5.7,0.186
"06/02/10","08:32:40",22.46,0.195,8.46,39,97.6,5.7,0.186
"06/02/10","08:36:40",22.46,0.195,8.43,39,97.3,5.7,0.186
"06/02/10","08:40:40",22.46,0.195,8.49,39,98.0,5.7,0.186
"06/02/10","08:44:40",22.45,0.195,8.49,39,98.0,5.7,0.186
"06/02/10","08:48:40",22.48,0.195,8.53,39,98.5,5.7,0.186
"06/02/10","08:52:40",22.47,0.195,8.55,39,98.7,5.7,0.186
"06/02/10","08:56:40",22.47,0.195,8.52,39,98.4,5.7,0.186
"06/02/10","09:00:40",22.48,0.195,8.50,39,98.2,5.7,0.186
"06/02/10","09:04:40",22.48,0.195,8.53,39,98.6,5.7,0.186
"06/02/10","09:08:40",22.48,0.195,8.50,39,98.2,5.7,0.186
"06/02/10","09:12:40",22.50,0.195,8.53,39,98.5,5.7,0.186
"06/02/10","09:16:40",22.48,0.195,8.53,39,98.5,5.7,0.186
"06/02/10","09:20:40",22.49,0.195,8.58,39,99.1,5.7,0.186
"06/02/10","09:24:40",22.51,0.195,8.56,39,98.9,5.7,0.186
"06/02/10","09:28:40",22.51,0.195,8.59,39,99.2,5.7,0.186
"06/02/10","09:32:40",22.52,0.195,8.59,39,99.3,5.7,0.186
"06/02/10","09:36:40",22.50,0.195,8.50,39,98.2,5.7,0.186
"06/02/10","09:40:40",22.49,0.195,8.62,39,99.6,5.7,0.186
"06/02/10","09:44:40",22.53,0.195,8.65,39,100.0,5.7,0.186
"06/02/10","09:48:40",22.50,0.195,8.56,39,98.8,5.7,0.186
"06/02/10","09:52:40",22.52,0.195,8.56,39,98.9,5.7,0.186
"06/02/10","09:56:40",22.48,0.195,8.49,39,98.1,5.7,0.186
"06/02/10","10:00:40",22.49,0.195,8.40,39,97.0,5.7,0.186
"06/02/10","10:04:40",22.49,0.195,8.55,39,98.7,5.7,0.186
"06/02/10","10:08:40",22.51,0.195,8.58,39,99.2,5.7,0.186
"06/02/10","10:12:40",22.54,0.195,8.55,39,98.9,5.7,0.186
"06/02/10","10:16:40",22.54,0.195,8.59,39,99.4,5.7,0.186
"06/02/10","10:20:40",22.55,0.195,8.54,39,98.8,5.7,0.186
"06/02/10","10:24:40",22.57,0.195,8.67,39,100.3,5.7,0.186
"06/02/10","10:28:40",22.54,0.195,8.43,39,97.5,5.7,0.186
"06/02/10","10:32:40",22.56,0.196,8.41,39,97.3,5.7,0.186
"06/02/10","10:36:40",22.58,0.195,8.42,39,97.4,5.7,0.186
"06/02/10","10:40:40",22.60,0.196,8.47,39,98.1,5.7,0.187
"06/02/10","10:44:40",22.61,0.195,8.51,39,98.6,5.7,0.186
"06/02/10","10:48:40",22.61,0.195,8.54,39,98.8,5.7,0.186
"06/02/10","10:52:40",22.62,0.195,8.54,39,98.9,5.7,0.186
"06/02/10","10:56:40",22.63,0.195,8.54,39,98.9,5.7,0.186
"06/02/10","11:00:40",22.64,0.195,8.57,39,99.3,5.7,0.187
"06/02/10","11:04:40",22.65,0.195,8.55,39,99.1,5.7,0.187
"06/02/10","11:08:40",22.66,0.195,8.56,39,99.2,5.7,0.187
"06/02/10","11:12:40",22.67,0.195,8.56,39,99.2,5.7,0.187
"06/02/10","11:16:40",22.69,0.195,8.54,39,99.0,5.7,0.187
"06/02/10","11:20:40",22.69,0.195,8.54,39,99.0,5.7,0.187
"06/02/10","11:24:40",22.70,0.195,8.53,39,99.0,5.7,0.187
"06/02/10","11:28:40",22.70,0.195,8.54,39,99.0,5.7,0.187
"06/02/10","11:32:40",22.72,0.195,8.52,39,98.9,5.7,0.187
"06/02/10","11:36:40",22.73,0.195,8.53,39,98.9,5.7,0.187
"06/02/10","11:40:40",22.74,0.195,8.50,39,98.6,5.7,0.187
"06/02/10","11:44:40",22.75,0.195,8.53,39,99.1,5.7,0.187
"06/02/10","11:48:40",22.77,0.195,8.55,39,99.2,5.7,0.187
"06/02/10","11:52:40",22.84,0.195,8.61,39,100.1,5.7,0.187
"06/02/10","11:56:40",22.87,0.195,8.63,39,100.4,5.7,0.187
