"Date","Time","Temp","SpCond","DO Conc","DO Charge","Battery","Cond","DO%"
"M/D/Y","hh:mm:ss","C","mS/cm","mg/L","","V","mS/cm","%"
"07/19/10","18:48:40",18.09,0.360,8.88,47,7.0,0.313,94.0
"07/19/10","18:52:40",18.07,0.368,8.93,47,7.0,0.320,94.5
"07/19/10","18:56:40",18.05,0.333,9.02,47,7.0,0.289,95.5
"07/19/10","19:00:40",18.03,0.370,9.00,47,7.0,0.321,95.2
"07/19/10","19:04:40",18.03,0.339,8.99,47,7.0,0.294,95.0
"07/19/10","19:08:40",18.02,0.370,9.04,47,7.0,0.321,95.6
"07/19/10","19:12:40",18.02,0.357,9.08,47,7.0,0.309,96.0
"07/19/10","19:16:40",18.02,0.357,9.02,46,7.0,0.310,95.4
"07/19/10","19:20:40",18.01,0.349,9.08,47,7.0,0.302,96.0
"07/19/10","19:24:40",18.01,0.367,9.11,47,7.0,0.318,96.3
"07/19/10","19:28:40",18.01,0.367,9.13,47,7.0,0.318,96.5
"07/19/10","19:32:40",18.01,0.363,9.07,47,7.0,0.315,95.9
"07/19/10","19:36:40",18.01,0.365,9.05,46,6.9,0.316,95.7
"07/19/10","19:40:40",18.01,0.363,9.11,47,7.0,0.315,96.3
"07/19/10","19:44:40",18.01,0.356,9.06,47,6.9,0.309,95.9
"07/19/10","19:48:40",18.01,0.365,9.12,47,6.9,0.317,96.4
"07/19/10","19:52:40",18.00,0.368,9.15,47,6.9,0.319,96.7
"07/19/10","19:56:40",18.00,0.365,9.09,47,6.9,0.317,96.1
"07/19/10","20:00:40",18.00,0.371,9.03,47,6.9,0.322,95.5
"07/19/10","20:04:40",18.01,0.372,9.00,47,6.9,0.322,95.2
"07/19/10","20:08:40",18.00,0.371,8.99,46,6.9,0.322,95.0
"07/19/10","20:12:40",19.54,0.004,8.80,47,6.9,0.004,95.8
"07/19/10","20:16:40",20.18,0.004,8.66,47,6.9,0.003,95.5
"07/19/10","20:20:40",20.30,0.003,8.63,46,6.9,0.003,95.5
"07/19/10","20:24:40",20.27,0.003,8.64,47,6.9,0.003,95.6
"07/19/10","20:28:40",20.22,0.003,8.39,46,6.9,0.002,92.6
"07/19/10","20:32:40",20.18,0.003,8.61,47,6.9,0.002,95.0
"07/19/10","20:36:40",20.14,0.003,8.68,47,6.9,0.002,95.7
"07/19/10","20:40:40",20.08,0.002,8.68,47,6.9,0.002,95.6
"07/19/10","20:44:40",20.04,0.002,8.68,47,6.9,0.002,95.6
"07/19/10","20:48:40",20.00,0.002,8.68,47,6.9,0.002,95.5
"07/19/10","20:52:40",19.96,0.002,8.68,47,6.9,0.002,95.4
"07/19/10","20:56:40",24.58,0.159,7.94,48,6.9,0.158,95.4
"07/19/10","21:00:40",24.56,0.159,7.97,48,6.9,0.158,95.7
"07/19/10","21:04:40",22.68,0.168,9.03,49,6.9,0.161,104.7
"07/19/10","21:08:40",22.67,0.168,8.89,48,6.9,0.161,103.0
"07/19/10","21:12:40",22.71,0.168,8.86,48,6.9,0.160,102.8
"07/19/10","21:16:40",22.65,0.168,8.92,48,6.9,0.160,103.3
"07/19/10","21:20:40",22.70,0.168,8.88,49,6.9,0.160,103.0
"07/19/10","21:24:40",22.77,0.167,8.77,48,6.9,0.160,101.8
"07/19/10","21:28:40",22.74,0.167,8.69,48,6.9,0.160,100.8
"07/19/10","21:32:40",22.75,0.166,8.62,48,6.8,0.159,100.0
"07/19/10","21:36:40",22.69,0.166,8.66,48,6.9,0.158,100.4
"07/19/10","21:40:40",22.71,0.165,8.62,48,6.9,0.158,99.9
"07/19/10","21:44:40",22.74,0.165,8.57,48,6.9,0.158,99.5
"07/19/10","21:48:40",22.71,0.165,8.57,48,6.9,0.158,99.3
"07/19/10","21:52:40",22.66,0.166,8.63,48,6.9,0.158,100.0
"07/19/10","21:56:40",22.67,0.165,8.58,48,6.9,0.158,99.5
"07/19/10","22:00:40",22.66,0.166,8.60,48,6.8,0.158,99.6
"07/19/10","22:04:40",22.63,0.166,8.67,48,6.8,0.158,100.4
"07/19/10","22:08:40",22.66,0.166,8.71,48,6.8,0.158,100.9
"07/19/10","22:12:40",22.66,0.166,8.72,48,6.8,0.158,101.0
"07/19/10","22:16:40",22.67,0.166,8.64,48,6.8,0.158,100.2
"07/19/10","22:20:40",22.68,0.166,8.61,48,6.7,0.158,99.8
"07/19/10","22:24:40",22.70,0.165,8.61,48,6.8,0.158,99.8
"07/19/10","22:28:40",22.69,0.166,8.52,48,6.8,0.158,98.7
"07/19/10","22:32:40",22.72,0.165,8.46,48,6.8,0.158,98.1
"07/19/10","22:36:40",22.70,0.165,8.49,48,6.8,0.158,98.5
"07/19/10","22:40:40",22.73,0.165,8.46,48,6.8,0.158,98.1
"07/19/10","22:44:40",22.71,0.165,8.47,48,6.7,0.158,98.3
"07/19/10","22:48:40",22.72,0.165,8.52,48,6.7,0.158,98.8
"07/19/10","22:52:40",22.75,0.165,8.50,48,6.7,0.158,98.7
"07/19/10","22:56:40",22.76,0.165,8.51,48,6.7,0.158,98.8
"07/19/10","23:00:40",22.75,0.165,8.49,48,6.7,0.158,98.5
"07/19/10","23:04:40",22.75,0.164,8.53,48,6.7,0.157,99.0
"07/19/10","23:08:40",22.82,0.164,8.50,48,6.7,0.157,98.7
"07/19/10","23:12:40",22.81,0.164,8.55,48,6.7,0.157,99.3
"07/19/10","23:16:40",22.81,0.164,8.59,48,6.7,0.157,99.8
"07/19/10","23:20:40",22.84,0.164,8.68,48,6.7,0.157,100.9
"07/19/10","23:24:40",22.83,0.164,8.72,48,6.7,0.157,101.4
"07/19/10","23:28:40",22.80,0.164,8.80,48,6.7,0.157,102.2
"07/19/10","23:32:40",22.83,0.164,8.80,48,6.7,0.157,102.3
"07/19/10","23:36:40",22.80,0.164,8.85,48,6.7,0.157,102.9
"07/19/10","23:40:40",22.79,0.164,8.74,48,6.7,0.157,101.5
"07/19/10","23:44:40",22.76,0.164,8.74,48,6.7,0.157,101.4
"07/19/10","23:48:40",22.74,0.164,8.72,48,6.7,0.157,101.2
"07/19/10","23:52:40",22.71,0.164,8.77,48,6.8,0.157,101.7
"07/19/10","23:56:40",22.71,0.165,8.75,48,6.7,0.157,101.5
"07/20/10","00:00:40",22.69,0.165,8.82,48,6.7,0.157,102.2
"07/20/10","00:04:40",22.68,0.165,8.80,48,6.7,0.158,102.0
"07/20/10","00:08:40",22.68,0.165,8.81,48,6.7,0.158,102.1
"07/20/10","00:12:40",22.69,0.165,8.82,48,6.7,0.157,102.2
"07/20/10","00:16:40",22.67,0.165,8.81,48,6.7,0.157,102.1
"07/20/10","00:20:40",22.71,0.164,8.80,48,6.7,0.157,102.1
"07/20/10","00:24:40",22.71,0.165,8.84,48,6.7,0.157,102.5
"07/20/10","00:28:40",22.67,0.165,8.84,48,6.7,0.157,102.5
"07/20/10","00:32:40",22.72,0.164,8.78,48,6.7,0.157,101.8
"07/20/10","00:36:40",22.70,0.165,8.72,48,6.7,0.157,101.1
"07/20/10","00:40:40",22.66,0.165,8.77,49,6.7,0.158,101.6
"07/20/10","00:44:40",22.71,0.165,8.81,48,6.7,0.158,102.2
"07/20/10","00:48:40",22.69,0.165,8.80,48,6.7,0.158,102.0
"07/20/10","00:52:40",22.74,0.165,8.72,48,6.7,0.158,101.1
"07/20/10","00:56:40",22.70,0.165,8.72,48,6.7,0.158,101.1
