"Date","Time","Temp","SpCond","DO Conc","DO Charge","Battery","Cond","DO%"
"M/D/Y","hh:mm:ss","C","mS/cm","mg/L","","V","mS/cm","%"
"08/02/10","17:24:40",19.89,0.308,8.38,50,6.6,0.278,92.0
"08/02/10","17:28:40",19.87,0.308,8.41,50,6.6,0.278,92.4
"08/02/10","17:32:40",19.86,0.308,8.42,50,6.6,0.278,92.4
"08/02/10","17:36:40",19.84,0.308,8.39,50,6.6,0.278,92.0
"08/02/10","17:40:40",19.83,0.308,8.42,50,6.6,0.278,92.3
"08/02/10","17:44:40",19.81,0.308,8.43,50,6.6,0.278,92.4
"08/02/10","17:48:40",19.79,0.308,8.41,50,6.6,0.278,92.2
"08/02/10","17:52:40",19.78,0.308,8.41,50,6.6,0.278,92.1
"08/02/10","17:56:40",19.76,0.308,8.43,50,6.6,0.278,92.4
"08/02/10","18:00:40",19.75,0.308,8.45,50,6.6,0.278,92.5
"08/02/10","18:04:40",19.73,0.308,8.45,50,6.5,0.277,92.5
"08/02/10","18:08:40",19.72,0.308,8.45,50,6.5,0.277,92.5
"08/02/10","18:12:40",19.70,0.308,8.43,50,6.5,0.277,92.3
"08/02/10","18:16:40",19.69,0.309,8.45,50,6.5,0.277,92.5
"08/02/10","18:20:40",19.67,0.309,8.46,50,6.5,0.277,92.5
"08/02/10","18:24:40",19.66,0.309,8.43,50,6.5,0.277,92.2
"08/02/10","18:28:40",19.64,0.309,8.43,50,6.5,0.277,92.2
"08/02/10","18:32:40",19.63,0.309,8.44,50,6.4,0.277,92.2
"08/02/10","18:36:40",19.61,0.309,8.46,50,6.4,0.277,92.4
"08/02/10","18:40:40",19.60,0.309,8.47,50,6.4,0.277,92.5
"08/02/10","18:44:40",19.58,0.309,8.48,50,6.4,0.277,92.6
"08/02/10","18:48:40",19.57,0.309,8.45,50,6.4,0.277,92.2
"08/02/10","18:52:40",19.56,0.309,8.45,50,6.4,0.277,92.1
"08/02/10","18:56:40",19.54,0.309,8.45,50,6.4,0.277,92.1
"08/02/10","19:00:40",19.53,0.309,8.45,50,6.5,0.276,92.2
