"Date","Time","Temp","SpCond","DO Conc","DO Charge","DO%","Battery"
"M/D/Y","hh:mm:ss","C","mS/cm","mg/L","","%","V"
"06/21/10","21:04:40",18.08,0.186,8.22,47,87.1,6.6
"06/21/10","21:08:40",18.23,0.185,8.04,46,85.4,6.6
"06/21/10","21:12:40",18.41,0.183,8.02,47,85.5,6.6
"06/21/10","21:16:40",18.27,0.183,8.19,47,87.0,6.6
"06/21/10","21:20:40",17.83,0.186,8.59,47,90.5,6.6
"06/21/10","21:24:40",17.39,0.192,8.60,47,89.7,6.6
"06/21/10","21:28:40",17.17,0.194,9.06,48,94.1,6.6
"06/21/10","21:32:40",17.17,0.194,9.39,48,97.6,6.6
"06/21/10","21:36:40",17.13,0.194,9.29,47,96.4,6.6
"06/21/10","21:40:40",17.49,0.193,8.77,47,91.7,6.6
"06/21/10","21:44:40",17.65,0.193,8.49,47,89.1,6.6
"06/21/10","21:48:40",17.72,0.192,8.24,47,86.6,6.6
"06/21/10","21:52:40",17.63,0.191,8.30,47,87.0,6.6
"06/21/10","21:56:40",17.44,0.191,8.11,46,84.7,6.6
"06/21/10","22:00:40",17.49,0.191,8.50,47,88.9,6.6
"06/21/10","22:04:40",17.59,0.190,8.45,47,88.5,6.6
"06/21/10","22:08:40",17.58,0.190,8.76,47,91.8,6.6
"06/21/10","22:12:40",17.47,0.190,9.14,47,95.5,6.6
"06/21/10","22:16:40",17.57,0.190,9.04,47,94.7,6.6
"06/21/10","22:20:40",17.68,0.188,8.70,47,91.3,6.6
"06/21/10","22:24:40",17.80,0.189,8.51,47,89.6,6.6
"06/21/10","22:28:40",17.67,0.189,8.54,47,89.6,6.6
"06/21/10","22:32:40",17.64,0.189,8.57,47,89.9,6.6
"06/21/10","22:36:40",17.67,0.189,8.66,47,90.9,6.6
"06/21/10","22:40:40",17.64,0.190,8.64,47,90.7,6.6
"06/21/10","22:44:40",17.48,0.191,8.97,47,93.7,6.6
"06/21/10","22:48:40",17.56,0.191,8.81,47,92.3,6.6
"06/21/10","22:52:40",17.56,0.191,8.77,47,91.8,6.6
"06/21/10","22:56:40",17.49,0.191,8.92,47,93.2,6.6
"06/21/10","23:00:40",17.56,0.191,8.80,47,92.2,6.6
"06/21/10","23:04:40",17.74,0.189,8.54,47,89.8,6.6
"06/21/10","23:08:40",17.90,0.188,8.45,47,89.1,6.6
"06/21/10","23:12:40",17.93,0.187,8.32,47,87.8,6.6
"06/21/10","23:16:40",17.83,0.187,8.36,46,88.0,6.6
"06/21/10","23:20:40",17.60,0.189,8.72,47,91.4,6.6
"06/21/10","23:24:40",17.64,0.189,8.84,47,92.8,6.6
"06/21/10","23:28:40",17.74,0.188,8.75,47,92.0,6.6
"06/21/10","23:32:40",17.84,0.187,8.57,47,90.3,6.6
"06/21/10","23:36:40",17.84,0.187,8.61,47,90.6,6.6
"06/21/10","23:40:40",17.86,0.187,8.59,47,90.5,6.6
"06/21/10","23:44:40",17.92,0.187,8.51,47,89.7,6.6
"06/21/10","23:48:40",18.04,0.187,8.37,47,88.5,6.6
"06/21/10","23:52:40",17.97,0.186,8.38,47,88.6,6.6
"06/21/10","23:56:40",17.90,0.186,8.32,47,87.8,6.6
"06/22/10","00:00:40",17.67,0.188,8.47,47,88.9,6.6
"06/22/10","00:04:40",17.49,0.190,8.70,47,91.0,6.6
"06/22/10","00:08:40",17.44,0.191,9.20,47,96.1,6.6
"06/22/10","00:12:40",17.44,0.190,9.11,47,95.1,6.6
"06/22/10","00:16:40",17.43,0.191,9.10,47,95.0,6.6
"06/22/10","00:20:40",17.29,0.193,9.11,47,94.9,6.6
"06/22/10","00:24:40",17.40,0.192,8.99,47,93.8,6.6
"06/22/10","00:28:40",17.48,0.191,9.07,47,94.8,6.6
"06/22/10","00:32:40",17.43,0.192,9.05,47,94.5,6.6
"06/22/10","00:36:40",17.26,0.192,9.33,47,97.2,6.6
"06/22/10","00:40:40",17.28,0.192,9.28,47,96.6,6.6
"06/22/10","00:44:40",17.25,0.193,9.29,47,96.7,6.6
"06/22/10","00:48:40",17.40,0.192,9.24,47,96.5,6.6
"06/22/10","00:52:40",17.46,0.192,9.07,47,94.8,6.6
"06/22/10","00:56:40",17.42,0.192,9.08,47,94.8,6.6
"06/22/10","01:00:40",17.42,0.192,9.13,47,95.3,6.6
"06/22/10","01:04:40",17.57,0.191,8.86,47,92.8,6.6
"06/22/10","01:08:40",17.62,0.191,8.85,47,92.8,6.6
"06/22/10","01:12:40",17.67,0.191,8.75,47,91.9,6.6
"06/22/10","01:16:40",17.67,0.191,8.63,47,90.5,6.6
"06/22/10","01:20:40",17.58,0.191,8.56,47,89.6,6.6
"06/22/10","01:24:40",17.51,0.192,8.68,47,90.8,6.6
"06/22/10","01:28:40",17.55,0.191,8.74,47,91.6,6.6
"06/22/10","01:32:40",17.59,0.191,8.65,47,90.6,6.6
"06/22/10","01:36:40",17.69,0.191,8.46,47,88.8,6.6
"06/22/10","01:40:40",17.68,0.191,8.45,47,88.7,6.6
"06/22/10","01:44:40",17.70,0.190,8.54,47,89.7,6.6
"06/22/10","01:48:40",17.64,0.190,8.54,47,89.6,6.6
"06/22/10","01:52:40",17.65,0.190,8.65,47,90.7,6.6
"06/22/10","01:56:40",17.70,0.190,8.59,47,90.2,6.6
"06/22/10","02:00:40",17.73,0.190,8.59,47,90.3,6.6
"06/22/10","02:04:40",17.62,0.190,8.80,47,92.3,6.6
"06/22/10","02:08:40",17.54,0.191,8.86,47,92.8,6.6
"06/22/10","02:12:40",17.58,0.191,8.94,47,93.7,6.6
"06/22/10","02:16:40",17.75,0.189,8.93,47,93.9,6.6
"06/22/10","02:20:40",17.76,0.189,8.79,47,92.4,6.6
"06/22/10","02:24:40",17.73,0.189,8.74,47,91.8,6.6
"06/22/10","02:28:40",17.70,0.189,8.76,47,92.0,6.6
"06/22/10","02:32:40",17.68,0.189,8.77,47,92.1,6.6
"06/22/10","02:36:40",17.68,0.189,8.75,47,91.8,6.6
"06/22/10","02:40:40",17.65,0.189,8.72,47,91.5,6.6
"06/22/10","02:44:40",17.60,0.190,8.78,47,92.0,6.6
"06/22/10","02:48:40",17.63,0.190,8.85,47,92.8,6.6
"06/22/10","02:52:40",17.61,0.190,8.82,47,92.5,6.6
"06/22/10","02:56:40",17.61,0.190,8.80,47,92.2,6.6
"06/22/10","03:00:40",17.59,0.190,8.86,47,92.9,6.6
"06/22/10","03:04:40",17.62,0.190,8.86,47,92.9,6.6
"06/22/10","03:08:40",17.64,0.190,8.83,47,92.6,6.6
"06/22/10","03:12:40",17.62,0.190,8.80,47,92.2,6.6
"06/22/10","03:16:40",17.64,0.190,8.82,47,92.5,6.6
"06/22/10","03:20:40",17.58,0.190,8.80,47,92.2,6.6
"06/22/10","03:24:40",17.51,0.191,8.80,47,92.1,6.6
"06/22/10","03:28:40",17.48,0.191,8.87,47,92.7,6.6
"06/22/10","03:32:40",17.47,0.191,9.03,47,94.4,6.6
"06/22/10","03:36:40",17.46,0.191,8.97,47,93.8,6.6
"06/22/10","03:40:40",17.46,0.191,8.98,47,93.8,6.6
"06/22/10","03:44:40",17.46,0.191,8.94,47,93.5,6.6
"06/22/10","03:48:40",17.55,0.191,8.91,47,93.3,6.6
"06/22/10","03:52:40",17.61,0.190,8.88,47,93.1,6.6
"06/22/10","03:56:40",17.66,0.190,8.82,47,92.6,6.5
"06/22/10","04:00:40",17.65,0.190,8.79,47,92.2,6.6
"06/22/10","04:04:40",17.57,0.191,8.76,47,91.8,6.5
"06/22/10","04:08:40",17.57,0.191,8.80,47,92.2,6.5
"06/22/10","04:12:40",17.54,0.191,8.86,47,92.8,6.5
"06/22/10","04:16:40",17.61,0.191,8.82,47,92.5,6.5
"06/22/10","04:20:40",17.64,0.190,8.78,47,92.1,6.6
"06/22/10","04:24:40",17.63,0.190,8.72,47,91.5,6.5
"06/22/10","04:28:40",17.55,0.191,8.78,47,91.9,6.6
"06/22/10","04:32:40",17.58,0.191,8.76,47,91.8,6.5
"06/22/10","04:36:40",17.59,0.191,8.82,47,92.4,6.5
"06/22/10","04:40:40",17.65,0.190,8.81,47,92.4,6.5
"06/22/10","04:44:40",17.64,0.191,8.81,47,92.4,6.5
"06/22/10","04:48:40",17.61,0.191,8.82,47,92.5,6.5
"06/22/10","04:52:40",17.57,0.191,8.77,47,91.9,6.6
"06/22/10","04:56:40",17.54,0.191,8.81,47,92.2,6.6
"06/22/10","05:00:40",17.50,0.191,8.86,47,92.7,6.6
"06/22/10","05:04:40",17.48,0.191,8.85,47,92.5,6.6
"06/22/10","05:08:40",17.50,0.191,8.83,47,92.4,6.5
"06/22/10","05:12:40",17.51,0.191,8.88,47,92.9,6.5
"06/22/10","05:16:40",17.54,0.191,8.82,47,92.4,6.5
"06/22/10","05:20:40",17.57,0.191,8.84,47,92.6,6.5
"06/22/10","05:24:40",17.55,0.191,8.84,47,92.6,6.5
"06/22/10","05:28:40",17.51,0.191,8.83,47,92.4,6.5
"06/22/10","05:32:40",17.54,0.191,8.81,47,92.2,6.5
"06/22/10","05:36:40",17.52,0.191,8.75,47,91.6,6.5
"06/22/10","05:40:40",17.52,0.191,8.78,47,91.9,6.5
"06/22/10","05:44:40",17.51,0.191,8.74,47,91.5,6.5
