Year,Day of Year,Time,Wind Speed (mph),Solar Radiation (W/m2)
2012,112,1200,0.28118816,775
2012,112,1300,0.28118816,815
2012,112,1400,2.17395552,885
2012,112,1500,0.38803072,868
2012,112,1600,0.28118816,289.5
2012,112,1700,0.28118816,183.8
2012,112,1800,0.28118816,95.2
2012,112,1900,0.28118816,34.47
2012,112,2000,0.28118816,0
2012,112,2100,0.28118816,0
2012,112,2200,0.28118816,0
2012,112,2300,0.28118816,0
2012,112,2400,0.28118816,0
2012,113,100,2.000504,0
2012,113,200,0.28118816,0
2012,113,300,0.28118816,0
2012,113,400,0.28118816,0
2012,113,500,0.28118816,0
2012,113,600,0.28118816,4.436
2012,113,700,0.28118816,56.85
2012,113,800,0.28118816,101.7
2012,113,900,0.28118816,181.8
2012,113,1000,0.28118816,511.2
2012,113,1100,0.28118816,598.1
2012,113,1200,0.28118816,794
2012,113,1300,1.37420096,843
2012,113,1400,0.28118816,732
2012,113,1500,0.28118816,354.6
2012,113,1600,0.28118816,690.8
2012,113,1700,1.90751968,171
2012,113,1800,2.80025856,83.4
2012,113,1900,1.93389504,33.82
2012,113,2000,1.74747936,0
2012,113,2100,0.28118816,0.985
2012,113,2200,0.88111584,0
2012,113,2300,1.08094272,0
2012,113,2400,0.28118816,0
2012,114,100,0.28118816,0
2012,114,200,0.28118816,0
2012,114,300,0.28118816,0
2012,114,400,0.28118816,0
2012,114,500,0.9477248,0
2012,114,600,0.28118816,5.259
2012,114,700,0.28118816,47.74
2012,114,800,0.28118816,130
2012,114,900,1.45422112,438.6
2012,114,1000,4.8816768,673.3
2012,114,1100,0.28118816,796
2012,114,1200,0.28118816,873
2012,114,1300,3.1337504,892
2012,114,1400,4.3184064,844
2012,114,1500,2.33399584,728
2012,114,1600,2.29376224,629.2
2012,114,1700,2.26738688,438.9
2012,114,1800,2.3871936,54.5
2012,114,1900,0.74789792,33.16
2012,114,2000,0.28118816,0
2012,114,2100,0.547624,0
2012,114,2200,0.28118816,0
2012,114,2300,0.28118816,0
2012,114,2400,0.28118816,0
2012,115,100,0.28118816,0.164
2012,115,200,0.28118816,0.329
2012,115,300,0.28118816,0.821
2012,115,400,0.28118816,0.986
2012,115,500,0.28118816,0.657
2012,115,600,0.28118816,8.54
2012,115,700,0.28118816,49.45
2012,115,800,1.56061664,159.8
2012,115,900,0.73448672,414.8
2012,115,1000,3.7596064,652.9
2012,115,1100,2.414016,781
2012,115,1200,3.1873952,877
2012,115,1300,4.4525184,1006
2012,115,1400,2.44039136,857
2012,115,1500,3.1471616,181
2012,115,1600,1.73406816,279.9
2012,115,1700,3.2678624,453.3
2012,115,1800,1.08094272,135.5
2012,115,1900,0.44122848,55.14
2012,115,2000,0.28118816,0.41
2012,115,2100,0.28118816,0
2012,115,2200,0.28118816,0
2012,115,2300,0.28118816,0.328
2012,115,2400,0.28118816,1.806
2012,116,100,0.28118816,0
2012,116,200,0.28118816,0.328
2012,116,300,0.28118816,1.15
2012,116,400,0.28118816,0.821
2012,116,500,0.28118816,0.246
2012,116,600,0.28118816,4.435
2012,116,700,0.28118816,55.02
2012,116,800,0.28118816,147.1
2012,116,900,0.28118816,124
