  Date        	Time        	Fo	Fm	Blank	Fv	Yield

Configuration: Ward12

05/01/12	18:25:00	4035	7031	672	2996	0.426
05/01/12	18:30:00	3772	6356	672	2584	0.406
05/01/12	18:35:00	3817	7022	672	3205	0.456
05/01/12	18:40:00	3889	7078	672	3189	0.450
05/01/12	18:45:00	3873	6511	672	2638	0.405
05/01/12	18:50:00	3712	5939	672	2227	0.374
05/01/12	18:55:00	3993	6477	672	2484	0.383
05/01/12	19:00:00	4212	6874	672	2662	0.387
05/01/12	19:05:00	3875	5958	672	2083	0.349
05/01/12	19:10:00	4359	6428	672	2069	0.321
05/01/12	19:15:00	4533	6650	672	2117	0.318
05/01/12	19:20:00	4478	7154	672	2676	0.374
05/01/12	19:25:00	4648	6991	672	2343	0.335
05/01/12	19:30:00	4460	7249	672	2789	0.384
05/01/12	19:35:00	4698	6764	672	2066	0.305
05/01/12	19:40:00	4412	6443	672	2031	0.315
05/01/12	19:45:00	4541	6584	672	2043	0.310
05/01/12	19:50:00	4854	6903	672	2049	0.296
05/01/12	19:55:00	4849	6767	672	1918	0.283
05/01/12	20:00:00	4673	6472	672	1799	0.277
05/01/12	20:05:00	4804	6688	672	1884	0.281
05/01/12	20:10:00	4674	6507	672	1833	0.281
05/01/12	20:15:00	4847	6618	672	1771	0.267
05/01/12	20:20:00	4625	6456	672	1831	0.283
05/01/12	20:25:00	4684	6483	672	1799	0.277
05/01/12	20:30:00	4598	6437	672	1839	0.285
05/01/12	20:35:00	3994	6245	672	2251	0.360
05/01/12	20:40:00	4256	6311	672	2055	0.325
05/01/12	20:45:00	4787	6512	672	1725	0.264
05/01/12	20:50:00	4273	6071	672	1798	0.296
05/01/12	20:55:00	4500	6087	672	1587	0.260
05/01/12	21:00:00	4127	6114	672	1987	0.324
05/01/12	21:05:00	3841	5911	672	2070	0.350
05/01/12	21:10:00	3964	5948	672	1984	0.333
05/01/12	21:15:00	4321	5866	672	1545	0.263
05/01/12	21:20:00	4690	6365	672	1675	0.263
05/01/12	21:25:00	4741	6406	672	1665	0.259
05/01/12	21:30:00	4589	6310	672	1721	0.272
05/01/12	21:35:00	4628	6211	672	1583	0.254
05/01/12	21:40:00	4587	6150	672	1563	0.254
05/01/12	21:45:00	4619	6238	672	1619	0.259
05/01/12	21:50:00	4787	6593	672	1806	0.273
05/01/12	21:55:00	4618	6087	672	1469	0.241
05/01/12	22:00:00	4503	6360	672	1857	0.291
05/01/12	22:05:00	3827	5703	672	1876	0.328
05/01/12	22:10:00	4128	5499	672	1371	0.249
05/01/12	22:15:00	4026	5749	672	1723	0.299
05/01/12	22:20:00	4349	5918	672	1569	0.265
05/01/12	22:25:00	3900	5446	672	1546	0.283
05/01/12	22:30:00	4028	5599	672	1571	0.280
05/01/12	22:35:00	4054	5373	672	1319	0.245
05/01/12	22:40:00	3969	5504	672	1535	0.278
05/01/12	22:45:00	4615	6321	672	1706	0.269
05/01/12	22:50:00	4495	6278	672	1783	0.284
05/01/12	22:55:00	4532	6078	672	1546	0.254
05/01/12	23:00:00	4143	5574	672	1431	0.256
05/01/12	23:05:00	3923	5127	672	1204	0.234
05/01/12	23:10:00	4088	5518	672	1430	0.259
05/01/12	23:15:00	4073	5481	672	1408	0.256
05/01/12	23:20:00	4376	5800	672	1424	0.245
05/01/12	23:25:00	4378	5869	672	1491	0.254
05/01/12	23:30:00	4507	6015	672	1508	0.250
05/01/12	23:35:00	4544	6142	672	1598	0.260
05/01/12	23:40:00	4351	5773	672	1422	0.246
05/01/12	23:45:00	4381	5932	672	1551	0.261
05/01/12	23:50:00	4112	5583	672	1471	0.263
05/01/12	23:55:00	4521	6190	672	1669	0.269
05/02/12	00:00:00	4697	6432	672	1735	0.269
05/02/12	00:05:00	4703	6390	672	1687	0.264
05/02/12	00:10:00	4555	6149	672	1594	0.259
05/02/12	00:15:00	4338	5908	672	1570	0.265
05/02/12	00:20:00	4443	5920	672	1477	0.249
05/02/12	00:25:00	4612	6215	672	1603	0.257
05/02/12	00:30:00	4555	6052	672	1497	0.247
05/02/12	00:35:00	4409	5882	672	1473	0.250
05/02/12	00:40:00	4385	5934	672	1549	0.261
05/02/12	00:45:00	4653	6291	672	1638	0.260
05/02/12	00:50:00	4504	6058	672	1554	0.256
05/02/12	00:55:00	4679	6233	672	1554	0.249
05/02/12	01:00:00	4524	6118	672	1594	0.260
05/02/12	01:05:00	4455	6035	672	1580	0.261
05/02/12	01:10:00	4503	5930	672	1427	0.240
05/02/12	01:15:00	4328	5965	672	1637	0.274
05/02/12	01:20:00	4290	5726	672	1436	0.250
05/02/12	01:25:00	4420	6100	672	1680	0.275
05/02/12	01:30:00	4432	6138	672	1706	0.277
05/02/12	01:35:00	4337	5901	672	1564	0.265
05/02/12	01:40:00	4173	5638	672	1465	0.259
05/02/12	01:45:00	4287	5796	672	1509	0.260
05/02/12	01:50:00	4535	6099	672	1564	0.256
05/02/12	01:55:00	4298	5813	672	1515	0.260
05/02/12	02:00:00	4634	6171	672	1537	0.249
05/02/12	02:05:00	4179	5542	672	1363	0.245
05/02/12	02:10:00	4364	5834	672	1470	0.251
05/02/12	02:15:00	4087	5340	672	1253	0.234
05/02/12	02:20:00	4254	5776	672	1522	0.263
05/02/12	02:25:00	4645	6287	672	1642	0.261
05/02/12	02:30:00	4570	6082	672	1512	0.248
05/02/12	02:35:00	4405	5890	672	1485	0.252
05/02/12	02:40:00	4361	5877	672	1516	0.257
05/02/12	02:45:00	4373	6072	672	1699	0.279
05/02/12	02:50:00	4708	6202	672	1494	0.240
05/02/12	02:55:00	4668	6199	672	1531	0.246
05/02/12	03:00:00	4552	6202	672	1650	0.266
05/02/12	03:05:00	4445	5991	672	1546	0.258
05/02/12	03:10:00	4580	6126	672	1546	0.252
05/02/12	03:15:00	4579	6217	672	1638	0.263
05/02/12	03:20:00	4465	6057	672	1592	0.262
05/02/12	03:25:00	4668	6444	672	1776	0.275
05/02/12	03:30:00	4538	6075	672	1537	0.253
05/02/12	03:35:00	4210	6296	672	2086	0.331
05/02/12	03:40:00	4564	6094	672	1530	0.251
05/02/12	03:45:00	4410	6323	672	1913	0.302
05/02/12	03:50:00	4192	6181	672	1989	0.321
05/02/12	03:55:00	4698	6205	672	1507	0.242
05/02/12	04:00:00	4623	6305	672	1682	0.266
05/02/12	04:05:00	4584	6101	672	1517	0.248
05/02/12	04:10:00	4577	6135	672	1558	0.253
05/02/12	04:15:00	4732	6281	672	1549	0.246
05/02/12	04:20:00	4730	6367	672	1637	0.257
05/02/12	04:25:00	4636	6446	672	1810	0.280
05/02/12	04:30:00	4838	6508	672	1670	0.256
05/02/12	04:35:00	4658	6320	672	1662	0.262
05/02/12	04:40:00	4647	6366	672	1719	0.270
05/02/12	04:45:00	4701	6309	672	1608	0.254
05/02/12	04:50:00	4536	6109	672	1573	0.257
05/02/12	04:55:00	4645	6122	672	1477	0.241
05/02/12	05:00:00	4526	6067	672	1541	0.253
05/02/12	05:05:00	4572	6205	672	1633	0.263
05/02/12	05:10:00	4613	6227	672	1614	0.259
05/02/12	05:15:00	4761	6338	672	1577	0.248
05/02/12	05:20:00	4646	6309	672	1663	0.263
05/02/12	05:25:00	4664	6321	672	1657	0.262
05/02/12	05:30:00	4563	6134	672	1571	0.256
05/02/12	05:35:00	4655	6278	672	1623	0.258
05/02/12	05:40:00	4555	6123	672	1568	0.256
05/02/12	05:45:00	4549	6333	672	1784	0.281
05/02/12	05:50:00	4824	6464	672	1640	0.253
05/02/12	05:55:00	4638	6377	672	1739	0.272
05/02/12	06:00:00	4665	6434	672	1769	0.274
05/02/12	06:05:00	4851	6607	672	1756	0.265
05/02/12	06:10:00	4719	6426	672	1707	0.265
05/02/12	06:15:00	4973	6761	672	1788	0.264
05/02/12	06:20:00	4544	6228	672	1684	0.270
05/02/12	06:25:00	4517	6287	672	1770	0.281
05/02/12	06:30:00	4521	6197	672	1676	0.270
05/02/12	06:35:00	4386	6100	672	1714	0.280
05/02/12	06:40:00	4509	6241	672	1732	0.277
05/02/12	06:45:00	4415	6088	672	1673	0.274
05/02/12	06:50:00	4542	6232	672	1690	0.271
05/02/12	06:55:00	4498	6332	672	1834	0.289
05/02/12	07:00:00	4426	6272	672	1846	0.294
05/02/12	07:05:00	4493	6572	672	2079	0.316
05/02/12	07:10:00	4266	6711	672	2445	0.364
05/02/12	07:15:00	4551	6982	672	2431	0.348
05/02/12	07:20:00	4345	6513	672	2168	0.332
05/02/12	07:25:00	4440	6856	672	2416	0.352
05/02/12	07:30:00	4504	6960	672	2456	0.352
05/02/12	07:35:00	4530	6834	672	2304	0.337
05/02/12	07:40:00	4529	6975	672	2446	0.350
05/02/12	07:45:00	4149	6980	672	2831	0.405
05/02/12	07:50:00	4385	6434	672	2049	0.318
05/02/12	07:55:00	4353	6298	672	1945	0.308
05/02/12	08:00:00	4018	6339	672	2321	0.366
05/02/12	08:05:00	4011	6254	672	2243	0.358
05/02/12	08:10:00	4308	6542	672	2234	0.341
05/02/12	08:15:00	4258	6119	672	1861	0.304
05/02/12	08:20:00	4218	6458	672	2240	0.346
05/02/12	08:25:00	4013	6486	672	2473	0.381
05/02/12	08:30:00	4356	7091	672	2735	0.385
05/02/12	08:35:00	4057	6218	672	2161	0.347
05/02/12	08:40:00	3915	5900	672	1985	0.336
05/02/12	08:45:00	4038	6176	672	2138	0.346
05/02/12	08:50:00	4185	6424	672	2239	0.348
05/02/12	08:55:00	4116	6403	672	2287	0.357
05/02/12	09:00:00	4031	6556	672	2525	0.385
05/02/12	09:05:00	4017	6155	672	2138	0.347
05/02/12	09:10:00	4179	6585	672	2406	0.365
05/02/12	09:15:00	4056	5986	672	1930	0.322
05/02/12	09:20:00	4205	6443	672	2238	0.347
05/02/12	09:25:00	4079	6464	672	2385	0.368
05/02/12	09:30:00	4097	6283	672	2186	0.347
05/02/12	09:35:00	4261	6614	672	2353	0.355
05/02/12	09:40:00	4116	6233	672	2117	0.339
05/02/12	09:45:00	3831	6259	672	2428	0.387
05/02/12	09:50:00	3941	6037	672	2096	0.347
05/02/12	09:55:00	3869	5851	672	1982	0.338
05/02/12	10:00:00	3789	6025	672	2236	0.371
05/02/12	10:05:00	3701	5980	672	2279	0.381
05/02/12	10:10:00	3679	5697	672	2018	0.354
05/02/12	10:15:00	3748	6309	672	2561	0.405
05/02/12	10:20:00	3816	6094	672	2278	0.373
05/02/12	10:25:00	3502	5656	672	2154	0.380
05/02/12	10:30:00	3502	6423	672	2921	0.454
05/02/12	10:35:00	3622	5795	672	2173	0.374
05/02/12	10:40:00	3575	5750	672	2175	0.378
05/02/12	10:45:00	3596	5683	672	2087	0.367
05/02/12	10:50:00	3494	5675	672	2181	0.384
05/02/12	10:55:00	3625	6022	672	2397	0.398
05/02/12	11:00:00	3550	6069	672	2519	0.415
05/02/12	11:05:00	3774	6248	672	2474	0.395
05/02/12	11:10:00	3654	5956	672	2302	0.386
05/02/12	11:15:00	3244	4849	672	1605	0.330
05/02/12	11:20:00	3406	5661	672	2255	0.398
05/02/12	11:25:00	3535	5755	672	2220	0.385
05/02/12	11:30:00	3693	6232	672	2539	0.407
05/02/12	11:35:00	3511	6038	672	2527	0.418
05/02/12	11:40:00	3604	5737	672	2133	0.371
05/02/12	11:45:00	3516	5561	672	2045	0.367
05/02/12	11:50:00	3442	5379	672	1937	0.360
05/02/12	11:55:00	3378	5502	672	2124	0.386
05/02/12	12:00:00	3494	5915	672	2421	0.409
05/02/12	12:05:00	3366	5416	672	2050	0.378
05/02/12	12:10:00	3441	5530	672	2089	0.377
05/02/12	12:15:00	3361	5500	672	2139	0.388
05/02/12	12:20:00	3398	5493	672	2095	0.381
05/02/12	12:25:00	3669	6093	672	2424	0.397
05/02/12	12:30:00	3525	5875	672	2350	0.400
05/02/12	12:35:00	3510	5726	672	2216	0.387
05/02/12	12:40:00	3411	5477	672	2066	0.377
05/02/12	12:45:00	3396	5335	672	1939	0.363
05/02/12	12:50:00	3404	5118	672	1714	0.334
05/02/12	12:55:00	3222	4557	672	1335	0.292
05/02/12	13:00:00	3143	4556	672	1413	0.310
05/02/12	13:05:00	3175	5036	672	1861	0.369
05/02/12	13:10:00	3124	4337	672	1213	0.279
05/02/12	13:15:00	3261	5126	672	1865	0.363
05/02/12	13:20:00	3133	5151	672	2018	0.391
05/02/12	13:25:00	3210	4905	672	1695	0.345
05/02/12	13:30:00	3363	5187	672	1824	0.351
05/02/12	13:35:00	3208	4796	672	1588	0.331
05/02/12	13:40:00	3127	4687	672	1560	0.332
05/02/12	13:45:00	3129	4535	672	1406	0.310
05/02/12	13:50:00	3174	4576	672	1402	0.306
05/02/12	13:55:00	3375	5216	672	1841	0.352
05/02/12	14:00:00	3222	4893	672	1671	0.341
05/02/12	14:05:00	3298	4663	672	1365	0.292
05/02/12	14:10:00	3110	4659	672	1549	0.332
05/02/12	14:15:00	3166	4527	672	1361	0.300
05/02/12	14:20:00	3264	4687	672	1423	0.303
05/02/12	14:25:00	3205	4674	672	1469	0.314
05/02/12	14:30:00	3162	4553	672	1391	0.305
05/02/12	14:35:00	3213	4819	672	1606	0.333
05/02/12	14:40:00	3578	5634	672	2056	0.364
05/02/12	14:45:00	3431	5156	672	1725	0.334
05/02/12	14:50:00	3402	5339	672	1937	0.362
05/02/12	14:55:00	3194	4996	672	1802	0.360
05/02/12	15:00:00	3272	5114	672	1842	0.360
05/02/12	15:05:00	3084	4698	672	1614	0.343
05/02/12	15:10:00	3377	5161	672	1784	0.345
05/02/12	15:15:00	3351	5418	672	2067	0.381
05/02/12	15:20:00	3327	5218	672	1891	0.362
05/02/12	15:25:00	3503	5795	672	2292	0.395
05/02/12	15:30:00	3507	5668	672	2161	0.381
05/02/12	15:35:00	3319	5370	672	2051	0.381
05/02/12	15:40:00	3250	4978	672	1728	0.347
05/02/12	15:45:00	3481	5598	672	2117	0.378
05/02/12	15:50:00	3492	5872	672	2380	0.405
05/02/12	15:55:00	3389	5418	672	2029	0.374
05/02/12	16:00:00	3540	5793	672	2253	0.388
05/02/12	16:05:00	3681	5801	672	2120	0.365
05/02/12	16:10:00	3624	5427	672	1803	0.332
05/02/12	16:15:00	3979	5821	672	1842	0.316
05/02/12	16:20:00	3631	5757	672	2126	0.369
05/02/12	16:25:00	3667	6080	672	2413	0.396
05/02/12	16:30:00	3797	6241	672	2444	0.391
05/02/12	16:35:00	3518	5823	672	2305	0.395
05/02/12	16:40:00	3676	5982	672	2306	0.385
05/02/12	16:45:00	3393	5520	672	2127	0.385
05/02/12	16:50:00	3392	5490	672	2098	0.382
05/02/12	16:55:00	3420	5580	672	2160	0.387
05/02/12	17:00:00	3371	5226	672	1855	0.354
05/02/12	17:05:00	3344	5470	672	2126	0.388
05/02/12	17:10:00	3481	5586	672	2105	0.376
05/02/12	17:15:00	3474	5842	672	2368	0.405
05/02/12	17:20:00	3638	6072	672	2434	0.400
05/02/12	17:25:00	3668	6060	672	2392	0.394
05/02/12	17:30:00	3963	6545	672	2582	0.394
05/02/12	17:35:00	3601	6041	672	2440	0.403
05/02/12	17:40:00	3716	6371	672	2655	0.416
05/02/12	17:45:00	3562	6103	672	2541	0.416
05/02/12	17:50:00	3572	5880	672	2308	0.392
05/02/12	17:55:00	3778	6240	672	2462	0.394
05/02/12	18:00:00	3680	6029	672	2349	0.389
05/02/12	18:05:00	4026	6317	672	2291	0.362
05/02/12	18:10:00	3963	6381	672	2418	0.378
05/02/12	18:15:00	3836	6266	672	2430	0.387
05/02/12	18:20:00	3616	6132	672	2516	0.410
05/02/12	18:25:00	3676	6236	672	2560	0.410
05/02/12	18:30:00	3847	6338	672	2491	0.393
05/02/12	18:35:00	3655	6178	672	2523	0.408
05/02/12	18:40:00	3595	6252	672	2657	0.424
05/02/12	18:45:00	3654	6338	672	2684	0.423
05/02/12	18:50:00	3849	6285	672	2436	0.387
05/02/12	18:55:00	3767	6275	672	2508	0.399
05/02/12	19:00:00	3829	6187	672	2358	0.381
05/02/12	19:05:00	3992	6421	672	2429	0.378
05/02/12	19:10:00	4057	6426	672	2369	0.368
05/02/12	19:15:00	4100	6177	672	2077	0.336
05/02/12	19:20:00	4073	6673	672	2600	0.389
05/02/12	19:25:00	4260	6193	672	1933	0.312
05/02/12	19:30:00	4225	6733	672	2508	0.372
05/02/12	19:35:00	4101	6265	672	2164	0.345
05/02/12	19:40:00	4191	6031	672	1840	0.305
05/02/12	19:45:00	4330	6010	672	1680	0.279
05/02/12	19:50:00	4123	5919	672	1796	0.303
05/02/12	19:55:00	4200	5995	672	1795	0.299
05/02/12	20:00:00	4368	6079	672	1711	0.281
05/02/12	20:05:00	4656	6326	672	1670	0.263
05/02/12	20:10:00	4405	6045	672	1640	0.271
05/02/12	20:15:00	4392	6046	672	1654	0.273
05/02/12	20:20:00	4449	6163	672	1714	0.278
05/02/12	20:25:00	4432	6173	672	1741	0.282
05/02/12	20:30:00	4357	6023	672	1666	0.276
05/02/12	20:35:00	4368	5923	672	1555	0.262
05/02/12	20:40:00	4232	5862	672	1630	0.278
05/02/12	20:45:00	4358	5896	672	1538	0.260
05/02/12	20:50:00	4384	6049	672	1665	0.275
05/02/12	20:55:00	4390	5914	672	1524	0.257
05/02/12	21:00:00	4291	5914	672	1623	0.274
05/02/12	21:05:00	4262	5808	672	1546	0.266
05/02/12	21:10:00	4211	5716	672	1505	0.263
05/02/12	21:15:00	4162	5697	672	1535	0.269
05/02/12	21:20:00	4338	5861	672	1523	0.259
05/02/12	21:25:00	4127	5610	672	1483	0.264
05/02/12	21:30:00	4185	5715	672	1530	0.267
05/02/12	21:35:00	4256	5855	672	1599	0.273
05/02/12	21:40:00	4252	5819	672	1567	0.269
05/02/12	21:45:00	4306	5781	672	1475	0.255
05/02/12	21:50:00	4236	5728	672	1492	0.260
05/02/12	21:55:00	4282	5858	672	1576	0.269
05/02/12	22:00:00	4318	5823	672	1505	0.258
05/02/12	22:05:00	4124	5668	672	1544	0.272
05/02/12	22:10:00	4216	5644	672	1428	0.253
05/02/12	22:15:00	4293	5843	672	1550	0.265
05/02/12	22:20:00	4149	5572	672	1423	0.255
05/02/12	22:25:00	4128	5631	672	1503	0.266
05/02/12	22:30:00	4167	5663	672	1496	0.264
05/02/12	22:35:00	4071	5539	672	1468	0.265
05/02/12	22:40:00	4129	5547	672	1418	0.255
05/02/12	22:45:00	4208	5631	672	1423	0.252
05/02/12	22:50:00	4154	5597	672	1443	0.257
05/02/12	22:55:00	4322	5928	672	1606	0.270
05/02/12	23:00:00	4367	5961	672	1594	0.267
05/02/12	23:05:00	4252	5677	672	1425	0.251
05/02/12	23:10:00	4198	5769	672	1571	0.272
05/02/12	23:15:00	4219	5707	672	1488	0.260
05/02/12	23:20:00	4228	5644	672	1416	0.250
05/02/12	23:25:00	4190	5664	672	1474	0.260
05/02/12	23:30:00	4067	5553	672	1486	0.267
05/02/12	23:35:00	4305	5898	672	1593	0.270
05/02/12	23:40:00	4317	5754	672	1437	0.249
05/02/12	23:45:00	4288	5785	672	1497	0.258
05/02/12	23:50:00	4303	5824	672	1521	0.261
05/02/12	23:55:00	4126	5632	672	1506	0.267
05/03/12	00:00:00	4152	5515	672	1363	0.247
05/03/12	00:05:00	4175	5739	672	1564	0.272
05/03/12	00:10:00	4201	5723	672	1522	0.265
05/03/12	00:15:00	4212	5677	672	1465	0.258
05/03/12	00:20:00	4121	5538	672	1417	0.255
05/03/12	00:25:00	4053	5495	672	1442	0.262
05/03/12	00:30:00	4262	5829	672	1567	0.268
05/03/12	00:35:00	4197	5640	672	1443	0.255
05/03/12	00:40:00	4179	5601	672	1422	0.253
05/03/12	00:45:00	4068	5486	672	1418	0.258
05/03/12	00:50:00	3969	5355	672	1386	0.258
05/03/12	00:55:00	4160	5509	672	1349	0.244
05/03/12	01:00:00	4005	5384	672	1379	0.256
05/03/12	01:05:00	3985	5330	672	1345	0.252
05/03/12	01:10:00	4180	5618	672	1438	0.255
05/03/12	01:15:00	4185	5620	672	1435	0.255
05/03/12	01:20:00	4354	5729	672	1375	0.240
05/03/12	01:25:00	4256	5763	672	1507	0.261
05/03/12	01:30:00	4212	5639	672	1427	0.253
05/03/12	01:35:00	4361	5854	672	1493	0.255
05/03/12	01:40:00	4106	5580	672	1474	0.264
05/03/12	01:45:00	4265	5798	672	1533	0.264
05/03/12	01:50:00	4176	5641	672	1465	0.259
05/03/12	01:55:00	4129	5606	672	1477	0.263
05/03/12	02:00:00	4151	5599	672	1448	0.258
05/03/12	02:05:00	4109	5646	672	1537	0.272
05/03/12	02:10:00	4097	5504	672	1407	0.255
05/03/12	02:15:00	4060	5588	672	1528	0.273
05/03/12	02:20:00	4073	5507	672	1434	0.260
05/03/12	02:25:00	4319	5808	672	1489	0.256
05/03/12	02:30:00	4308	5808	672	1500	0.258
05/03/12	02:35:00	4239	5683	672	1444	0.254
05/03/12	02:40:00	4180	5630	672	1450	0.257
05/03/12	02:45:00	4110	5573	672	1463	0.262
05/03/12	02:50:00	4120	5563	672	1443	0.259
05/03/12	02:55:00	4287	5811	672	1524	0.262
05/03/12	03:00:00	4242	5642	672	1400	0.248
05/03/12	03:05:00	4243	5639	672	1396	0.247
05/03/12	03:10:00	4246	5814	672	1568	0.269
05/03/12	03:15:00	4244	5678	672	1434	0.252
05/03/12	03:20:00	4426	6040	672	1614	0.267
05/03/12	03:25:00	4067	5544	672	1477	0.266
05/03/12	03:30:00	4216	5643	672	1427	0.252
05/03/12	03:35:00	4342	5848	672	1506	0.257
05/03/12	03:40:00	4319	5791	672	1472	0.254
05/03/12	03:45:00	4156	5538	672	1382	0.249
05/03/12	03:50:00	4234	5624	672	1390	0.247
05/03/12	03:55:00	4136	5631	672	1495	0.265
05/03/12	04:00:00	4236	5686	672	1450	0.255
05/03/12	04:05:00	4336	5931	672	1595	0.268
05/03/12	04:10:00	4311	5825	672	1514	0.259
05/03/12	04:15:00	4666	6216	672	1550	0.249
05/03/12	04:20:00	4327	5782	672	1455	0.251
05/03/12	04:25:00	4243	5616	672	1373	0.244
05/03/12	04:30:00	4303	5796	672	1493	0.257
05/03/12	04:35:00	4255	5695	672	1440	0.252
05/03/12	04:40:00	4254	5686	672	1432	0.251
05/03/12	04:45:00	4248	5670	672	1422	0.250
05/03/12	04:50:00	4220	5712	672	1492	0.261
05/03/12	04:55:00	4396	5946	672	1550	0.260
05/03/12	05:00:00	4161	5658	672	1497	0.264
05/03/12	05:05:00	4214	5739	672	1525	0.265
05/03/12	05:10:00	4278	5845	672	1567	0.268
05/03/12	05:15:00	4201	5716	672	1515	0.265
05/03/12	05:20:00	4253	5773	672	1520	0.263
05/03/12	05:25:00	4307	5837	672	1530	0.262
05/03/12	05:30:00	4308	5839	672	1531	0.262
05/03/12	05:35:00	4222	5728	672	1506	0.262
05/03/12	05:40:00	4327	5853	672	1526	0.260
05/03/12	05:45:00	4172	5679	672	1507	0.265
05/03/12	05:50:00	4287	5696	672	1409	0.247
05/03/12	05:55:00	4376	5945	672	1569	0.263
05/03/12	06:00:00	4280	5851	672	1571	0.268
05/03/12	06:05:00	4279	5793	672	1514	0.261
05/03/12	06:10:00	4342	5937	672	1595	0.268
05/03/12	06:15:00	4341	5851	672	1510	0.258
05/03/12	06:20:00	4219	5654	672	1435	0.253
05/03/12	06:25:00	4153	5650	672	1497	0.264
05/03/12	06:30:00	4210	5739	672	1529	0.266
05/03/12	06:35:00	4390	6072	672	1682	0.277
05/03/12	06:40:00	4269	5778	672	1509	0.261
05/03/12	06:45:00	4273	5825	672	1552	0.266
05/03/12	06:50:00	4146	5846	672	1700	0.290
05/03/12	06:55:00	4331	5969	672	1638	0.274
05/03/12	07:00:00	4302	6196	672	1894	0.305
05/03/12	07:05:00	4147	5720	672	1573	0.275
05/03/12	07:10:00	4352	5968	672	1616	0.270
05/03/12	07:15:00	4059	5684	672	1625	0.285
05/03/12	07:20:00	4001	6063	672	2062	0.340
05/03/12	07:25:00	4357	6169	672	1812	0.293
05/03/12	07:30:00	4643	6664	672	2021	0.303
05/03/12	07:35:00	4343	6352	672	2009	0.316
05/03/12	07:40:00	4215	6058	672	1843	0.304
05/03/12	07:45:00	4090	6344	672	2254	0.355
05/03/12	07:50:00	4281	6335	672	2054	0.324
05/03/12	07:55:00	4417	6537	672	2120	0.324
05/03/12	08:00:00	4203	6371	672	2168	0.340
05/03/12	08:05:00	4395	6322	672	1927	0.304
05/03/12	08:10:00	4791	6754	672	1963	0.290
05/03/12	08:15:00	4365	6001	672	1636	0.272
05/03/12	08:20:00	4130	5840	672	1710	0.292
05/03/12	08:25:00	4340	6250	672	1910	0.305
05/03/12	08:30:00	4055	5748	672	1693	0.294
05/03/12	08:35:00	3649	5986	672	2337	0.390
05/03/12	08:40:00	3525	5696	672	2171	0.381
05/03/12	08:45:00	3579	5961	672	2382	0.399
05/03/12	08:50:00	3399	5717	672	2318	0.405
05/03/12	08:55:00	3555	5862	672	2307	0.393
05/03/12	09:00:00	3615	5826	672	2211	0.379
05/03/12	09:05:00	3526	5861	672	2335	0.398
05/03/12	09:10:00	3408	5567	672	2159	0.387
05/03/12	09:15:00	3514	5906	672	2392	0.405
05/03/12	09:20:00	3553	5852	672	2299	0.392
05/03/12	09:25:00	3368	5318	672	1950	0.366
05/03/12	09:30:00	3329	5348	672	2019	0.377
05/03/12	09:35:00	3524	5936	672	2412	0.406
05/03/12	09:40:00	3448	5819	672	2371	0.407
05/03/12	09:45:00	3399	5578	672	2179	0.390
05/03/12	09:50:00	3309	5408	672	2099	0.388
05/03/12	09:55:00	3644	5635	672	1991	0.353
05/03/12	10:00:00	3513	5579	672	2066	0.370
05/03/12	10:05:00	3352	5254	672	1902	0.362
05/03/12	10:10:00	1572	1703	672	131	0.076
05/03/12	10:15:00	1501	1604	672	103	0.064
05/03/12	10:20:00	2523	2739	672	216	0.078
05/03/12	10:25:00	3260	3469	672	209	0.060
05/03/12	10:30:00	3583	3751	672	168	0.044
05/03/12	10:35:00	3632	3857	672	225	0.058
05/03/12	10:40:00	3536	3761	672	225	0.059
05/03/12	10:45:00	3559	3771	672	212	0.056
05/03/12	10:50:00	3486	3731	672	245	0.065
05/03/12	10:55:00	3542	3794	672	252	0.066
05/03/12	11:00:00	3504	3744	672	240	0.064
05/03/12	11:05:00	3499	3744	672	245	0.065
05/03/12	11:10:00	3498	3741	672	243	0.064
05/03/12	11:15:00	3495	3712	672	217	0.058
05/03/12	11:20:00	3459	3650	672	191	0.052
05/03/12	11:25:00	3395	3643	672	248	0.068
05/03/12	11:30:00	3399	3602	672	203	0.056
05/03/12	11:35:00	3352	3610	672	258	0.071
05/03/12	11:40:00	3350	3532	672	182	0.051
05/03/12	11:45:00	3267	3519	672	252	0.071
05/03/12	11:50:00	3209	3442	672	233	0.067
05/03/12	11:55:00	3235	3400	672	165	0.048
05/03/12	12:00:00	3236	3414	672	178	0.052
05/03/12	12:05:00	3209	3396	672	187	0.055
05/03/12	12:10:00	3195	3425	672	230	0.067
05/03/12	12:15:00	3239	3447	672	208	0.060
05/03/12	12:20:00	3208	3419	672	211	0.061
05/03/12	12:25:00	3195	3386	672	191	0.056
05/03/12	12:30:00	3176	3368	672	192	0.057
05/03/12	12:35:00	3173	3389	672	216	0.063
05/03/12	12:40:00	3146	3310	672	164	0.049
05/03/12	12:45:00	3164	3334	672	170	0.050
05/03/12	12:50:00	3155	3391	672	236	0.069
05/03/12	12:55:00	3133	3310	672	177	0.053
05/03/12	13:00:00	3134	3321	672	187	0.056
05/03/12	13:05:00	3060	3263	672	203	0.062
05/03/12	13:10:00	3065	3303	672	238	0.072
05/03/12	13:15:00	3014	3196	672	182	0.056
05/03/12	13:20:00	2995	3211	672	216	0.067
05/03/12	13:25:00	3003	3196	672	193	0.060
05/03/12	13:30:00	2967	3177	672	210	0.066
