  Date        	Time        	Fo	Fm	Blank	Fv	Yield

Configuration: Ward12

04/27/12	02:35:00	5183	6983	672	1800	0.257
04/27/12	02:40:00	5185	6877	672	1692	0.246
04/27/12	02:45:00	5261	7064	672	1803	0.255
04/27/12	02:50:00	4788	6451	672	1663	0.257
04/27/12	02:55:00	4796	6466	672	1670	0.258
04/27/12	03:00:00	4434	5895	672	1461	0.247
04/27/12	03:05:00	4874	6537	672	1663	0.254
04/27/12	03:10:00	5101	6721	672	1620	0.241
04/27/12	03:15:00	5078	6727	672	1649	0.245
04/27/12	03:20:00	5382	7178	672	1796	0.250
04/27/12	03:25:00	5523	7511	672	1988	0.264
04/27/12	03:30:00	5295	7076	672	1781	0.251
04/27/12	03:35:00	4992	6678	672	1686	0.252
04/27/12	03:40:00	5211	7019	672	1808	0.257
04/27/12	03:45:00	5172	6768	672	1596	0.235
04/27/12	03:50:00	5321	7096	672	1775	0.250
04/27/12	03:55:00	5284	7191	672	1907	0.265
04/27/12	04:00:00	5016	6718	672	1702	0.253
04/27/12	04:05:00	5235	7075	672	1840	0.260
04/27/12	04:10:00	5389	7266	672	1877	0.258
04/27/12	04:15:00	5478	7287	672	1809	0.248
04/27/12	04:20:00	5469	7347	672	1878	0.255
04/27/12	04:25:00	5279	7098	672	1819	0.256
04/27/12	04:30:00	5133	6860	672	1727	0.251
04/27/12	04:35:00	5369	7160	672	1791	0.250
04/27/12	04:40:00	5512	7429	672	1917	0.258
04/27/12	04:45:00	5550	7459	672	1909	0.255
04/27/12	04:50:00	5335	7076	672	1741	0.246
04/27/12	04:55:00	5403	7219	672	1816	0.251
04/27/12	05:00:00	5303	7028	672	1725	0.245
04/27/12	05:05:00	5466	7364	672	1898	0.257
04/27/12	05:10:00	5444	7335	672	1891	0.257
04/27/12	05:15:00	5148	6877	672	1729	0.251
04/27/12	05:20:00	5379	7283	672	1904	0.261
04/27/12	05:25:00	5356	7154	672	1798	0.251
04/27/12	05:30:00	5205	6923	672	1718	0.248
04/27/12	05:35:00	5124	6919	672	1795	0.259
04/27/12	05:40:00	4883	6451	672	1568	0.243
04/27/12	05:45:00	4801	6322	672	1521	0.240
04/27/12	05:50:00	4731	6182	672	1451	0.234
04/27/12	05:55:00	4647	6082	672	1435	0.235
04/27/12	06:00:00	4641	6050	672	1409	0.232
04/27/12	06:05:00	4953	6614	672	1661	0.251
04/27/12	06:10:00	4894	6746	672	1852	0.274
04/27/12	06:15:00	5395	7313	672	1918	0.262
04/27/12	06:20:00	5178	7042	672	1864	0.264
04/27/12	06:25:00	5053	6849	672	1796	0.262
04/27/12	06:30:00	5641	7709	672	2068	0.268
04/27/12	06:35:00	5467	7471	672	2004	0.268
04/27/12	06:40:00	5563	7669	672	2106	0.274
04/27/12	06:45:00	5474	7389	672	1915	0.259
04/27/12	06:50:00	5416	7647	672	2231	0.291
04/27/12	06:55:00	5302	7290	672	1988	0.272
04/27/12	07:00:00	5365	7281	672	1916	0.263
04/27/12	07:05:00	5887	8442	672	2555	0.302
04/27/12	07:10:00	5167	7356	672	2189	0.297
04/27/12	07:15:00	5648	8030	672	2382	0.296
04/27/12	07:20:00	5493	7703	672	2210	0.286
04/27/12	07:25:00	5870	8120	672	2250	0.277
04/27/12	07:30:00	5585	7699	672	2114	0.274
04/27/12	07:35:00	5262	7047	672	1785	0.253
04/27/12	07:40:00	5202	7047	672	1845	0.261
04/27/12	07:45:00	5498	7559	672	2061	0.272
04/27/12	07:50:00	5291	7249	672	1958	0.270
04/27/12	07:55:00	5006	6865	672	1859	0.270
04/27/12	08:00:00	5091	6885	672	1794	0.260
04/27/12	08:05:00	4925	6823	672	1898	0.278
04/27/12	08:10:00	4779	6662	672	1883	0.282
04/27/12	08:15:00	4895	6754	672	1859	0.275
04/27/12	08:20:00	5084	7175	672	2091	0.291
04/27/12	08:25:00	4974	6787	672	1813	0.267
04/27/12	08:30:00	5219	7330	672	2111	0.287
04/27/12	08:35:00	4969	8713	672	3744	0.429
04/27/12	08:40:00	5203	8516	672	3313	0.389
04/27/12	08:45:00	5646	8907	672	3261	0.366
04/27/12	08:50:00	4834	8041	672	3207	0.398
04/27/12	08:55:00	4908	7641	672	2733	0.357
04/27/12	09:00:00	5144	8376	672	3232	0.385
04/27/12	09:05:00	5073	8251	672	3178	0.385
04/27/12	09:10:00	5031	8267	672	3236	0.391
04/27/12	09:15:00	5217	8460	672	3243	0.383
04/27/12	09:20:00	4953	7823	672	2870	0.366
04/27/12	09:25:00	4427	7114	672	2687	0.377
04/27/12	09:30:00	4322	6987	672	2665	0.381
04/27/12	09:35:00	4594	7111	672	2517	0.353
04/27/12	09:40:00	4196	6743	672	2547	0.377
04/27/12	09:45:00	4251	6993	672	2742	0.392
04/27/12	09:50:00	4317	6843	672	2526	0.369
04/27/12	09:55:00	4449	7272	672	2823	0.388
04/27/12	10:00:00	4237	6867	672	2630	0.382
04/27/12	10:05:00	4542	7328	672	2786	0.380
04/27/12	10:10:00	4279	7027	672	2748	0.391
04/27/12	10:15:00	4464	7370	672	2906	0.394
04/27/12	10:20:00	4396	7190	672	2794	0.388
04/27/12	10:25:00	4602	7994	672	3392	0.424
04/27/12	10:30:00	4433	7552	672	3119	0.413
04/27/12	10:35:00	4440	7311	672	2871	0.392
04/27/12	10:40:00	4391	6905	672	2514	0.364
04/27/12	10:45:00	4200	6662	672	2462	0.369
04/27/12	10:50:00	4001	6297	672	2296	0.364
04/27/12	10:55:00	4121	6116	672	1995	0.326
04/27/12	11:00:00	3534	4909	672	1375	0.280
04/27/12	11:05:00	3496	4869	672	1373	0.281
04/27/12	11:10:00	3497	4959	672	1462	0.294
04/27/12	11:15:00	3644	5100	672	1456	0.285
04/27/12	11:20:00	3612	5091	672	1479	0.290
04/27/12	11:25:00	3598	4932	672	1334	0.270
04/27/12	11:30:00	3816	5484	672	1668	0.304
04/27/12	11:35:00	3927	6103	672	2176	0.356
04/27/12	11:40:00	3475	4737	672	1262	0.266
04/27/12	11:45:00	3668	5275	672	1607	0.304
04/27/12	11:50:00	3442	4848	672	1406	0.290
04/27/12	11:55:00	3412	4769	672	1357	0.284
04/27/12	12:00:00	3316	4596	672	1280	0.278
04/27/12	12:05:00	3486	4853	672	1367	0.281
04/27/12	12:10:00	3441	4803	672	1362	0.283
04/27/12	12:15:00	3485	4756	672	1271	0.267
04/27/12	12:20:00	3286	4425	672	1139	0.257
04/27/12	12:25:00	3297	4521	672	1224	0.270
04/27/12	12:30:00	3415	4806	672	1391	0.289
04/27/12	12:35:00	4026	6209	672	2183	0.351
04/27/12	12:40:00	3575	5431	672	1856	0.341
04/27/12	12:45:00	3696	5323	672	1627	0.305
04/27/12	12:50:00	3765	5513	672	1748	0.317
04/27/12	12:55:00	4123	6366	672	2243	0.352
04/27/12	13:00:00	3624	5164	672	1540	0.298
04/27/12	13:05:00	3307	4578	672	1271	0.277
04/27/12	13:10:00	3287	4331	672	1044	0.241
04/27/12	13:15:00	3339	4326	672	987	0.228
04/27/12	13:20:00	3322	4559	672	1237	0.271
04/27/12	13:25:00	3311	4528	672	1217	0.268
04/27/12	13:30:00	3417	4874	672	1457	0.298
04/27/12	13:35:00	4536	7144	672	2608	0.365
04/27/12	13:40:00	4238	6410	672	2172	0.338
04/27/12	13:45:00	4086	6042	672	1956	0.323
04/27/12	13:50:00	3707	5526	672	1819	0.329
04/27/12	13:55:00	3525	4983	672	1458	0.292
04/27/12	14:00:00	3577	5135	672	1558	0.303
04/27/12	14:05:00	3792	5677	672	1885	0.332
04/27/12	14:10:00	3744	5485	672	1741	0.317
04/27/12	14:15:00	3593	5239	672	1646	0.314
04/27/12	14:20:00	3158	4303	672	1145	0.266
04/27/12	14:25:00	3301	4404	672	1103	0.250
04/27/12	14:30:00	3557	5137	672	1580	0.307
04/27/12	14:35:00	4240	6753	672	2513	0.372
04/27/12	14:40:00	4074	6479	672	2405	0.371
04/27/12	14:45:00	4066	6329	672	2263	0.357
04/27/12	14:50:00	4072	6370	672	2298	0.360
04/27/12	14:55:00	4081	6404	672	2323	0.362
04/27/12	15:00:00	4000	6369	672	2369	0.371
04/27/12	15:05:00	3478	4850	672	1372	0.282
04/27/12	15:10:00	3689	5339	672	1650	0.309
04/27/12	15:15:00	3815	5993	672	2178	0.363
04/27/12	15:20:00	4426	7345	672	2919	0.397
04/27/12	15:25:00	4366	7381	672	3015	0.408
04/27/12	15:30:00	4379	7331	672	2952	0.402
04/27/12	15:35:00	4193	6890	672	2697	0.391
04/27/12	15:40:00	4641	7679	672	3038	0.395
04/27/12	15:45:00	4270	7182	672	2912	0.405
04/27/12	15:50:00	4240	6872	672	2632	0.383
04/27/12	15:55:00	4284	6599	672	2315	0.350
04/27/12	16:00:00	3886	5937	672	2051	0.345
04/27/12	16:05:00	3501	4738	672	1237	0.261
04/27/12	16:10:00	3887	5810	672	1923	0.330
04/27/12	16:15:00	4444	7103	672	2659	0.374
04/27/12	16:20:00	4456	7446	672	2990	0.401
04/27/12	16:25:00	4337	6489	672	2152	0.331
04/27/12	16:30:00	3645	5233	672	1588	0.303
04/27/12	16:35:00	3445	4683	672	1238	0.264
04/27/12	16:40:00	3670	5439	672	1769	0.325
04/27/12	16:45:00	3582	4559	672	977	0.214
04/27/12	16:50:00	3792	5193	672	1401	0.269
04/27/12	16:55:00	3553	4947	672	1394	0.281
04/27/12	17:00:00	3822	5755	672	1933	0.335
04/27/12	17:05:00	4405	7615	672	3210	0.421
04/27/12	17:10:00	4886	8101	672	3215	0.396
04/27/12	17:15:00	4325	7463	672	3138	0.420
04/27/12	17:20:00	4238	7083	672	2845	0.401
04/27/12	17:25:00	3785	6272	672	2487	0.396
04/27/12	17:30:00	3746	6498	672	2752	0.423
04/27/12	17:35:00	3953	6395	672	2442	0.381
04/27/12	17:40:00	4054	6808	672	2754	0.404
04/27/12	17:45:00	4302	7328	672	3026	0.412
04/27/12	17:50:00	4374	7340	672	2966	0.404
04/27/12	17:55:00	3957	6519	672	2562	0.393
04/27/12	18:00:00	4157	6517	672	2360	0.362
04/27/12	18:05:00	4530	7688	672	3158	0.410
04/27/12	18:10:00	4185	7088	672	2903	0.409
04/27/12	18:15:00	4188	6723	672	2535	0.377
04/27/12	18:20:00	4240	7184	672	2944	0.409
04/27/12	18:25:00	4389	7011	672	2622	0.373
04/27/12	18:30:00	4108	6746	672	2638	0.391
04/27/12	18:35:00	4568	7320	672	2752	0.375
04/27/12	18:40:00	4667	7844	672	3177	0.405
04/27/12	18:45:00	4002	6404	672	2402	0.375
04/27/12	18:50:00	4032	6833	672	2801	0.409
04/27/12	18:55:00	4139	6354	672	2215	0.348
04/27/12	19:00:00	4657	7116	672	2459	0.345
04/27/12	19:05:00	5078	7721	672	2643	0.342
04/27/12	19:10:00	5076	7655	672	2579	0.336
04/27/12	19:15:00	4767	7191	672	2424	0.337
04/27/12	19:20:00	4791	7310	672	2519	0.344
04/27/12	19:25:00	4940	7152	672	2212	0.309
04/27/12	19:30:00	5178	7452	672	2274	0.305
04/27/12	19:35:00	5031	6981	672	1950	0.279
04/27/12	19:40:00	4827	6586	672	1759	0.267
04/27/12	19:45:00	4554	6151	672	1597	0.259
04/27/12	19:50:00	4196	5768	672	1572	0.272
04/27/12	19:55:00	4889	6717	672	1828	0.272
04/27/12	20:00:00	5000	6745	672	1745	0.258
04/27/12	20:05:00	4401	5926	672	1525	0.257
04/27/12	20:10:00	4690	6371	672	1681	0.263
04/27/12	20:15:00	4493	5917	672	1424	0.240
04/27/12	20:20:00	4200	5648	672	1448	0.256
04/27/12	20:25:00	4176	5400	672	1224	0.226
04/27/12	20:30:00	4544	6119	672	1575	0.257
04/27/12	20:35:00	4220	5694	672	1474	0.258
04/27/12	20:40:00	4702	6373	672	1671	0.262
04/27/12	20:45:00	5132	6755	672	1623	0.240
04/27/12	20:50:00	5151	7007	672	1856	0.264
04/27/12	20:55:00	4480	6761	672	2281	0.337
04/27/12	21:00:00	5496	7491	672	1995	0.266
04/27/12	21:05:00	5286	7270	672	1984	0.272
04/27/12	21:10:00	5197	7173	672	1976	0.275
04/27/12	21:15:00	5001	6728	672	1727	0.256
04/27/12	21:20:00	5450	7454	672	2004	0.268
04/27/12	21:25:00	5098	6862	672	1764	0.257
04/27/12	21:30:00	4506	5840	672	1334	0.228
04/27/12	21:35:00	4436	5760	672	1324	0.229
04/27/12	21:40:00	4571	6104	672	1533	0.251
04/27/12	21:45:00	4487	5992	672	1505	0.251
04/27/12	21:50:00	4343	5790	672	1447	0.249
04/27/12	21:55:00	4278	5953	672	1675	0.281
04/27/12	22:00:00	4374	5794	672	1420	0.245
04/27/12	22:05:00	4257	5631	672	1374	0.244
04/27/12	22:10:00	4388	5697	672	1309	0.229
04/27/12	22:15:00	4514	5923	672	1409	0.237
04/27/12	22:20:00	4578	6264	672	1686	0.269
04/27/12	22:25:00	4474	5906	672	1432	0.242
04/27/12	22:30:00	4503	6113	672	1610	0.263
04/27/12	22:35:00	4207	6281	672	2074	0.330
04/27/12	22:40:00	4544	6169	672	1625	0.263
04/27/12	22:45:00	4665	6198	672	1533	0.247
04/27/12	22:50:00	4708	6537	672	1829	0.279
04/27/12	22:55:00	4596	6133	672	1537	0.250
04/27/12	23:00:00	4786	6275	672	1489	0.237
04/27/12	23:05:00	4903	6395	672	1492	0.233
04/27/12	23:10:00	4643	6217	672	1574	0.253
04/27/12	23:15:00	4789	6331	672	1542	0.243
04/27/12	23:20:00	4674	6313	672	1639	0.259
04/27/12	23:25:00	4643	6059	672	1416	0.233
04/27/12	23:30:00	4550	6010	672	1460	0.242
04/27/12	23:35:00	4424	5728	672	1304	0.227
04/27/12	23:40:00	4345	5619	672	1274	0.226
04/27/12	23:45:00	4426	5747	672	1321	0.229
04/27/12	23:50:00	4478	5746	672	1268	0.220
04/27/12	23:55:00	4362	5700	672	1338	0.234
04/28/12	00:00:00	4539	5896	672	1357	0.230
04/28/12	00:05:00	4475	5835	672	1360	0.233
04/28/12	00:10:00	4486	5834	672	1348	0.231
04/28/12	00:15:00	4624	6038	672	1414	0.234
04/28/12	00:20:00	4521	5873	672	1352	0.230
04/28/12	00:25:00	4268	5653	672	1385	0.245
04/28/12	00:30:00	4448	5795	672	1347	0.232
04/28/12	00:35:00	4583	5918	672	1335	0.225
04/28/12	00:40:00	4560	5934	672	1374	0.231
04/28/12	00:45:00	4458	5834	672	1376	0.235
04/28/12	00:50:00	4808	6337	672	1529	0.241
04/28/12	00:55:00	5314	7077	672	1763	0.249
04/28/12	01:00:00	4638	6032	672	1394	0.231
04/28/12	01:05:00	4451	5849	672	1398	0.239
04/28/12	01:10:00	4618	6126	672	1508	0.246
04/28/12	01:15:00	4765	6204	672	1439	0.231
04/28/12	01:20:00	4474	5878	672	1404	0.238
04/28/12	01:25:00	4785	6146	672	1361	0.221
04/28/12	01:30:00	4611	6052	672	1441	0.238
04/28/12	01:35:00	4660	6074	672	1414	0.232
04/28/12	01:40:00	4484	5911	672	1427	0.241
04/28/12	01:45:00	4557	6212	672	1655	0.266
04/28/12	01:50:00	4651	6076	672	1425	0.234
04/28/12	01:55:00	4653	6194	672	1541	0.248
04/28/12	02:00:00	4355	5750	672	1395	0.242
04/28/12	02:05:00	4652	6000	672	1348	0.224
04/28/12	02:10:00	4500	6021	672	1521	0.252
04/28/12	02:15:00	4713	6246	672	1533	0.245
04/28/12	02:20:00	4514	6143	672	1629	0.265
04/28/12	02:25:00	4711	6114	672	1403	0.229
04/28/12	02:30:00	5322	7127	672	1805	0.253
04/28/12	02:35:00	4587	6052	672	1465	0.242
04/28/12	02:40:00	4847	6367	672	1520	0.238
04/28/12	02:45:00	4597	6187	672	1590	0.256
04/28/12	02:50:00	4665	6043	672	1378	0.228
04/28/12	02:55:00	4457	5922	672	1465	0.247
04/28/12	03:00:00	4883	6532	672	1649	0.252
04/28/12	03:05:00	4708	6124	672	1416	0.231
04/28/12	03:10:00	4718	6113	672	1395	0.228
04/28/12	03:15:00	4893	6333	672	1440	0.227
04/28/12	03:20:00	4356	5824	672	1468	0.252
04/28/12	03:25:00	4612	6099	672	1487	0.243
04/28/12	03:30:00	4756	6273	672	1517	0.241
04/28/12	03:35:00	4649	6078	672	1429	0.235
04/28/12	03:40:00	4719	6107	672	1388	0.227
04/28/12	03:45:00	4679	6113	672	1434	0.234
04/28/12	03:50:00	4749	6250	672	1501	0.240
04/28/12	03:55:00	4796	6278	672	1482	0.236
04/28/12	04:00:00	5044	6624	672	1580	0.238
04/28/12	04:05:00	4839	6371	672	1532	0.240
04/28/12	04:10:00	4740	6226	672	1486	0.238
04/28/12	04:15:00	4633	6092	672	1459	0.239
04/28/12	04:20:00	5064	6702	672	1638	0.244
04/28/12	04:25:00	4848	6448	672	1600	0.248
04/28/12	04:30:00	4782	6233	672	1451	0.232
04/28/12	04:35:00	4817	6469	672	1652	0.255
04/28/12	04:40:00	4783	6299	672	1516	0.240
04/28/12	04:45:00	4907	6559	672	1652	0.251
04/28/12	04:50:00	4885	6371	672	1486	0.233
04/28/12	04:55:00	4912	6483	672	1571	0.242
04/28/12	05:00:00	4874	6492	672	1618	0.249
04/28/12	05:05:00	4923	6394	672	1471	0.230
04/28/12	05:10:00	4857	6461	672	1604	0.248
04/28/12	05:15:00	4812	6299	672	1487	0.236
04/28/12	05:20:00	4949	6420	672	1471	0.229
04/28/12	05:25:00	4938	6560	672	1622	0.247
04/28/12	05:30:00	4901	6538	672	1637	0.250
04/28/12	05:35:00	4915	6443	672	1528	0.237
04/28/12	05:40:00	5059	6602	672	1543	0.233
04/28/12	05:45:00	4921	6769	672	1848	0.273
04/28/12	05:50:00	5029	6633	672	1604	0.241
04/28/12	05:55:00	5069	7069	672	2000	0.282
04/28/12	06:00:00	4933	6637	672	1704	0.256
04/28/12	06:05:00	5144	7158	672	2014	0.281
04/28/12	06:10:00	4974	6899	672	1925	0.279
04/28/12	06:15:00	4831	6586	672	1755	0.266
04/28/12	06:20:00	5403	7536	672	2133	0.283
04/28/12	06:25:00	5029	7079	672	2050	0.289
04/28/12	06:30:00	4522	7069	672	2547	0.360
04/28/12	06:35:00	4754	7250	672	2496	0.344
04/28/12	06:40:00	4425	7054	672	2629	0.372
04/28/12	06:45:00	4557	7406	672	2849	0.384
04/28/12	06:50:00	4313	7194	672	2881	0.400
04/28/12	06:55:00	4437	7217	672	2780	0.385
04/28/12	07:00:00	4742	7499	672	2757	0.367
04/28/12	07:05:00	4735	7102	672	2367	0.333
04/28/12	07:10:00	4289	7227	672	2938	0.406
04/28/12	07:15:00	4511	7106	672	2595	0.365
04/28/12	07:20:00	4329	6793	672	2464	0.362
04/28/12	07:25:00	4717	7430	672	2713	0.365
04/28/12	07:30:00	4686	7628	672	2942	0.385
04/28/12	07:35:00	4284	6975	672	2691	0.385
04/28/12	07:40:00	4682	7689	672	3007	0.391
04/28/12	07:45:00	4309	6870	672	2561	0.372
04/28/12	07:50:00	4191	6713	672	2522	0.375
04/28/12	07:55:00	4645	7461	672	2816	0.377
04/28/12	08:00:00	4300	7025	672	2725	0.387
04/28/12	08:05:00	4413	7269	672	2856	0.392
04/28/12	08:10:00	4726	7443	672	2717	0.365
04/28/12	08:15:00	4400	7016	672	2616	0.372
04/28/12	08:20:00	4274	7082	672	2808	0.396
04/28/12	08:25:00	4315	6963	672	2648	0.380
04/28/12	08:30:00	4145	6719	672	2574	0.383
04/28/12	08:35:00	3761	5998	672	2237	0.372
04/28/12	08:40:00	3635	5501	672	1866	0.339
04/28/12	08:45:00	3734	5984	672	2250	0.376
04/28/12	08:50:00	3771	5884	672	2113	0.359
04/28/12	08:55:00	4269	7281	672	3012	0.413
04/28/12	09:00:00	4303	7382	672	3079	0.417
04/28/12	09:05:00	4539	7835	672	3296	0.420
04/28/12	09:10:00	4252	6772	672	2520	0.372
04/28/12	09:15:00	4057	6280	672	2223	0.353
04/28/12	09:20:00	4687	7744	672	3057	0.394
04/28/12	09:25:00	4180	7072	672	2892	0.408
04/28/12	09:30:00	4189	6918	672	2729	0.394
04/28/12	09:35:00	3958	6241	672	2283	0.365
04/28/12	09:40:00	4432	7298	672	2866	0.392
04/28/12	09:45:00	4196	7098	672	2902	0.408
04/28/12	09:50:00	4207	7142	672	2935	0.410
04/28/12	09:55:00	4249	6630	672	2381	0.359
04/28/12	10:00:00	3805	6025	672	2220	0.368
04/28/12	10:05:00	3951	6161	672	2210	0.358
04/28/12	10:10:00	4119	6868	672	2749	0.400
04/28/12	10:15:00	3969	6459	672	2490	0.385
04/28/12	10:20:00	3889	6097	672	2208	0.362
04/28/12	10:25:00	3705	5781	672	2076	0.359
04/28/12	10:30:00	3844	6150	672	2306	0.374
04/28/12	10:35:00	3873	6629	672	2756	0.415
04/28/12	10:40:00	3954	6381	672	2427	0.380
04/28/12	10:45:00	4105	6460	672	2355	0.364
04/28/12	10:50:00	4018	6740	672	2722	0.403
04/28/12	10:55:00	4185	6663	672	2478	0.371
04/28/12	11:00:00	4252	7204	672	2952	0.409
04/28/12	11:05:00	4057	6660	672	2603	0.390
04/28/12	11:10:00	3960	6394	672	2434	0.380
04/28/12	11:15:00	4022	6328	672	2306	0.364
04/28/12	11:20:00	3959	5884	672	1925	0.327
04/28/12	11:25:00	3627	5377	672	1750	0.325
04/28/12	11:30:00	3737	5670	672	1933	0.340
04/28/12	11:35:00	3638	5489	672	1851	0.337
04/28/12	11:40:00	3897	5960	672	2063	0.346
04/28/12	11:45:00	3594	5326	672	1732	0.325
04/28/12	11:50:00	3620	5479	672	1859	0.339
04/28/12	11:55:00	3660	5268	672	1608	0.305
04/28/12	12:00:00	3641	5353	672	1712	0.319
04/28/12	12:05:00	3610	5420	672	1810	0.333
04/28/12	12:10:00	3336	4524	672	1188	0.262
04/28/12	12:15:00	3488	4866	672	1378	0.283
04/28/12	12:20:00	3617	5333	672	1716	0.321
04/28/12	12:25:00	3536	5173	672	1637	0.316
04/28/12	12:30:00	3416	4997	672	1581	0.316
04/28/12	12:35:00	3477	5041	672	1564	0.310
04/28/12	12:40:00	3200	4588	672	1388	0.302
04/28/12	12:45:00	3409	4810	672	1401	0.291
04/28/12	12:50:00	3429	4920	672	1491	0.303
04/28/12	12:55:00	3619	5276	672	1657	0.314
04/28/12	13:00:00	3652	5381	672	1729	0.321
04/28/12	13:05:00	3377	5001	672	1624	0.324
04/28/12	13:10:00	3518	5011	672	1493	0.297
04/28/12	13:15:00	3538	4963	672	1425	0.287
04/28/12	13:20:00	3444	5128	672	1684	0.328
04/28/12	13:25:00	3512	5110	672	1598	0.312
04/28/12	13:30:00	3842	5870	672	2028	0.345
04/28/12	13:35:00	3901	5858	672	1957	0.334
04/28/12	13:40:00	3726	5580	672	1854	0.332
04/28/12	13:45:00	3675	5418	672	1743	0.321
04/28/12	13:50:00	3537	5121	672	1584	0.309
04/28/12	13:55:00	3610	5329	672	1719	0.322
04/28/12	14:00:00	3633	5477	672	1844	0.336
04/28/12	14:05:00	3677	5569	672	1892	0.339
04/28/12	14:10:00	3618	5455	672	1837	0.336
04/28/12	14:15:00	3545	5131	672	1586	0.309
04/28/12	14:20:00	3617	5330	672	1713	0.321
04/28/12	14:25:00	3709	5600	672	1891	0.337
04/28/12	14:30:00	3773	5754	672	1981	0.344
04/28/12	14:35:00	3555	5218	672	1663	0.318
04/28/12	14:40:00	3866	6068	672	2202	0.362
04/28/12	14:45:00	3668	5549	672	1881	0.338
04/28/12	14:50:00	3766	5862	672	2096	0.357
04/28/12	14:55:00	3861	6271	672	2410	0.384
04/28/12	15:00:00	3956	6287	672	2331	0.370
04/28/12	15:05:00	4007	6459	672	2452	0.379
04/28/12	15:10:00	4002	6322	672	2320	0.366
04/28/12	15:15:00	3990	6473	672	2483	0.383
04/28/12	15:20:00	4121	6442	672	2321	0.360
04/28/12	15:25:00	3949	6366	672	2417	0.379
04/28/12	15:30:00	4186	6422	672	2236	0.348
04/28/12	15:35:00	3910	6082	672	2172	0.357
04/28/12	15:40:00	3858	6179	672	2321	0.375
04/28/12	15:45:00	3833	5949	672	2116	0.355
04/28/12	15:50:00	4309	7110	672	2801	0.393
04/28/12	15:55:00	3947	6172	672	2225	0.360
04/28/12	16:00:00	3957	6520	672	2563	0.393
04/28/12	16:05:00	4034	6243	672	2209	0.353
04/28/12	16:10:00	4091	6423	672	2332	0.363
04/28/12	16:15:00	4004	6517	672	2513	0.385
04/28/12	16:20:00	4042	6485	672	2443	0.376
04/28/12	16:25:00	3961	6406	672	2445	0.381
04/28/12	16:30:00	4361	7316	672	2955	0.403
04/28/12	16:35:00	4294	6901	672	2607	0.377
04/28/12	16:40:00	4496	6930	672	2434	0.351
04/28/12	16:45:00	4247	6633	672	2386	0.359
04/28/12	16:50:00	3969	6464	672	2495	0.385
04/28/12	16:55:00	4012	6459	672	2447	0.378
04/28/12	17:00:00	3909	6177	672	2268	0.367
04/28/12	17:05:00	4199	6071	672	1872	0.308
04/28/12	17:10:00	4117	6541	672	2424	0.370
04/28/12	17:15:00	3894	6110	672	2216	0.362
04/28/12	17:20:00	4138	6214	672	2076	0.334
04/28/12	17:25:00	4588	7276	672	2688	0.369
04/28/12	17:30:00	4496	6805	672	2309	0.339
04/28/12	17:35:00	4785	6867	672	2082	0.303
04/28/12	17:40:00	4585	7461	672	2876	0.385
04/28/12	17:45:00	4760	7191	672	2431	0.338
04/28/12	17:50:00	4584	6793	672	2209	0.325
04/28/12	17:55:00	4828	6719	672	1891	0.281
04/28/12	18:00:00	4691	6731	672	2040	0.303
04/28/12	18:05:00	4737	6557	672	1820	0.277
04/28/12	18:10:00	4621	6459	672	1838	0.284
04/28/12	18:15:00	4345	6167	672	1822	0.295
04/28/12	18:20:00	4322	6213	672	1891	0.304
04/28/12	18:25:00	4711	6485	672	1774	0.273
04/28/12	18:30:00	4589	6216	672	1627	0.261
04/28/12	18:35:00	4719	6481	672	1762	0.271
04/28/12	18:40:00	4403	5963	672	1560	0.261
04/28/12	18:45:00	4257	5898	672	1641	0.278
04/28/12	18:50:00	4407	5977	672	1570	0.262
04/28/12	18:55:00	4588	6141	672	1553	0.252
04/28/12	19:00:00	4556	6261	672	1705	0.272
04/28/12	19:05:00	4868	6713	672	1845	0.274
04/28/12	19:10:00	4741	6522	672	1781	0.273
04/28/12	19:15:00	4852	6661	672	1809	0.271
04/28/12	19:20:00	5017	6852	672	1835	0.267
04/28/12	19:25:00	4593	6378	672	1785	0.279
04/28/12	19:30:00	4609	6338	672	1729	0.272
04/28/12	19:35:00	4657	6205	672	1548	0.249
04/28/12	19:40:00	4686	6333	672	1647	0.260
04/28/12	19:45:00	4599	6376	672	1777	0.278
04/28/12	19:50:00	4853	6563	672	1710	0.260
04/28/12	19:55:00	5179	7141	672	1962	0.274
04/28/12	20:00:00	4577	6255	672	1678	0.268
04/28/12	20:05:00	4825	6594	672	1769	0.268
04/28/12	20:10:00	4861	6623	672	1762	0.266
04/28/12	20:15:00	4724	6348	672	1624	0.255
04/28/12	20:20:00	4656	6154	672	1498	0.243
04/28/12	20:25:00	4868	6378	672	1510	0.236
04/28/12	20:30:00	4658	6259	672	1601	0.255
04/28/12	20:35:00	4628	6156	672	1528	0.248
04/28/12	20:40:00	4154	5340	672	1186	0.222
04/28/12	20:45:00	4147	5411	672	1264	0.233
04/28/12	20:50:00	4147	5363	672	1216	0.226
04/28/12	20:55:00	4025	5087	672	1062	0.208
04/28/12	21:00:00	4003	5168	672	1165	0.225
04/28/12	21:05:00	4063	5176	672	1113	0.215
04/28/12	21:10:00	4091	5193	672	1102	0.212
04/28/12	21:15:00	4333	5695	672	1362	0.239
04/28/12	21:20:00	4501	5935	672	1434	0.241
04/28/12	21:25:00	4484	5943	672	1459	0.245
04/28/12	21:30:00	4341	5697	672	1356	0.238
04/28/12	21:35:00	4699	6222	672	1523	0.244
