SampleID,Year,Lake,Site,CollectionDate,Location,Depth,VolumeFiltered,Isotopes,Type,Comments
Z-1195,2012,Ward,C,15-Aug-12,Integrated,0-4,NA,NA,NA,NA
Z-1196,2012,Ward,A,15-Aug-12,Meta,2,NA,NA,NA,NA
Z-1197,2012,Ward,A,15-Aug-12,Meta,2,NA,NA,NA,NA
Z-1198,2012,Ward,B,15-Aug-12,Meta,2,NA,NA,NA,NA
Z-1199,2012,Ward,B,15-Aug-12,Meta,2,NA,NA,NA,NA
Z-1200,2012,Ward,C,15-Aug-12,Meta,2,NA,NA,NA,NA
Z-1201,2012,Ward,C,15-Aug-12,Meta,2,NA,NA,NA,NA
Z-1202,2012,Ward,A,15-Aug-12,Epi,0.5,NA,NA,NA,NA
Z-1203,2012,Ward,B,15-Aug-12,Epi,0.5,NA,NA,NA,NA
Z-1204,2012,Ward,C,15-Aug-12,Epi,0.5,NA,NA,NA,NA
