, iSIC, iSIC, iSIC, iSIC, iSIC, iSIC, iSIC, iSIC, iSIC
6/1/2012 15:30,19.54,18.73,18.26,18.02,17.59,16.07,13.51,11.92,8.82
6/1/2012 15:35,19.54,18.67,18.26,18.02,17.59,16.07,13.51,11.85,8.82
6/1/2012 15:40,19.61,18.73,18.26,18.02,17.59,15.95,13.57,11.85,8.88
6/1/2012 15:45,19.61,18.73,18.26,18.02,17.59,15.81,13.64,11.85,8.88
6/1/2012 15:50,19.61,18.79,18.26,18.08,17.53,15.75,13.7,11.85,8.82
6/1/2012 15:55,19.61,18.79,18.32,18.02,17.53,15.81,13.76,11.79,8.88
6/1/2012 16:00,19.67,18.79,18.32,18.08,17.53,15.87,13.64,11.73,8.94
6/1/2012 16:05,19.67,18.79,18.26,18.08,17.53,15.95,13.57,11.73,8.94
6/1/2012 16:10,19.67,18.73,18.26,18.08,17.59,16.01,13.51,11.79,8.88
6/1/2012 16:15,19.67,18.73,18.26,18.08,17.59,16.01,13.57,11.79,8.88
6/1/2012 16:20,19.67,18.79,18.26,18.08,17.53,16.01,13.57,11.85,8.82
6/1/2012 16:25,19.67,18.79,18.32,18.08,17.59,15.87,13.64,11.85,8.88
6/1/2012 16:30,19.61,18.79,18.32,18.08,17.53,15.87,13.57,11.85,9.07
6/1/2012 16:35,19.61,18.79,18.32,18.08,17.53,15.87,13.57,11.85,9.13
6/1/2012 16:40,19.48,18.79,18.32,18.08,17.53,15.87,13.57,11.92,9.07
6/1/2012 16:45,19.48,18.79,18.26,18.08,17.53,16.01,13.64,11.92,9
6/1/2012 16:50,19.42,18.86,18.26,18.02,17.53,16.07,13.64,11.85,9
6/1/2012 16:55,19.54,18.86,18.26,18.08,17.59,16.07,13.64,11.79,9
6/1/2012 17:00,19.73,18.93,18.26,18.08,17.59,16.01,13.7,11.73,9
6/1/2012 17:05,19.79,18.86,18.32,18.08,17.59,16.01,13.7,11.73,8.94
6/1/2012 17:10,19.92,18.86,18.32,18.08,17.59,16.01,13.7,11.79,8.94
6/1/2012 17:15,19.86,18.86,18.32,18.08,17.59,16.13,13.57,11.73,9
6/1/2012 17:20,19.79,18.86,18.39,18.08,17.59,16.2,13.57,11.79,9.07
6/1/2012 17:25,19.73,18.86,18.39,18.08,17.59,16.2,13.57,11.79,9
6/1/2012 17:30,19.73,18.86,18.39,18.15,17.59,16.2,13.51,11.79,8.88
6/1/2012 17:35,19.73,18.86,18.32,18.08,17.59,16.26,13.45,11.79,8.82
6/1/2012 17:40,19.73,18.79,18.32,18.15,17.59,16.26,13.57,11.92,8.82
6/1/2012 17:45,19.67,18.86,18.32,18.08,17.53,16.26,13.57,11.85,8.88
6/1/2012 17:50,19.73,18.93,18.39,18.08,17.53,16.2,13.57,11.92,8.88
6/1/2012 17:55,19.92,18.99,18.45,18.08,17.53,16.07,13.64,11.79,9
6/1/2012 18:00,20.11,18.99,18.39,18.15,17.59,15.87,13.7,11.85,8.94
6/1/2012 18:05,19.92,18.99,18.32,18.08,17.59,15.87,13.7,11.98,9.07
6/1/2012 18:10,19.79,18.93,18.32,18.08,17.59,15.75,13.76,12.04,9
6/1/2012 18:15,19.73,18.93,18.32,18.15,17.59,15.62,13.7,12.04,8.94
6/1/2012 18:20,19.86,18.99,18.32,18.15,17.59,15.69,13.76,12.1,8.94
6/1/2012 18:25,19.79,18.99,18.32,18.15,17.66,15.75,13.7,12.1,8.88
6/1/2012 18:30,19.92,18.93,18.39,18.15,17.59,15.75,13.7,11.85,8.94
6/1/2012 18:35,19.73,18.99,18.39,18.15,17.66,15.81,13.7,11.73,8.94
6/1/2012 18:40,19.61,18.99,18.39,18.15,17.59,15.87,13.64,11.6,8.94
6/1/2012 18:45,19.92,18.99,18.39,18.15,17.59,15.95,13.64,11.54,8.94
6/1/2012 18:50,19.67,18.93,18.32,18.21,17.59,16.07,13.7,11.6,9
6/1/2012 18:55,19.54,18.99,18.39,18.21,17.53,16.07,13.7,11.67,9
6/1/2012 19:00,19.67,18.99,18.39,18.15,17.59,16.07,13.64,11.67,9.07
6/1/2012 19:05,19.92,18.99,18.39,18.15,17.59,15.95,13.64,11.67,9.13
6/1/2012 19:10,19.92,18.99,18.39,18.15,17.59,16.01,13.57,11.73,9.13
6/1/2012 19:15,19.98,18.99,18.39,18.15,17.59,16.01,13.64,11.6,9.19
6/1/2012 19:20,19.98,19.05,18.39,18.08,17.59,16.01,13.7,11.54,9.13
6/1/2012 19:25,20.04,18.99,18.32,18.15,17.59,16.01,13.82,11.54,9.07
6/1/2012 19:30,20.04,18.93,18.32,18.15,17.53,16.07,13.89,11.54,9
6/1/2012 19:35,20.11,18.99,18.32,18.15,17.53,16.01,13.89,11.6,8.88
6/1/2012 19:40,20.11,18.99,18.32,18.08,17.59,15.87,13.82,11.73,8.82
6/1/2012 19:45,20.11,18.93,18.39,18.15,17.59,15.81,13.82,11.85,8.75
6/1/2012 19:50,20.11,18.93,18.32,18.15,17.59,15.75,13.82,11.92,8.69
6/1/2012 19:55,20.04,18.99,18.32,18.15,17.59,15.81,13.76,11.92,8.69
6/1/2012 20:00,19.98,19.05,18.32,18.15,17.53,15.87,13.64,11.92,8.75
6/1/2012 20:05,19.92,19.05,18.39,18.15,17.53,15.95,13.57,11.92,8.82
6/1/2012 20:10,19.92,19.05,18.39,18.15,17.59,16.01,13.51,11.92,8.94
6/1/2012 20:15,19.92,18.99,18.39,18.15,17.59,16.01,13.51,11.92,9
6/1/2012 20:20,19.86,18.99,18.39,18.15,17.59,16.07,13.51,11.85,9
6/1/2012 20:25,19.86,18.99,18.39,18.15,17.59,16.13,13.57,11.73,8.94
6/1/2012 20:30,19.79,18.99,18.39,18.15,17.59,16.07,13.64,11.73,8.88
6/1/2012 20:35,19.79,18.99,18.39,18.15,17.59,16.01,13.76,11.79,9
6/1/2012 20:40,19.79,18.93,18.32,18.08,17.53,15.95,13.82,11.79,8.88
6/1/2012 20:45,19.79,18.93,18.32,18.08,17.53,15.87,13.89,11.79,8.88
6/1/2012 20:50,19.79,18.93,18.32,18.08,17.53,15.95,13.82,11.73,8.88
6/1/2012 20:55,19.79,18.86,18.32,18.08,17.59,16.01,13.64,11.73,8.82
6/1/2012 21:00,19.73,18.86,18.39,18.08,17.59,16.07,13.57,11.73,8.82
6/1/2012 21:05,19.73,18.93,18.32,18.08,17.59,16.07,13.51,11.79,8.82
6/1/2012 21:10,19.73,18.93,18.32,18.08,17.59,16.07,13.51,11.85,8.94
6/1/2012 21:15,19.67,18.93,18.32,18.08,17.59,16.07,13.51,11.92,9.07
6/1/2012 21:20,19.67,18.93,18.39,18.15,17.59,16.01,13.51,11.85,9
6/1/2012 21:25,19.61,18.99,18.39,18.15,17.59,16.07,13.64,11.79,9
6/1/2012 21:30,19.61,18.99,18.32,18.15,17.59,16.13,13.7,11.79,9
6/1/2012 21:35,19.54,18.99,18.32,18.15,17.59,16.07,13.64,11.79,8.94
6/1/2012 21:40,19.54,18.99,18.32,18.15,17.59,16.07,13.57,11.79,8.94
6/1/2012 21:45,19.54,18.99,18.26,18.15,17.59,16.01,13.57,11.85,8.94
6/1/2012 21:50,19.54,18.99,18.32,18.15,17.59,15.95,13.57,11.85,8.94
6/1/2012 21:55,19.48,18.99,18.32,18.15,17.59,15.95,13.57,11.79,9
6/1/2012 22:00,19.42,18.99,18.32,18.15,17.59,15.87,13.57,11.79,9
6/1/2012 22:05,19.42,18.99,18.39,18.15,17.53,15.87,13.64,11.85,8.94
6/1/2012 22:10,19.42,18.99,18.32,18.15,17.53,15.87,13.7,11.85,8.94
6/1/2012 22:15,19.42,18.99,18.39,18.08,17.59,15.87,13.7,11.79,8.88
6/1/2012 22:20,19.36,18.99,18.39,18.08,17.59,15.87,13.76,11.79,8.88
6/1/2012 22:25,19.36,18.93,18.32,18.08,17.59,15.95,13.76,11.79,8.88
6/1/2012 22:30,19.29,18.99,18.32,18.08,17.59,15.95,13.82,11.79,8.94
6/1/2012 22:35,19.29,18.99,18.32,18.08,17.53,16.01,13.76,11.85,8.94
6/1/2012 22:40,19.29,18.99,18.32,18.08,17.53,16.01,13.64,11.85,8.94
6/1/2012 22:45,19.23,18.99,18.32,18.08,17.59,16.07,13.64,11.85,8.94
6/1/2012 22:50,19.23,18.93,18.32,18.08,17.53,16.07,13.57,11.92,8.88
6/1/2012 22:55,19.23,18.99,18.32,18.08,17.53,16.07,13.57,11.98,8.88
6/1/2012 23:00,19.17,18.99,18.32,18.08,17.53,16.07,13.57,11.98,8.88
6/1/2012 23:05,19.17,19.05,18.39,18.15,17.59,16.07,13.57,11.98,8.94
6/1/2012 23:10,19.17,18.99,18.39,18.08,17.59,16.01,13.57,11.85,8.94
6/1/2012 23:15,19.11,18.99,18.39,18.15,17.59,16.07,13.64,11.79,8.94
6/1/2012 23:20,19.11,18.99,18.39,18.15,17.59,16.01,13.7,11.73,8.94
6/1/2012 23:25,19.11,18.99,18.39,18.15,17.59,15.87,13.82,11.67,8.94
6/1/2012 23:30,19.04,18.99,18.39,18.15,17.59,15.81,13.82,11.67,8.94
6/1/2012 23:35,19.04,18.93,18.39,18.15,17.59,15.81,13.89,11.73,8.88
6/1/2012 23:40,19.04,18.93,18.39,18.15,17.59,15.81,13.76,11.73,8.88
6/1/2012 23:45,18.98,18.99,18.39,18.15,17.59,15.81,13.7,11.67,8.88
6/1/2012 23:50,18.98,18.99,18.39,18.15,17.59,15.87,13.7,11.67,8.94
6/1/2012 23:55,18.98,19.11,18.39,18.15,17.59,15.95,13.64,11.67,8.94
6/2/2012 0:00,18.92,19.11,18.39,18.08,17.53,16.01,13.51,11.79,9.07
6/2/2012 0:05,18.92,19.05,18.39,18.08,17.59,16.01,13.51,11.85,9.13
6/2/2012 0:10,18.92,19.05,18.39,18.08,17.53,15.95,13.45,11.85,9.13
6/2/2012 0:15,18.92,19.05,18.39,18.08,17.59,15.95,13.51,11.92,9.07
6/2/2012 0:20,18.86,19.05,18.39,18.15,17.59,15.95,13.51,11.85,9
6/2/2012 0:25,18.86,19.05,18.32,18.15,17.59,15.95,13.64,11.73,9
6/2/2012 0:30,18.79,18.99,18.32,18.15,17.59,15.95,13.7,11.6,9
6/2/2012 0:35,18.79,18.99,18.32,18.15,17.59,15.95,13.76,11.47,9
6/2/2012 0:40,18.79,18.99,18.32,18.15,17.59,15.95,13.82,11.47,9
6/2/2012 0:45,18.79,18.93,18.32,18.15,17.59,15.95,13.76,11.54,8.94
6/2/2012 0:50,18.79,18.99,18.32,18.08,17.59,15.95,13.76,11.67,8.88
6/2/2012 0:55,18.73,18.93,18.32,18.08,17.53,16.01,13.7,11.73,8.82
6/2/2012 1:00,18.73,18.93,18.39,18.08,17.53,16.01,13.64,11.79,8.82
6/2/2012 1:05,18.67,18.93,18.39,18.08,17.59,15.95,13.64,11.92,8.82
6/2/2012 1:10,18.67,18.93,18.32,18.08,17.53,15.95,13.64,11.92,8.82
6/2/2012 1:15,18.67,18.86,18.39,18.15,17.53,15.95,13.57,11.92,8.88
6/2/2012 1:20,18.67,18.86,18.32,18.15,17.59,15.87,13.64,11.92,8.94
6/2/2012 1:25,18.67,18.86,18.39,18.15,17.59,15.87,13.64,11.92,8.94
6/2/2012 1:30,18.6,18.86,18.39,18.15,17.59,15.95,13.64,11.92,8.94
6/2/2012 1:35,18.6,18.86,18.39,18.15,17.59,15.87,13.64,11.85,9
6/2/2012 1:40,18.6,18.79,18.39,18.15,17.59,15.95,13.64,11.85,9
6/2/2012 1:45,18.6,18.79,18.39,18.15,17.59,15.95,13.64,11.85,9
6/2/2012 1:50,18.6,18.79,18.32,18.15,17.59,15.95,13.7,11.85,8.94
6/2/2012 1:55,18.53,18.79,18.39,18.15,17.53,15.95,13.64,11.85,8.94
6/2/2012 2:00,18.53,18.73,18.39,18.15,17.53,15.95,13.57,11.79,8.88
6/2/2012 2:05,18.53,18.73,18.39,18.15,17.53,16.01,13.57,11.79,8.88
6/2/2012 2:10,18.47,18.73,18.39,18.15,17.59,16.01,13.57,11.79,8.88
6/2/2012 2:15,18.47,18.67,18.39,18.15,17.59,16.01,13.57,11.73,8.94
6/2/2012 2:20,18.47,18.67,18.45,18.15,17.59,15.95,13.57,11.73,8.94
6/2/2012 2:25,18.47,18.67,18.39,18.15,17.59,15.95,13.64,11.79,8.94
6/2/2012 2:30,18.41,18.67,18.39,18.15,17.53,15.87,13.64,11.79,8.94
6/2/2012 2:35,18.41,18.6,18.39,18.15,17.59,15.95,13.64,11.79,9
6/2/2012 2:40,18.41,18.6,18.39,18.15,17.53,15.87,13.64,11.79,8.94
6/2/2012 2:45,18.41,18.6,18.32,18.08,17.59,15.95,13.64,11.79,8.88
6/2/2012 2:50,18.35,18.6,18.32,18.08,17.53,15.95,13.7,11.85,8.88
6/2/2012 2:55,18.35,18.6,18.32,18.08,17.53,16.01,13.76,11.79,8.82
6/2/2012 3:00,18.35,18.6,18.32,18.08,17.53,16.01,13.7,11.79,8.82
6/2/2012 3:05,18.35,18.54,18.39,18.08,17.53,16.01,13.7,11.79,8.88
6/2/2012 3:10,18.28,18.54,18.32,18.08,17.53,16.01,13.7,11.79,8.88
6/2/2012 3:15,18.28,18.48,18.32,18.08,17.53,16.01,13.64,11.79,8.94
6/2/2012 3:20,18.28,18.54,18.39,18.15,17.53,16.01,13.7,11.79,9
6/2/2012 3:25,18.28,18.48,18.39,18.15,17.53,15.95,13.7,11.73,9
6/2/2012 3:30,18.22,18.48,18.39,18.15,17.53,15.95,13.7,11.73,9
6/2/2012 3:35,18.22,18.48,18.39,18.08,17.53,15.95,13.64,11.73,9
6/2/2012 3:40,18.22,18.48,18.32,18.15,17.53,15.95,13.64,11.79,9
6/2/2012 3:45,18.22,18.48,18.39,18.15,17.59,16.01,13.57,11.85,9
6/2/2012 3:50,18.16,18.42,18.32,18.15,17.59,16.01,13.57,11.85,8.94
6/2/2012 3:55,18.16,18.42,18.32,18.15,17.59,16.01,13.57,11.92,8.94
6/2/2012 4:00,18.16,18.42,18.32,18.15,17.59,15.95,13.51,11.92,8.94
6/2/2012 4:05,18.16,18.42,18.32,18.15,17.59,15.95,13.57,11.85,8.94
6/2/2012 4:10,18.16,18.35,18.32,18.15,17.59,15.95,13.57,11.79,8.94
6/2/2012 4:15,18.16,18.35,18.32,18.15,17.59,15.95,13.64,11.79,8.94
6/2/2012 4:20,18.16,18.35,18.26,18.15,17.59,15.87,13.64,11.79,8.94
6/2/2012 4:25,18.1,18.35,18.26,18.15,17.59,15.87,13.64,11.79,8.88
6/2/2012 4:30,18.1,18.35,18.26,18.15,17.59,15.87,13.64,11.79,8.88
6/2/2012 4:35,18.1,18.29,18.26,18.15,17.59,15.95,13.64,11.73,8.88
6/2/2012 4:40,18.1,18.29,18.26,18.15,17.59,15.95,13.64,11.79,8.88
6/2/2012 4:45,18.1,18.29,18.26,18.08,17.53,15.95,13.64,11.79,8.94
6/2/2012 4:50,18.03,18.29,18.2,18.08,17.53,16.01,13.64,11.85,8.94
6/2/2012 4:55,18.03,18.23,18.2,18.08,17.53,15.95,13.64,11.79,8.94
6/2/2012 5:00,18.03,18.23,18.2,18.15,17.53,15.95,13.64,11.79,8.94
6/2/2012 5:05,18.03,18.23,18.2,18.08,17.53,15.95,13.64,11.79,8.88
6/2/2012 5:10,17.97,18.23,18.2,18.08,17.53,15.87,13.7,11.79,8.88
6/2/2012 5:15,17.97,18.23,18.14,18.08,17.53,15.87,13.76,11.79,8.88
6/2/2012 5:20,17.97,18.23,18.14,18.08,17.53,15.81,13.82,11.85,8.88
6/2/2012 5:25,17.97,18.23,18.14,18.08,17.59,15.81,13.82,11.79,8.82
6/2/2012 5:30,17.97,18.17,18.14,18.08,17.59,15.81,13.82,11.79,8.82
6/2/2012 5:35,17.91,18.17,18.07,18.08,17.53,15.81,13.76,11.79,8.82
6/2/2012 5:40,17.91,18.17,18.14,18.08,17.53,15.87,13.7,11.79,8.82
6/2/2012 5:45,17.91,18.17,18.14,18.08,17.53,15.95,13.64,11.79,8.88
6/2/2012 5:50,17.91,18.1,18.07,18.08,17.59,15.95,13.64,11.73,8.94
6/2/2012 5:55,17.91,18.1,18.07,18.08,17.59,16.01,13.64,11.73,9
6/2/2012 6:00,17.91,18.1,18.07,18.08,17.59,16.07,13.64,11.73,9.07
6/2/2012 6:05,17.91,18.1,18.07,18.02,17.53,16.07,13.64,11.67,9.13
6/2/2012 6:10,17.85,18.1,18,18.02,17.53,16.07,13.64,11.73,9.07
6/2/2012 6:15,17.78,18.04,18,18.02,17.53,16.01,13.64,11.67,9
6/2/2012 6:20,17.78,18.04,18,18.02,17.53,16.01,13.64,11.67,9
6/2/2012 6:25,17.78,18.04,18,18.02,17.53,16.01,13.7,11.67,8.94
6/2/2012 6:30,17.78,18.04,18,18.02,17.53,16.01,13.64,11.73,8.94
6/2/2012 6:35,17.78,18.04,17.94,18.02,17.53,16.01,13.64,11.73,8.88
6/2/2012 6:40,17.72,18.04,17.94,18.02,17.53,16.01,13.57,11.85,8.88
6/2/2012 6:45,17.78,18.04,17.94,18.02,17.53,15.95,13.57,11.85,8.82
6/2/2012 6:50,17.72,18.04,17.94,18.02,17.59,15.87,13.57,11.85,8.75
6/2/2012 6:55,17.72,17.98,17.94,18.02,17.59,15.95,13.57,11.85,8.82
6/2/2012 7:00,17.72,18.04,17.94,18.02,17.53,16.01,13.64,11.85,8.88
6/2/2012 7:05,17.72,17.98,17.94,18.02,17.53,15.95,13.64,11.79,8.94
6/2/2012 7:10,17.66,17.98,17.88,17.96,17.53,16.01,13.64,11.79,8.94
6/2/2012 7:15,17.66,17.98,17.88,18.02,17.53,15.95,13.64,11.79,8.94
6/2/2012 7:20,17.66,17.98,17.88,17.96,17.53,16.01,13.64,11.79,8.94
6/2/2012 7:25,17.66,17.92,17.88,17.96,17.53,15.95,13.64,11.79,8.94
6/2/2012 7:30,17.66,17.98,17.88,17.96,17.53,15.95,13.7,11.79,8.94
6/2/2012 7:35,17.66,17.92,17.88,17.96,17.53,16.01,13.7,11.79,8.94
6/2/2012 7:40,17.66,17.92,17.88,17.96,17.53,15.95,13.7,11.79,8.94
6/2/2012 7:45,17.66,17.98,17.88,17.96,17.53,15.95,13.7,11.79,8.88
6/2/2012 7:50,17.66,17.98,17.88,17.96,17.53,15.87,13.7,11.85,8.94
6/2/2012 7:55,17.66,17.98,17.94,17.96,17.47,15.87,13.76,11.85,8.94
6/2/2012 8:00,17.66,18.04,17.88,17.96,17.47,15.95,13.7,11.85,8.88
6/2/2012 8:05,17.66,18.04,17.94,17.96,17.47,15.81,13.64,11.79,8.94
6/2/2012 8:10,17.72,18.04,17.94,17.96,17.47,15.87,13.7,11.85,8.94
6/2/2012 8:15,17.66,18.04,17.88,17.96,17.47,15.95,13.7,11.79,8.94
6/2/2012 8:20,17.72,18.1,17.94,17.96,17.47,16.01,13.76,11.79,9
6/2/2012 8:25,17.72,18.1,17.94,17.96,17.53,15.95,13.7,11.92,9.07
6/2/2012 8:30,17.72,18.04,17.94,17.9,17.53,16.07,13.57,11.85,9
6/2/2012 8:35,17.72,18.04,17.94,17.9,17.47,16.13,13.57,11.85,8.94
6/2/2012 8:40,17.72,18.1,17.94,17.9,17.53,16.07,13.51,11.92,8.94
6/2/2012 8:45,17.72,18.04,17.88,17.9,17.47,16.13,13.57,11.85,8.94
6/2/2012 8:50,17.72,18.1,17.88,17.9,17.47,16.01,13.57,11.79,8.94
6/2/2012 8:55,17.78,18.04,17.88,17.9,17.47,16.07,13.64,11.73,8.94
6/2/2012 9:00,17.78,18.04,17.88,17.9,17.47,16.01,13.64,11.73,8.94
6/2/2012 9:05,17.78,18.04,17.88,17.9,17.47,15.95,13.7,11.73,8.94
6/2/2012 9:10,17.78,17.98,17.88,17.9,17.53,16.01,13.76,11.79,9
6/2/2012 9:15,17.72,18.04,17.94,17.9,17.53,16.07,13.76,11.79,9
6/2/2012 9:20,17.78,18.04,17.94,17.9,17.53,16.07,13.76,11.79,8.94
6/2/2012 9:25,17.78,18.04,17.94,17.9,17.59,16.01,13.7,11.73,8.94
6/2/2012 9:30,17.78,18.1,17.94,17.96,17.59,15.95,13.76,11.73,8.94
6/2/2012 9:35,17.78,18.1,17.94,17.96,17.53,15.87,13.76,11.79,9
6/2/2012 9:40,17.85,18.1,17.94,17.96,17.59,15.87,13.7,11.85,9
6/2/2012 9:45,17.85,18.1,17.94,17.96,17.53,16.01,13.64,11.85,8.94
6/2/2012 9:50,17.85,18.1,18,17.96,17.53,16.07,13.7,11.85,8.88
6/2/2012 9:55,17.85,18.1,18,17.96,17.53,16.07,13.64,11.92,8.88
6/2/2012 10:00,17.85,18.1,18,17.96,17.47,16.01,13.7,11.92,8.94
6/2/2012 10:05,17.91,18.1,17.94,17.96,17.53,15.95,13.64,11.92,9
6/2/2012 10:10,17.85,18.1,18,18.02,17.53,15.95,13.7,11.85,8.94
6/2/2012 10:15,17.91,18.1,18,18.02,17.53,15.87,13.76,11.79,8.88
6/2/2012 10:20,17.91,18.1,18,18.02,17.59,15.87,13.82,11.73,8.94
6/2/2012 10:25,17.91,18.1,18,18.02,17.59,15.87,13.89,11.73,8.88
6/2/2012 10:30,17.91,18.17,18,18.02,17.66,15.95,13.95,11.67,9
6/2/2012 10:35,17.97,18.17,18,18.02,17.59,16.01,13.82,11.73,8.94
6/2/2012 10:40,17.97,18.17,18.07,18.08,17.59,16.07,13.7,11.73,8.88
6/2/2012 10:45,18.03,18.17,18.07,18.08,17.59,16.13,13.57,11.67,8.88
6/2/2012 10:50,18.1,18.17,18.07,18.08,17.47,16.26,13.57,11.79,8.94
6/2/2012 10:55,18.1,18.17,18.07,18.08,17.41,16.32,13.51,11.92,8.94
6/2/2012 11:00,18.16,18.17,18.07,18.08,17.41,16.26,13.64,11.98,9
6/2/2012 11:05,18.16,18.23,18.07,18.08,17.47,16.26,13.64,11.92,9
6/2/2012 11:10,18.22,18.23,18.07,18.08,17.47,16.2,13.57,11.85,9
6/2/2012 11:15,18.22,18.23,18.07,18.08,17.47,16.26,13.64,11.79,8.94
6/2/2012 11:20,18.22,18.23,18.07,18.08,17.47,16.26,13.64,11.85,9
6/2/2012 11:25,18.28,18.29,18.07,18.08,17.53,16.07,13.7,11.79,9
6/2/2012 11:30,18.35,18.35,18.07,18.08,17.47,15.95,13.82,11.79,8.94
6/2/2012 11:35,18.41,18.35,18.07,18.08,17.53,15.87,13.95,11.79,8.94
6/2/2012 11:40,18.41,18.35,18.07,18.08,17.53,15.87,13.89,11.73,8.94
6/2/2012 11:45,18.41,18.35,18.14,18.08,17.59,15.95,13.89,11.79,8.94
6/2/2012 11:50,18.47,18.42,18.14,18.08,17.53,16.07,13.82,11.79,9
6/2/2012 11:55,18.41,18.48,18.14,18.02,17.47,16.07,13.7,11.79,8.94
6/2/2012 12:00,18.35,18.48,18.14,18.02,17.47,16.13,13.64,11.85,8.94
6/2/2012 12:05,18.35,18.54,18.14,18.02,17.47,16.26,13.64,11.79,8.94
6/2/2012 12:10,18.41,18.54,18.14,18.02,17.53,16.26,13.7,11.79,9
6/2/2012 12:15,18.47,18.54,18.2,18.02,17.59,16.2,13.76,11.85,8.94
6/2/2012 12:20,18.53,18.54,18.2,18.02,17.53,16.26,13.76,11.85,8.94
6/2/2012 12:25,18.41,18.48,18.26,18.02,17.47,16.51,13.64,11.92,8.94
6/2/2012 12:30,18.47,18.48,18.26,18.02,17.53,16.51,13.57,11.98,8.88
6/2/2012 12:35,18.41,18.48,18.26,18.02,17.53,16.51,13.64,12.04,8.94
6/2/2012 12:40,18.41,18.48,18.26,18.02,17.53,16.51,13.7,11.98,9.07
6/2/2012 12:45,18.47,18.54,18.26,18.02,17.59,16.26,13.7,11.92,8.94
6/2/2012 12:50,18.47,18.6,18.32,18.02,17.66,16.2,13.76,11.92,8.82
6/2/2012 12:55,18.53,18.6,18.26,18.02,17.66,15.95,13.82,11.92,8.82
6/2/2012 13:00,18.6,18.6,18.26,18.02,17.59,15.81,13.76,11.92,8.88
6/2/2012 13:05,18.67,18.6,18.26,18.08,17.59,15.75,13.82,11.92,8.94
6/2/2012 13:10,18.6,18.54,18.2,18.02,17.59,15.81,13.76,11.92,9
6/2/2012 13:15,18.53,18.54,18.2,18.02,17.66,15.87,13.7,11.92,8.94
6/2/2012 13:20,18.6,18.54,18.2,18.02,17.66,15.95,13.64,11.92,9
6/2/2012 13:25,18.67,18.48,18.26,18.08,17.66,15.87,13.7,11.98,9
6/2/2012 13:30,18.73,18.48,18.26,18.08,17.66,15.87,13.64,11.92,9
6/2/2012 13:35,18.79,18.54,18.26,18.15,17.66,15.81,13.7,11.92,9
6/2/2012 13:40,18.86,18.54,18.26,18.15,17.72,15.95,13.7,11.85,9
6/2/2012 13:45,18.86,18.54,18.2,18.08,17.66,16.01,13.64,11.79,9.13
6/2/2012 13:50,18.92,18.54,18.26,18.15,17.66,16.07,13.7,11.73,9.19
6/2/2012 13:55,18.86,18.48,18.26,18.15,17.72,16.07,13.76,11.73,9.19
6/2/2012 14:00,18.79,18.48,18.26,18.15,17.72,16.13,13.82,11.67,9.13
6/2/2012 14:05,18.92,18.48,18.32,18.15,17.78,16.13,13.89,11.54,9
6/2/2012 14:10,18.73,18.54,18.32,18.15,17.72,16.2,13.95,11.67,9.07
6/2/2012 14:15,18.79,18.54,18.32,18.15,17.66,16.26,14.01,11.73,9.07
6/2/2012 14:20,18.79,18.48,18.32,18.15,17.66,16.32,14.07,11.67,9.07
6/2/2012 14:25,18.79,18.54,18.32,18.15,17.72,16.38,14.01,11.73,9.07
6/2/2012 14:30,18.86,18.54,18.32,18.15,17.72,16.32,13.95,11.67,8.88
6/2/2012 14:35,18.98,18.54,18.32,18.21,17.78,16.32,14.01,11.79,8.75
6/2/2012 14:40,18.98,18.6,18.32,18.21,17.78,16.2,13.89,11.98,8.82
6/2/2012 14:45,19.04,18.6,18.45,18.21,17.72,15.95,14.01,11.98,8.88
6/2/2012 14:50,19.11,18.67,18.45,18.21,17.72,16.01,13.89,11.92,8.94
6/2/2012 14:55,19.11,18.73,18.45,18.21,17.72,16.01,13.57,11.98,8.88
6/2/2012 15:00,19.11,18.79,18.51,18.21,17.66,16.01,13.51,12.04,9
6/2/2012 15:05,19.17,18.86,18.57,18.21,17.59,16.01,13.7,12.17,8.94
6/2/2012 15:10,19.17,18.86,18.57,18.21,17.59,16.13,13.95,12.1,8.88
6/2/2012 15:15,19.17,18.93,18.57,18.21,17.59,16.2,13.89,11.85,8.82
6/2/2012 15:20,19.17,18.99,18.57,18.15,17.66,16.13,13.82,11.79,8.88
6/2/2012 15:25,19.11,19.05,18.45,18.15,17.66,16.2,13.82,11.79,9
6/2/2012 15:30,19.17,19.11,18.39,18.15,17.66,16.2,13.64,11.92,9.07
6/2/2012 15:35,19.17,18.93,18.32,18.15,17.72,16.2,13.64,11.79,8.94
6/2/2012 15:40,19.17,18.86,18.32,18.15,17.72,16.45,13.64,11.73,8.88
6/2/2012 15:45,19.11,18.93,18.32,18.15,17.72,16.45,13.64,11.67,8.94
6/2/2012 15:50,19.11,18.86,18.26,18.15,17.72,16.2,13.76,11.67,9
6/2/2012 15:55,19.11,18.79,18.26,18.15,17.72,16.13,13.7,11.73,9
6/2/2012 16:00,19.04,18.79,18.26,18.15,17.72,16.13,13.64,11.85,9
6/2/2012 16:05,19.04,18.73,18.26,18.21,17.72,16.07,13.64,11.92,8.88
6/2/2012 16:10,19.04,18.67,18.32,18.21,17.72,16.13,13.64,11.98,8.94
6/2/2012 16:15,18.98,18.67,18.32,18.21,17.72,16.26,13.64,11.98,9
6/2/2012 16:20,18.98,18.54,18.32,18.21,17.72,16.32,13.7,11.92,9.07
6/2/2012 16:25,18.98,18.54,18.32,18.27,17.78,16.45,13.7,11.98,9.07
