, iSIC, iSIC, iSIC, iSIC, iSIC, iSIC, iSIC, iSIC
7/13/2012 17:35,26.67,26.24,26.21,24.99,21.47,18.54,15.38,11.28
7/13/2012 17:40,26.67,26.24,26.21,24.93,21.59,18.48,15.32,11.28
7/13/2012 17:45,26.73,26.24,26.21,24.93,21.65,18.35,15.38,11.35
7/13/2012 17:50,26.67,26.24,26.21,24.93,21.72,18.35,15.38,11.22
7/13/2012 17:55,26.73,26.24,26.21,24.93,21.72,18.48,15.26,11.28
7/13/2012 18:00,26.73,26.24,26.21,24.86,21.65,18.54,15.26,11.28
7/13/2012 18:05,26.73,26.24,26.21,24.86,21.53,18.6,15.2,11.22
7/13/2012 18:10,26.73,26.24,26.21,24.99,21.47,18.54,15.26,11.15
7/13/2012 18:15,26.79,26.24,26.21,24.99,21.47,18.48,15.38,11.09
7/13/2012 18:20,26.79,26.24,26.21,24.99,21.47,18.28,15.45,11.15
7/13/2012 18:25,26.79,26.3,26.21,24.93,21.53,18.16,15.51,11.15
7/13/2012 18:30,26.79,26.3,26.21,24.86,21.59,18.09,15.63,11.09
7/13/2012 18:35,26.79,26.3,26.21,24.86,21.65,18.09,15.63,11.09
7/13/2012 18:40,26.79,26.3,26.21,24.8,21.72,18.22,15.7,11.15
7/13/2012 18:45,26.79,26.3,26.21,24.8,21.72,18.22,15.7,11.15
7/13/2012 18:50,26.79,26.3,26.21,24.8,21.72,18.22,15.63,11.22
7/13/2012 18:55,26.79,26.3,26.21,24.74,21.72,18.28,15.63,11.35
7/13/2012 19:00,26.85,26.3,26.21,24.74,21.72,18.35,15.57,11.35
7/13/2012 19:05,26.79,26.3,26.15,24.74,21.78,18.35,15.38,11.28
7/13/2012 19:10,26.79,26.24,26.21,24.74,21.72,18.42,15.32,11.22
7/13/2012 19:15,26.79,26.24,26.21,24.74,21.65,18.48,15.26,11.22
7/13/2012 19:20,26.79,26.24,26.21,24.8,21.53,18.48,15.26,11.22
7/13/2012 19:25,26.79,26.24,26.21,24.8,21.53,18.48,15.32,11.22
7/13/2012 19:30,26.79,26.24,26.21,24.86,21.53,18.42,15.38,11.15
7/13/2012 19:35,26.79,26.24,26.21,24.86,21.65,18.42,15.32,11.22
7/13/2012 19:40,26.79,26.24,26.21,24.86,21.65,18.42,15.32,11.22
7/13/2012 19:45,26.79,26.24,26.21,24.86,21.65,18.42,15.32,11.15
7/13/2012 19:50,26.79,26.24,26.21,24.86,21.65,18.42,15.38,11.15
7/13/2012 19:55,26.79,26.24,26.21,24.86,21.72,18.35,15.51,11.15
7/13/2012 20:00,26.73,26.24,26.21,24.86,21.78,18.28,15.45,11.15
7/13/2012 20:05,26.73,26.24,26.15,24.86,21.78,18.35,15.38,11.22
7/13/2012 20:10,26.73,26.24,26.15,24.86,21.72,18.42,15.38,11.15
7/13/2012 20:15,26.73,26.24,26.21,24.86,21.53,18.48,15.45,11.09
7/13/2012 20:20,26.73,26.24,26.21,24.86,21.47,18.48,15.51,11.09
7/13/2012 20:25,26.79,26.24,26.21,24.93,21.47,18.42,15.57,11.02
7/13/2012 20:30,26.79,26.24,26.21,24.99,21.47,18.42,15.57,11.15
7/13/2012 20:35,26.79,26.24,26.21,24.93,21.47,18.35,15.51,11.22
7/13/2012 20:40,26.85,26.24,26.21,24.93,21.53,18.28,15.51,11.35
7/13/2012 20:45,26.85,26.24,26.21,24.93,21.53,18.28,15.45,11.41
7/13/2012 20:50,26.79,26.24,26.21,24.93,21.59,18.28,15.38,11.47
7/13/2012 20:55,26.79,26.24,26.21,24.93,21.59,18.35,15.38,11.47
7/13/2012 21:00,26.79,26.24,26.21,24.86,21.59,18.42,15.38,11.35
7/13/2012 21:05,26.79,26.24,26.21,24.8,21.59,18.48,15.32,11.28
7/13/2012 21:10,26.79,26.24,26.21,24.8,21.65,18.54,15.26,11.35
7/13/2012 21:15,26.79,26.24,26.21,24.74,21.72,18.48,15.26,11.35
7/13/2012 21:20,26.79,26.24,26.27,24.8,21.65,18.48,15.32,11.28
7/13/2012 21:25,26.79,26.3,26.21,24.8,21.59,18.42,15.38,11.22
7/13/2012 21:30,26.79,26.3,26.27,24.86,21.53,18.42,15.51,11.09
7/13/2012 21:35,26.79,26.3,26.21,24.8,21.47,18.42,15.57,10.96
7/13/2012 21:40,26.79,26.24,26.21,24.86,21.47,18.42,15.51,10.96
7/13/2012 21:45,26.79,26.24,26.21,24.8,21.53,18.42,15.51,10.96
7/13/2012 21:50,26.73,26.24,26.21,24.74,21.59,18.42,15.45,11.02
7/13/2012 21:55,26.79,26.24,26.21,24.74,21.65,18.35,15.38,11.09
7/13/2012 22:00,26.79,26.24,26.21,24.74,21.72,18.35,15.38,11.15
7/13/2012 22:05,26.79,26.24,26.21,24.74,21.72,18.28,15.38,11.22
7/13/2012 22:10,26.79,26.24,26.21,24.8,21.65,18.28,15.38,11.28
7/13/2012 22:15,26.73,26.24,26.21,24.8,21.65,18.35,15.38,11.28
7/13/2012 22:20,26.73,26.24,26.21,24.8,21.59,18.35,15.45,11.35
7/13/2012 22:25,26.73,26.24,26.21,24.8,21.59,18.35,15.51,11.28
7/13/2012 22:30,26.79,26.24,26.27,24.74,21.59,18.28,15.51,11.22
7/13/2012 22:35,26.79,26.24,26.27,24.74,21.59,18.28,15.51,11.15
7/13/2012 22:40,26.79,26.24,26.27,24.74,21.59,18.28,15.51,11.15
7/13/2012 22:45,26.79,26.24,26.27,24.8,21.59,18.28,15.45,11.15
7/13/2012 22:50,26.73,26.24,26.27,24.8,21.59,18.28,15.51,11.15
7/13/2012 22:55,26.73,26.24,26.27,24.86,21.59,18.28,15.51,11.22
7/13/2012 23:00,26.73,26.24,26.27,24.86,21.53,18.28,15.51,11.28
7/13/2012 23:05,26.79,26.3,26.21,24.86,21.53,18.35,15.51,11.28
7/13/2012 23:10,26.79,26.3,26.27,24.86,21.59,18.42,15.51,11.28
7/13/2012 23:15,26.79,26.24,26.21,24.8,21.53,18.48,15.45,11.22
7/13/2012 23:20,26.79,26.24,26.21,24.8,21.53,18.54,15.45,11.22
7/13/2012 23:25,26.79,26.3,26.21,24.86,21.53,18.54,15.38,11.22
7/13/2012 23:30,26.79,26.24,26.21,24.86,21.59,18.54,15.26,11.15
7/13/2012 23:35,26.79,26.24,26.21,24.86,21.59,18.48,15.2,11.15
7/13/2012 23:40,26.79,26.24,26.21,24.86,21.59,18.48,15.2,11.15
7/13/2012 23:45,26.73,26.24,26.21,24.86,21.59,18.48,15.26,11.28
7/13/2012 23:50,26.73,26.24,26.21,24.86,21.59,18.42,15.32,11.28
7/13/2012 23:55,26.73,26.24,26.21,24.86,21.59,18.42,15.38,11.22
7/14/2012 0:00,26.73,26.24,26.21,24.86,21.59,18.42,15.38,11.28
7/14/2012 0:05,26.73,26.24,26.21,24.86,21.59,18.35,15.32,11.22
7/14/2012 0:10,26.73,26.24,26.21,24.86,21.59,18.42,15.32,11.22
7/14/2012 0:15,26.73,26.24,26.27,24.86,21.59,18.35,15.38,11.22
7/14/2012 0:20,26.73,26.24,26.21,24.86,21.59,18.35,15.45,11.22
7/14/2012 0:25,26.73,26.24,26.21,24.8,21.65,18.35,15.51,11.15
7/14/2012 0:30,26.73,26.24,26.27,24.8,21.65,18.28,15.51,11.15
7/14/2012 0:35,26.73,26.24,26.21,24.8,21.72,18.28,15.45,11.15
7/14/2012 0:40,26.73,26.24,26.21,24.8,21.65,18.28,15.45,11.15
7/14/2012 0:45,26.73,26.24,26.21,24.8,21.65,18.35,15.38,11.15
7/14/2012 0:50,26.73,26.24,26.21,24.86,21.65,18.35,15.45,11.15
7/14/2012 0:55,26.73,26.24,26.27,24.86,21.59,18.35,15.45,11.09
7/14/2012 1:00,26.67,26.24,26.21,24.86,21.59,18.35,15.45,11.15
7/14/2012 1:05,26.67,26.24,26.21,24.86,21.53,18.42,15.45,11.15
7/14/2012 1:10,26.73,26.24,26.27,24.86,21.53,18.42,15.45,11.15
7/14/2012 1:15,26.73,26.24,26.27,24.86,21.47,18.48,15.51,11.22
7/14/2012 1:20,26.73,26.24,26.27,24.86,21.47,18.48,15.51,11.22
7/14/2012 1:25,26.73,26.24,26.21,24.8,21.47,18.42,15.51,11.28
7/14/2012 1:30,26.79,26.24,26.27,24.8,21.53,18.35,15.45,11.28
7/14/2012 1:35,26.79,26.24,26.27,24.8,21.59,18.35,15.45,11.28
7/14/2012 1:40,26.73,26.24,26.27,24.8,21.59,18.35,15.38,11.22
7/14/2012 1:45,26.73,26.24,26.21,24.74,21.65,18.35,15.38,11.22
7/14/2012 1:50,26.73,26.24,26.21,24.74,21.59,18.35,15.45,11.22
7/14/2012 1:55,26.73,26.24,26.27,24.74,21.65,18.35,15.45,11.22
7/14/2012 2:00,26.73,26.24,26.27,24.74,21.65,18.28,15.45,11.22
7/14/2012 2:05,26.67,26.24,26.21,24.74,21.72,18.35,15.38,11.22
7/14/2012 2:10,26.67,26.24,26.27,24.74,21.65,18.35,15.45,11.22
7/14/2012 2:15,26.67,26.24,26.27,24.8,21.65,18.35,15.45,11.22
7/14/2012 2:20,26.67,26.24,26.27,24.74,21.65,18.42,15.45,11.22
7/14/2012 2:25,26.67,26.24,26.27,24.74,21.59,18.42,15.45,11.22
7/14/2012 2:30,26.67,26.24,26.27,24.74,21.65,18.35,15.45,11.22
7/14/2012 2:35,26.6,26.24,26.27,24.74,21.65,18.42,15.38,11.22
7/14/2012 2:40,26.6,26.24,26.27,24.8,21.65,18.42,15.45,11.22
7/14/2012 2:45,26.6,26.24,26.27,24.8,21.59,18.42,15.45,11.15
7/14/2012 2:50,26.6,26.24,26.27,24.86,21.59,18.35,15.45,11.22
7/14/2012 2:55,26.6,26.18,26.27,24.86,21.53,18.35,15.38,11.22
7/14/2012 3:00,26.6,26.24,26.27,24.86,21.53,18.35,15.38,11.22
7/14/2012 3:05,26.54,26.24,26.27,24.86,21.59,18.42,15.32,11.22
7/14/2012 3:10,26.54,26.18,26.27,24.86,21.53,18.48,15.32,11.22
7/14/2012 3:15,26.54,26.18,26.21,24.8,21.53,18.42,15.32,11.28
7/14/2012 3:20,26.48,26.24,26.27,24.8,21.53,18.48,15.38,11.28
7/14/2012 3:25,26.48,26.18,26.27,24.8,21.53,18.42,15.38,11.28
7/14/2012 3:30,26.48,26.24,26.27,24.8,21.53,18.48,15.38,11.22
7/14/2012 3:35,26.48,26.18,26.27,24.74,21.59,18.48,15.38,11.22
7/14/2012 3:40,26.48,26.24,26.27,24.74,21.53,18.48,15.45,11.22
7/14/2012 3:45,26.42,26.24,26.27,24.74,21.53,18.42,15.51,11.22
7/14/2012 3:50,26.42,26.24,26.27,24.68,21.53,18.35,15.51,11.15
7/14/2012 3:55,26.42,26.24,26.27,24.74,21.59,18.28,15.51,11.15
7/14/2012 4:00,26.42,26.24,26.27,24.74,21.59,18.35,15.51,11.15
7/14/2012 4:05,26.42,26.18,26.27,24.74,21.53,18.35,15.45,11.15
7/14/2012 4:10,26.42,26.18,26.52,24.8,21.53,18.42,15.51,11.15
7/14/2012 4:15,26.35,26.24,26.58,24.8,21.59,18.35,15.51,11.15
7/14/2012 4:20,26.35,26.24,26.65,24.74,21.59,18.35,15.51,11.15
7/14/2012 4:25,26.35,26.24,26.71,24.74,21.65,18.28,15.45,11.15
7/14/2012 4:30,26.35,26.18,26.9,24.8,21.59,18.28,15.51,11.15
7/14/2012 4:35,26.29,26.18,26.77,24.74,21.59,18.28,15.45,11.15
7/14/2012 4:40,26.29,26.18,26.77,24.8,21.59,18.35,15.45,11.22
7/14/2012 4:45,26.29,26.18,26.77,24.8,21.53,18.35,15.45,11.22
7/14/2012 4:50,26.29,26.18,26.77,24.8,21.53,18.35,15.45,11.22
7/14/2012 4:55,26.29,26.18,26.71,24.8,21.53,18.35,15.45,11.15
7/14/2012 5:00,26.23,26.18,26.77,24.8,21.59,18.35,15.51,11.15
7/14/2012 5:05,26.23,26.18,26.65,24.86,21.59,18.35,15.45,11.15
7/14/2012 5:10,26.23,26.11,26.83,24.8,21.59,18.35,15.51,11.15
7/14/2012 5:15,26.23,26.18,27.08,24.86,21.59,18.48,15.51,11.22
7/14/2012 5:20,26.23,26.11,27.02,24.8,21.59,18.48,15.51,11.22
7/14/2012 5:25,26.23,26.11,26.83,24.8,21.59,18.48,15.45,11.22
7/14/2012 5:30,26.17,26.11,27.02,24.74,21.59,18.42,15.51,11.22
7/14/2012 5:35,26.17,26.05,26.9,24.74,21.59,18.35,15.51,11.15
7/14/2012 5:40,26.17,26.05,27.15,24.74,21.65,18.35,15.57,11.15
7/14/2012 5:45,26.17,26.05,26.96,24.8,21.72,18.35,15.57,11.15
7/14/2012 5:50,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
7/14/2012 5:55,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
7/14/2012 6:00,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
7/14/2012 6:05,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
7/14/2012 6:10,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
7/14/2012 6:15,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
7/14/2012 6:20,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
7/14/2012 6:25,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
7/14/2012 6:30,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
7/14/2012 6:35,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
7/14/2012 6:40,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
7/14/2012 6:45,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
7/14/2012 6:50,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
7/14/2012 6:55,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
7/14/2012 7:00,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
7/14/2012 7:05,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
7/14/2012 7:10,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
7/14/2012 7:15,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
7/14/2012 7:20,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
7/14/2012 7:25,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
7/14/2012 7:30,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
7/14/2012 7:35,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
7/14/2012 7:40,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
7/14/2012 7:45,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
7/14/2012 7:50,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
7/14/2012 7:55,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
7/14/2012 8:00,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
7/14/2012 8:05,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
7/14/2012 8:10,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
7/14/2012 8:15,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
7/14/2012 8:20,25.98,25.93,26.83,24.86,21.59,18.42,15.57,11.15
7/14/2012 8:25,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
7/14/2012 8:30,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
7/14/2012 8:35,26.04,25.93,26.83,24.86,21.59,18.54,15.57,11.15
7/14/2012 8:40,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
7/14/2012 8:45,25.98,25.93,26.96,24.8,21.59,18.48,15.51,11.22
7/14/2012 8:50,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
7/14/2012 8:55,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
7/14/2012 9:00,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
7/14/2012 9:05,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
7/14/2012 9:10,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
7/14/2012 9:15,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
7/14/2012 9:20,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
7/14/2012 9:25,26.04,25.93,26.96,24.93,21.59,18.42,15.57,11.35
7/14/2012 9:30,25.98,25.86,27.08,24.93,21.59,18.35,15.63,11.28
7/14/2012 9:35,26.04,25.93,27.02,24.93,21.65,18.35,15.63,11.28
7/14/2012 9:40,26.04,25.93,26.96,24.93,21.65,18.35,15.63,11.22
7/14/2012 9:45,26.04,25.86,27.02,24.86,21.65,18.28,15.63,11.22
7/14/2012 9:50,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
7/14/2012 9:55,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
7/14/2012 10:00,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
7/14/2012 10:05,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
7/14/2012 10:10,26.1,25.93,27.08,24.99,21.59,18.42,15.63,11.22
7/14/2012 10:15,26.04,25.93,27.15,24.93,21.59,18.35,15.63,11.15
7/14/2012 10:20,26.04,25.93,27.15,24.99,21.59,18.28,15.63,11.22
7/14/2012 10:25,26.04,25.93,27.02,24.93,21.59,18.35,15.57,11.22
7/14/2012 10:30,26.04,25.93,27.08,24.86,21.59,18.42,15.51,11.22
7/14/2012 10:35,26.1,25.99,27.15,24.8,21.59,18.42,15.45,11.22
7/14/2012 10:40,26.1,26.05,27.21,24.74,21.59,18.48,15.51,11.22
7/14/2012 10:45,26.1,25.93,27.21,24.74,21.53,18.54,15.51,11.15
7/14/2012 10:50,26.17,25.99,27.21,24.8,21.59,18.48,15.51,11.22
7/14/2012 10:55,26.1,25.99,27.15,24.86,21.59,18.48,15.51,11.22
7/14/2012 11:00,26.17,25.99,27.15,24.93,21.59,18.48,15.57,11.22
7/14/2012 11:05,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
7/14/2012 11:10,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
7/14/2012 11:15,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
7/14/2012 11:20,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
7/14/2012 11:25,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
7/14/2012 11:30,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
7/14/2012 11:35,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
7/14/2012 11:40,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
7/14/2012 11:45,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
7/14/2012 11:50,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
7/14/2012 11:55,26.23,25.99,27.08,24.99,21.59,18.42,15.57,11.22
7/14/2012 12:00,26.23,25.99,27.21,24.99,21.53,18.35,15.7,11.22
7/14/2012 12:05,26.23,26.05,27.21,24.93,21.59,18.35,15.63,11.28
7/14/2012 12:10,26.23,26.05,27.21,24.8,21.59,18.35,15.57,11.28
7/14/2012 12:15,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
7/14/2012 12:20,26.29,26.11,27.15,24.74,21.65,18.42,15.57,11.22
7/14/2012 12:25,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
7/14/2012 12:30,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
7/14/2012 12:35,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
7/14/2012 12:40,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
7/14/2012 12:45,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
7/14/2012 12:50,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
7/14/2012 12:55,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
7/14/2012 13:00,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
7/14/2012 13:05,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
7/14/2012 13:10,26.42,26.18,27.15,25.05,21.53,18.42,15.7,11.22
7/14/2012 13:15,26.35,26.11,27.21,25.05,21.53,18.35,15.63,11.22
7/14/2012 13:20,26.42,26.11,27.21,24.99,21.53,18.42,15.57,11.22
7/14/2012 13:25,26.42,26.11,27.21,24.99,21.59,18.42,15.63,11.28
7/14/2012 13:30,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
7/14/2012 13:35,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
7/14/2012 13:40,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
7/14/2012 13:45,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
7/14/2012 13:50,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
7/14/2012 13:55,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
7/14/2012 14:00,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
7/14/2012 14:05,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
7/14/2012 14:10,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
7/14/2012 14:15,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
7/14/2012 14:20,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
7/14/2012 14:25,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
7/14/2012 14:30,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
7/14/2012 14:35,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
7/14/2012 14:40,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
7/14/2012 14:45,26.48,26.18,27.08,24.99,21.78,18.42,15.57,11.28
7/14/2012 14:50,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
7/14/2012 14:55,26.42,26.11,26.9,24.99,21.65,18.48,15.57,11.28
7/14/2012 15:00,26.42,26.11,27.15,24.99,21.65,18.48,15.63,11.28
7/14/2012 15:05,26.42,26.11,27.08,24.99,21.65,18.48,15.63,11.28
7/14/2012 15:10,26.35,26.11,27.15,24.93,21.72,18.42,15.57,11.35
7/14/2012 15:15,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
7/14/2012 15:20,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
7/14/2012 15:25,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
7/14/2012 15:30,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
7/14/2012 15:35,26.48,26.18,27.27,24.86,21.65,18.54,15.63,11.35
7/14/2012 15:40,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
7/14/2012 15:45,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
7/14/2012 15:50,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
7/14/2012 15:55,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
7/14/2012 16:00,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
7/14/2012 16:05,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
7/14/2012 16:10,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
7/14/2012 16:15,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
7/14/2012 16:20,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
7/14/2012 16:25,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
7/14/2012 16:30,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
7/14/2012 16:35,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
7/14/2012 16:40,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
7/14/2012 16:45,26.54,26.24,27.21,24.93,21.65,18.73,15.51,11.35
7/14/2012 16:50,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
7/14/2012 16:55,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
7/14/2012 17:00,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
7/14/2012 17:05,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
7/14/2012 17:10,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
7/14/2012 17:15,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
7/14/2012 17:20,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
7/14/2012 17:25,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
7/14/2012 17:30,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
7/14/2012 17:35,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
7/14/2012 17:40,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
7/14/2012 17:45,26.54,26.24,27.15,24.93,21.72,18.54,15.63,11.02
7/14/2012 17:50,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
7/14/2012 17:55,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
7/14/2012 18:00,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
7/14/2012 18:05,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
7/14/2012 18:10,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
7/14/2012 18:15,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
7/14/2012 18:20,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
7/14/2012 18:25,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
7/14/2012 18:30,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
7/14/2012 18:35,26.6,26.24,27.33,24.99,21.78,18.42,15.63,11.09
7/14/2012 18:40,26.6,26.3,27.39,24.99,21.78,18.48,15.7,11.15
