Date,Time,AirTemp,WindSpeed,PAR
2012-05-27,15:40,23.256,3.34,728.7
2012-05-27,15:45,23.545,2.6,1478.7
2012-05-27,15:50,23.328,3.34,1393.7
2012-05-27,15:55,23.16,3.34,646.2
2012-05-27,16:00,23.184,2.78,1328.7
2012-05-27,16:05,23.376,2.41,1253.7
2012-05-27,16:10,23.472,2.97,936.2
2012-05-27,16:15,23.545,2.78,1033.7
2012-05-27,16:20,23.593,2.41,1078.7
2012-05-27,16:25,23.208,3.34,766.2
2012-05-27,16:30,23.232,2.6,878.7
2012-05-27,16:35,23.448,2.97,1211.2
2012-05-27,16:40,23.761,2.6,1093.7
2012-05-27,16:45,23.665,2.97,1158.7
2012-05-27,16:50,23.833,2.41,996.2
2012-05-27,16:55,23.472,3.15,548.7
2012-05-27,17:00,23.569,2.04,963.7
2012-05-27,17:05,23.761,1.86,896.2
2012-05-27,17:10,23.689,1.86,546.2
2012-05-27,17:15,23.713,2.04,616.2
2012-05-27,17:20,23.376,2.04,456.2
2012-05-27,17:25,23.4,1.67,461.2
2012-05-27,17:30,23.448,1.86,581.2
2012-05-27,17:35,23.521,1.86,676.2
2012-05-27,17:40,23.857,2.23,858.7
2012-05-27,17:45,23.689,2.04,476.2
2012-05-27,17:50,23.521,2.04,356.2
2012-05-27,17:55,23.569,1.86,478.7
2012-05-27,18:00,23.304,1.67,446.2
2012-05-27,18:05,23.352,1.67,553.7
2012-05-27,18:10,23.352,1.3,353.7
2012-05-27,18:15,23.184,1.48,248.7
2012-05-27,18:20,23.232,1.48,376.2
2012-05-27,18:25,23.328,1.3,268.7
2012-05-27,18:30,23.256,1.3,181.2
2012-05-27,18:35,23.256,1.3,161.2
2012-05-27,18:40,23.4,1.3,151.2
2012-05-27,18:45,23.521,1.11,178.7
2012-05-27,18:50,23.833,1.11,363.7
2012-05-27,18:55,24.267,1.67,398.7
2012-05-27,19:00,24.46,1.67,333.7
2012-05-27,19:05,24.436,2.04,263.7
2012-05-27,19:10,24.363,1.67,261.2
2012-05-27,19:15,24.219,1.86,246.2
2012-05-27,19:20,23.978,1.67,193.7
2012-05-27,19:25,23.881,2.23,183.7
2012-05-27,19:30,23.857,1.86,141.2
2012-05-27,19:35,23.713,1.3,138.7
2012-05-27,19:40,23.593,1.67,116.2
2012-05-27,19:45,23.497,1.48,83.7
2012-05-27,19:50,23.304,1.48,63.7
2012-05-27,19:55,23.064,0.93,43.7
2012-05-27,20:00,22.872,1.48,28.7
2012-05-27,20:05,22.633,1.3,23.7
2012-05-27,20:10,22.513,0.93,18.7
2012-05-27,20:15,22.25,0.56,16.2
2012-05-27,20:20,22.178,0.74,11.2
2012-05-27,20:25,22.106,0.93,8.7
2012-05-27,20:30,21.867,0.74,8.7
2012-05-27,20:35,21.795,0.74,6.2
2012-05-27,20:40,21.437,0.19,3.7
2012-05-27,20:45,21.223,0.19,1.2
2012-05-27,20:50,21.151,0.37,1.2
2012-05-27,20:55,21.032,0.19,1.2
2012-05-27,21:00,20.865,0.19,1.2
2012-05-27,21:05,20.96,0.37,1.2
2012-05-27,21:10,20.77,0.19,1.2
2012-05-27,21:15,21.008,0.56,1.2
2012-05-27,21:20,20.793,0.37,1.2
2012-05-27,21:25,20.817,0.56,1.2
2012-05-27,21:30,20.603,0.37,1.2
2012-05-27,21:35,20.603,0.74,1.2
2012-05-27,21:40,20.627,0.93,1.2
2012-05-27,21:45,20.603,1.11,1.2
2012-05-27,21:50,20.579,1.11,1.2
2012-05-27,21:55,20.555,0.93,1.2
2012-05-27,22:00,20.484,1.3,1.2
2012-05-27,22:05,20.484,1.3,1.2
2012-05-27,22:10,20.388,1.11,1.2
2012-05-27,22:15,20.317,0.56,1.2
2012-05-27,22:20,20.317,0.74,1.2
2012-05-27,22:25,20.341,0.74,1.2
2012-05-27,22:30,20.269,0.74,1.2
2012-05-27,22:35,20.246,1.11,1.2
2012-05-27,22:40,20.269,0.93,1.2
2012-05-27,22:45,20.246,0.93,1.2
2012-05-27,22:50,20.341,0.93,1.2
2012-05-27,22:55,20.412,1.11,1.2
2012-05-27,23:00,20.507,1.48,1.2
2012-05-27,23:05,20.484,0.74,1.2
2012-05-27,23:10,20.46,0.74,1.2
2012-05-27,23:15,20.484,0.93,1.2
2012-05-27,23:20,20.484,0.93,1.2
2012-05-27,23:25,20.412,0.56,1.2
2012-05-27,23:30,20.436,0.56,1.2
2012-05-27,23:35,20.388,0.56,1.2
2012-05-27,23:40,20.412,0.74,1.2
2012-05-27,23:45,20.412,0.93,1.2
2012-05-27,23:50,20.365,0.93,1.2
2012-05-27,23:55,20.412,0.74,1.2
2012-05-28,00:00,20.484,0.74,1.2
2012-05-28,00:05,20.579,0.93,1.2
2012-05-28,00:10,20.77,1.3,1.2
2012-05-28,00:15,20.865,1.3,1.2
2012-05-28,00:20,21.008,1.67,1.2
2012-05-28,00:25,21.032,1.67,1.2
2012-05-28,00:30,21.294,1.48,1.2
2012-05-28,00:35,21.342,1.48,1.2
2012-05-28,00:40,21.676,2.04,1.2
2012-05-28,00:45,21.987,2.04,1.2
2012-05-28,00:50,22.561,2.78,1.2
2012-05-28,00:55,22.681,3.15,1.2
2012-05-28,01:00,22.561,2.97,1.2
2012-05-28,01:05,22.489,2.97,1.2
2012-05-28,01:10,22.298,2.78,1.2
2012-05-28,01:15,22.106,2.78,1.2
2012-05-28,01:20,21.963,2.04,1.2
2012-05-28,01:25,21.867,2.23,1.2
2012-05-28,01:30,21.724,2.6,1.2
2012-05-28,01:35,21.509,1.48,1.2
2012-05-28,01:40,21.485,2.23,1.2
2012-05-28,01:45,21.413,2.23,1.2
2012-05-28,01:50,21.318,2.23,1.2
2012-05-28,01:55,21.223,1.67,1.2
2012-05-28,02:00,21.199,1.67,1.2
2012-05-28,02:05,21.223,2.04,1.2
2012-05-28,02:10,21.366,2.41,1.2
2012-05-28,02:15,21.485,2.04,1.2
2012-05-28,02:20,21.581,1.67,1.2
2012-05-28,02:25,21.652,1.67,1.2
2012-05-28,02:30,21.772,1.86,1.2
2012-05-28,02:35,22.082,2.23,1.2
2012-05-28,02:40,22.082,1.86,1.2
2012-05-28,02:45,22.154,2.23,1.2
2012-05-28,02:50,22.13,1.67,1.2
2012-05-28,02:55,22.034,1.67,1.2
2012-05-28,03:00,22.106,1.67,1.2
2012-05-28,03:05,22.082,1.67,1.2
2012-05-28,03:10,22.082,2.23,1.2
2012-05-28,03:15,21.987,2.04,1.2
2012-05-28,03:20,21.915,2.23,1.2
2012-05-28,03:25,21.915,1.67,1.2
2012-05-28,03:30,21.772,1.67,1.2
2012-05-28,03:35,21.772,2.23,1.2
2012-05-28,03:40,21.581,2.04,1.2
2012-05-28,03:45,21.557,1.67,1.2
2012-05-28,03:50,21.437,1.86,1.2
2012-05-28,03:55,21.318,1.67,1.2
2012-05-28,04:00,21.27,1.86,1.2
2012-05-28,04:05,21.151,1.48,1.2
2012-05-28,04:10,21.079,1.67,1.2
2012-05-28,04:15,21.056,1.86,1.2
2012-05-28,04:20,20.889,1.48,1.2
2012-05-28,04:25,20.817,1.3,1.2
2012-05-28,04:30,20.817,1.67,1.2
2012-05-28,04:35,20.722,1.48,1.2
2012-05-28,04:40,20.722,1.3,1.2
2012-05-28,04:45,20.698,1.67,1.2
2012-05-28,04:50,20.555,1.3,1.2
2012-05-28,04:55,20.436,0.74,1.2
2012-05-28,05:00,20.46,1.3,1.2
2012-05-28,05:05,20.531,1.67,1.2
2012-05-28,05:10,20.388,1.48,3.7
2012-05-28,05:15,20.341,1.67,6.2
2012-05-28,05:20,20.269,1.67,11.2
2012-05-28,05:25,20.246,1.67,18.7
2012-05-28,05:30,20.222,1.86,28.7
2012-05-28,05:35,20.222,2.04,38.7
2012-05-28,05:40,20.15,1.67,48.7
2012-05-28,05:45,20.126,1.48,58.7
2012-05-28,05:50,20.055,1.48,71.2
2012-05-28,05:55,20.031,1.48,86.2
2012-05-28,06:00,20.055,1.86,98.7
2012-05-28,06:05,20.031,1.86,108.7
2012-05-28,06:10,20.079,1.3,118.7
2012-05-28,06:15,20.174,1.48,143.7
2012-05-28,06:20,20.198,1.86,106.2
2012-05-28,06:25,20.126,1.86,81.2
2012-05-28,06:30,20.055,1.86,73.7
2012-05-28,06:35,19.936,1.48,51.2
2012-05-28,06:40,19.817,1.11,36.2
2012-05-28,06:45,19.674,1.48,28.7
2012-05-28,06:50,19.27,1.48,33.7
2012-05-28,06:55,18.961,1.11,38.7
2012-05-28,07:00,18.842,1.48,78.7
2012-05-28,07:05,18.771,1.3,118.7
2012-05-28,07:10,18.747,1.3,128.7
2012-05-28,07:15,18.699,1.11,163.7
2012-05-28,07:20,18.723,1.48,193.7
2012-05-28,07:25,18.747,1.3,171.2
2012-05-28,07:30,18.747,0.93,261.2
2012-05-28,07:35,19.056,1.11,636.2
2012-05-28,07:40,19.341,1.48,531.2
2012-05-28,07:45,19.246,2.04,423.7
2012-05-28,07:50,19.413,1.48,398.7
2012-05-28,07:55,19.246,1.86,471.2
2012-05-28,08:00,19.555,1.11,536.2
2012-05-28,08:05,19.46,1.67,478.7
2012-05-28,08:10,19.389,2.04,346.2
2012-05-28,08:15,19.555,1.86,366.2
2012-05-28,08:20,19.722,1.86,436.2
2012-05-28,08:25,19.936,1.11,453.7
2012-05-28,08:30,20.15,1.48,511.2
2012-05-28,08:35,20.198,1.67,621.2
2012-05-28,08:40,20.65,1.86,458.7
2012-05-28,08:45,20.412,2.6,626.2
2012-05-28,08:50,20.531,2.04,601.2
2012-05-28,08:55,20.65,2.6,1051.2
2012-05-28,09:00,20.722,2.23,1501.2
2012-05-28,09:05,21.151,2.6,923.7
2012-05-28,09:10,21.103,2.04,1151.2
2012-05-28,09:15,20.936,2.6,691.2
2012-05-28,09:20,20.936,2.41,536.2
2012-05-28,09:25,21.056,2.23,803.7
2012-05-28,09:30,21.056,2.23,568.7
2012-05-28,09:35,21.413,2.23,1418.7
2012-05-28,09:40,21.819,2.97,1258.7
2012-05-28,09:45,22.537,2.23,1386.2
2012-05-28,09:50,22.585,2.6,1408.7
2012-05-28,09:55,22.465,2.78,1326.2
2012-05-28,10:00,22.657,2.78,1256.2
2012-05-28,10:05,22.824,2.41,1446.2
2012-05-28,10:10,23.088,2.78,1481.2
2012-05-28,10:15,23.256,2.78,1496.2
2012-05-28,10:20,23.136,3.34,1513.7
2012-05-28,10:25,23.256,3.15,1283.7
2012-05-28,10:30,23.448,2.41,1588.7
2012-05-28,10:35,23.28,2.41,1703.7
2012-05-28,10:40,23.617,1.86,553.7
2012-05-28,10:45,23.497,2.41,1796.2
2012-05-28,10:50,23.617,2.41,1951.2
2012-05-28,10:55,23.448,2.41,461.2
2012-05-28,11:00,23.16,1.86,406.2
2012-05-28,11:05,23.04,2.23,1731.2
2012-05-28,11:10,23.545,2.6,1833.7
2012-05-28,11:15,23.761,2.23,1726.2
2012-05-28,11:20,23.785,2.41,418.7
2012-05-28,11:25,23.569,2.78,563.7
2012-05-28,11:30,23.954,2.04,1898.7
2012-05-28,11:35,24.219,2.41,1228.7
2012-05-28,11:40,24.026,2.04,613.7
2012-05-28,11:45,23.905,2.23,2023.7
2012-05-28,11:50,23.833,2.41,706.2
2012-05-28,11:55,24.002,2.41,608.7
2012-05-28,12:00,24.098,2.78,1926.2
2012-05-28,12:05,24.339,2.41,613.7
2012-05-28,12:10,23.978,2.41,746.2
2012-05-28,12:15,24.002,1.86,738.7
2012-05-28,12:20,24.315,2.04,2411.2
2012-05-28,12:25,24.026,2.97,631.2
2012-05-28,12:30,23.881,2.41,803.7
2012-05-28,12:35,24.388,2.6,871.2
2012-05-28,12:40,23.881,2.23,658.7
2012-05-28,12:45,21.39,2.41,418.7
2012-05-28,12:50,20.96,2.04,386.2
2012-05-28,12:55,20.341,1.86,528.7
2012-05-28,13:00,20.246,2.04,593.7
2012-05-28,13:05,20.507,1.67,926.2
2012-05-28,13:10,20.817,2.6,1041.2
2012-05-28,13:15,20.96,1.86,911.2
2012-05-28,13:20,20.627,2.41,696.2
2012-05-28,13:25,20.341,2.6,1123.7
2012-05-28,13:30,20.722,1.86,2178.7
2012-05-28,13:35,20.96,2.04,1961.2
2012-05-28,13:40,21.342,2.23,1881.2
2012-05-28,13:45,21.246,2.23,1841.2
2012-05-28,13:50,21.724,2.41,596.2
2012-05-28,13:55,22.034,1.86,2138.7
2012-05-28,14:00,21.987,2.04,1278.7
2012-05-28,14:05,21.843,2.41,891.2
2012-05-28,14:10,21.915,1.86,2443.7
2012-05-28,14:15,21.867,1.67,2276.2
2012-05-28,14:20,22.058,1.86,1011.2
2012-05-28,14:25,21.915,2.04,996.2
2012-05-28,14:30,22.13,2.41,1621.2
2012-05-28,14:35,22.274,1.67,1931.2
2012-05-28,14:40,21.939,2.41,1871.2
2012-05-28,14:45,22.154,2.41,1066.2
2012-05-28,14:50,22.13,2.41,1308.7
2012-05-28,14:55,22.441,2.23,1628.7
2012-05-28,15:00,22.633,1.67,1668.7
2012-05-28,15:05,22.513,1.67,1636.2
2012-05-28,15:10,22.729,2.6,1568.7
2012-05-28,15:15,22.848,2.6,1553.7
2012-05-28,15:20,22.92,1.86,1558.7
2012-05-28,15:25,23.112,1.86,1561.2
2012-05-28,15:30,23.256,2.04,696.2
2012-05-28,15:35,23.256,1.86,576.2
2012-05-28,15:40,23.328,2.41,1218.7
2012-05-28,15:45,23.376,2.41,1738.7
2012-05-28,15:50,23.521,2.23,561.2
2012-05-28,15:55,23.545,1.86,1591.2
2012-05-28,16:00,23.112,2.04,591.2
2012-05-28,16:05,23.521,1.86,1481.2
2012-05-28,16:10,23.857,1.67,1456.2
2012-05-28,16:15,23.665,1.67,438.7
2012-05-28,16:20,23.352,1.48,611.2
2012-05-28,16:25,23.737,2.04,1183.7
2012-05-28,16:30,23.713,1.67,698.7
2012-05-28,16:35,23.4,2.23,1428.7
2012-05-28,16:40,23.497,2.04,463.7
2012-05-28,16:45,23.208,2.41,398.7
2012-05-28,16:50,23.28,1.3,1448.7
2012-05-28,16:55,24.219,1.67,1378.7
2012-05-28,17:00,23.737,2.04,413.7
2012-05-28,17:05,23.641,2.04,1301.2
2012-05-28,17:10,24.219,2.04,1183.7
2012-05-28,17:15,23.881,1.11,368.7
2012-05-28,17:20,23.4,1.48,773.7
2012-05-28,17:25,23.304,1.48,288.7
2012-05-28,17:30,23.256,1.11,1168.7
2012-05-28,17:35,23.978,1.67,963.7
2012-05-28,17:40,23.376,1.86,513.7
2012-05-28,17:45,22.944,0.93,191.2
2012-05-28,17:50,22.298,1.11,173.7
2012-05-28,17:55,22.489,1.86,886.2
2012-05-28,18:00,22.848,1.67,758.7
2012-05-28,18:05,22.441,1.86,218.7
2012-05-28,18:10,22.034,1.48,298.7
2012-05-28,18:15,21.819,1.11,223.7
2012-05-28,18:20,21.628,1.67,223.7
2012-05-28,18:25,21.652,1.67,626.2
2012-05-28,18:30,21.7,1.11,208.7
2012-05-28,18:35,21.318,1.48,173.7
2012-05-28,18:40,21.175,1.86,496.2
2012-05-28,18:45,22.729,0.56,503.7
2012-05-28,18:50,22.011,1.48,438.7
2012-05-28,18:55,21.987,1.67,413.7
2012-05-28,19:00,22.106,1.48,388.7
2012-05-28,19:05,21.915,1.67,353.7
2012-05-28,19:10,22.13,0.93,326.2
2012-05-28,19:15,21.342,1.48,281.2
2012-05-28,19:20,20.698,1.3,226.2
2012-05-28,19:25,20.269,1.48,128.7
2012-05-28,19:30,20.103,1.86,98.7
2012-05-28,19:35,20.031,1.48,88.7
2012-05-28,19:40,19.984,1.3,108.7
2012-05-28,19:45,19.96,0.37,91.2
2012-05-28,19:50,19.865,0.74,76.2
2012-05-28,19:55,19.603,0.93,58.7
2012-05-28,20:00,19.389,0.56,36.2
2012-05-28,20:05,19.103,0.37,26.2
2012-05-28,20:10,17.891,1.3,21.2
2012-05-28,20:15,18.176,0.56,13.7
2012-05-28,20:20,18.39,0.93,11.2
2012-05-28,20:25,18.533,1.3,8.7
2012-05-28,20:30,18.628,1.3,6.2
2012-05-28,20:35,18.557,1.11,6.2
2012-05-28,20:40,18.438,1.3,3.7
2012-05-28,20:45,18.343,1.11,1.2
2012-05-28,20:50,18.247,1.67,1.2
2012-05-28,20:55,17.058,2.23,1.2
2012-05-28,21:00,16.415,1.86,1.2
2012-05-28,21:05,15.103,2.6,1.2
2012-05-28,21:10,14.05,1.86,1.2
2012-05-28,21:15,13.666,1.67,1.2
2012-05-28,21:20,13.618,0.93,1.2
2012-05-28,21:25,13.546,0.74,1.2
2012-05-28,21:30,13.57,1.11,1.2
2012-05-28,21:35,13.57,0.93,1.2
2012-05-28,21:40,13.353,1.48,1.2
2012-05-28,21:45,13.305,1.86,1.2
2012-05-28,21:50,13.401,0.74,1.2
2012-05-28,21:55,13.425,0.56,1.2
2012-05-28,22:00,13.449,0.56,1.2
2012-05-28,22:05,13.185,1.3,1.2
2012-05-28,22:10,13.233,0.93,1.2
2012-05-28,22:15,13.137,1.3,1.2
2012-05-28,22:20,13.112,1.3,1.2
2012-05-28,22:25,13.209,0.93,1.2
2012-05-28,22:30,13.449,1.3,1.2
2012-05-28,22:35,13.329,0.56,1.2
2012-05-28,22:40,13.377,0.56,1.2
2012-05-28,22:45,13.233,1.3,1.2
2012-05-28,22:50,13.473,0.93,1.2
2012-05-28,22:55,13.449,1.11,1.2
2012-05-28,23:00,13.425,0.74,1.2
2012-05-28,23:05,13.642,0.74,1.2
2012-05-28,23:10,13.906,0.56,1.2
2012-05-28,23:15,13.666,0.74,1.2
2012-05-28,23:20,13.738,0.56,1.2
2012-05-28,23:25,13.786,0.37,1.2
2012-05-28,23:30,14.098,0.37,1.2
2012-05-28,23:35,13.906,0.56,1.2
2012-05-28,23:40,13.93,0.74,1.2
2012-05-28,23:45,14.074,0.56,1.2
2012-05-28,23:50,14.002,0.56,1.2
2012-05-28,23:55,13.906,0.74,1.2
2012-05-29,00:00,14.002,0.37,1.2
2012-05-29,00:05,13.858,0.74,1.2
2012-05-29,00:10,13.786,0.74,1.2
2012-05-29,00:15,13.738,1.11,1.2
2012-05-29,00:20,13.69,0.74,1.2
2012-05-29,00:25,13.546,0.56,1.2
2012-05-29,00:30,13.69,1.11,1.2
2012-05-29,00:35,13.57,1.67,1.2
2012-05-29,00:40,13.594,1.48,1.2
2012-05-29,00:45,13.425,1.11,1.2
2012-05-29,00:50,13.281,0.93,1.2
2012-05-29,00:55,13.305,1.48,1.2
2012-05-29,01:00,13.112,1.3,1.2
2012-05-29,01:05,13.088,1.3,1.2
2012-05-29,01:10,13.04,1.3,1.2
2012-05-29,01:15,12.992,1.11,1.2
2012-05-29,01:20,12.751,1.3,1.2
2012-05-29,01:25,12.727,1.3,1.2
2012-05-29,01:30,12.606,0.93,1.2
2012-05-29,01:35,12.654,0.56,1.2
2012-05-29,01:40,12.509,0.74,1.2
2012-05-29,01:45,12.389,1.11,1.2
2012-05-29,01:50,12.34,0.93,1.2
2012-05-29,01:55,12.195,0.93,1.2
2012-05-29,02:00,12.122,1.3,1.2
2012-05-29,02:05,12.05,0.74,1.2
2012-05-29,02:10,11.904,1.11,1.2
2012-05-29,02:15,11.807,1.11,1.2
2012-05-29,02:20,11.807,1.11,1.2
2012-05-29,02:25,11.662,0.93,1.2
2012-05-29,02:30,11.734,0.74,1.2
2012-05-29,02:35,11.71,1.11,1.2
2012-05-29,02:40,11.54,1.11,1.2
2012-05-29,02:45,11.37,0.74,1.2
2012-05-29,02:50,11.273,0.56,1.2
2012-05-29,02:55,11.273,0.37,1.2
2012-05-29,03:00,11.102,0.56,1.2
2012-05-29,03:05,11.078,0.37,1.2
2012-05-29,03:10,11.127,0.37,1.2
2012-05-29,03:15,10.98,0.37,1.2
2012-05-29,03:20,10.932,0.37,1.2
2012-05-29,03:25,10.858,0.56,1.2
2012-05-29,03:30,10.907,0.37,1.2
2012-05-29,03:35,11.078,0.56,1.2
2012-05-29,03:40,11.248,0.56,1.2
2012-05-29,03:45,11.419,0.37,1.2
2012-05-29,03:50,11.346,0.19,1.2
2012-05-29,03:55,11.54,0.19,1.2
2012-05-29,04:00,11.637,0.19,1.2
2012-05-29,04:05,11.759,0.19,1.2
2012-05-29,04:10,11.613,0.56,1.2
2012-05-29,04:15,11.589,0.37,1.2
2012-05-29,04:20,11.467,0.56,1.2
2012-05-29,04:25,11.492,0.19,1.2
2012-05-29,04:30,11.492,0.37,1.2
2012-05-29,04:35,11.54,0.19,1.2
2012-05-29,04:40,11.492,0.37,1.2
2012-05-29,04:45,11.54,0.37,1.2
2012-05-29,04:50,11.443,0.37,1.2
2012-05-29,04:55,11.734,0.56,1.2
2012-05-29,05:00,11.759,0.19,1.2
2012-05-29,05:05,11.492,0.74,1.2
2012-05-29,05:10,11.686,0.37,1.2
2012-05-29,05:15,11.686,0.19,1.2
2012-05-29,05:20,11.613,0.56,1.2
2012-05-29,05:25,11.589,0.56,3.7
2012-05-29,05:30,11.565,0.56,3.7
2012-05-29,05:35,11.492,0.74,3.7
2012-05-29,05:40,11.589,1.11,3.7
2012-05-29,05:45,11.637,0.56,3.7
2012-05-29,05:50,11.492,0.56,6.2
2012-05-29,05:55,11.589,0.56,11.2
2012-05-29,06:00,11.248,0.93,13.7
2012-05-29,06:05,11.175,1.11,11.2
2012-05-29,06:10,11.224,1.3,13.7
2012-05-29,06:15,11.102,0.93,26.2
2012-05-29,06:20,11.053,0.93,36.2
2012-05-29,06:25,10.956,0.56,36.2
2012-05-29,06:30,10.932,0.56,51.2
2012-05-29,06:35,10.932,0.19,61.2
2012-05-29,06:40,10.858,0.56,106.2
2012-05-29,06:45,10.81,0.74,158.7
2012-05-29,06:50,11.151,0.56,183.7
2012-05-29,06:55,11.029,0.37,193.7
2012-05-29,07:00,11.394,0.74,191.2
2012-05-29,07:05,11.394,0.74,246.2
2012-05-29,07:10,11.613,0.56,248.7
2012-05-29,07:15,12.122,0.56,596.2
2012-05-29,07:20,12.727,0.74,511.2
2012-05-29,07:25,12.122,0.93,331.2
2012-05-29,07:30,12.001,1.3,291.2
2012-05-29,07:35,12.219,0.93,318.7
2012-05-29,07:40,12.025,1.11,256.2
2012-05-29,07:45,12.098,0.93,251.2
2012-05-29,07:50,12.147,0.93,293.7
2012-05-29,07:55,12.485,0.56,273.7
2012-05-29,08:00,12.122,0.93,303.7
2012-05-29,08:05,12.34,1.3,423.7
2012-05-29,08:10,12.558,0.93,523.7
2012-05-29,08:15,12.63,1.3,463.7
2012-05-29,08:20,12.485,1.11,481.2
2012-05-29,08:25,12.461,1.3,523.7
2012-05-29,08:30,12.606,1.3,536.2
2012-05-29,08:35,12.461,1.48,423.7
2012-05-29,08:40,12.364,1.67,338.7
2012-05-29,08:45,12.437,1.48,376.2
2012-05-29,08:50,12.413,1.67,413.7
2012-05-29,08:55,12.799,0.93,391.2
2012-05-29,09:00,12.582,1.3,383.7
2012-05-29,09:05,12.413,1.67,443.7
2012-05-29,09:10,12.654,1.11,431.2
2012-05-29,09:15,12.654,1.48,416.2
2012-05-29,09:20,12.485,1.67,496.2
2012-05-29,09:25,12.558,1.48,493.7
2012-05-29,09:30,12.654,1.48,541.2
2012-05-29,09:35,12.775,1.67,513.7
2012-05-29,09:40,12.968,1.48,568.7
2012-05-29,09:45,12.678,2.23,511.2
2012-05-29,09:50,12.896,2.04,1928.7
2012-05-29,09:55,13.522,1.67,1556.2
2012-05-29,10:00,13.69,1.67,2158.7
2012-05-29,10:05,13.57,2.6,356.2
2012-05-29,10:10,13.161,2.04,153.7
2012-05-29,10:15,12.775,2.23,516.2
2012-05-29,10:20,13.233,1.3,811.2
2012-05-29,10:25,13.329,2.23,933.7
2012-05-29,10:30,13.714,2.04,563.7
2012-05-29,10:35,13.57,2.04,578.7
2012-05-29,10:40,13.233,1.67,186.2
2012-05-29,10:45,10.198,3.71,343.7
2012-05-29,10:50,9.903,2.78,606.2
2012-05-29,10:55,10.369,1.48,801.2
2012-05-29,11:00,11.005,1.3,1273.7
2012-05-29,11:05,11.54,1.48,1946.2
2012-05-29,11:10,11.807,2.04,1831.2
2012-05-29,11:15,12.074,2.23,1731.2
2012-05-29,11:20,12.654,2.41,2088.7
2012-05-29,11:25,13.064,2.78,816.2
2012-05-29,11:30,12.992,2.78,1861.2
2012-05-29,11:35,13.449,2.97,1668.7
2012-05-29,11:40,13.064,2.97,296.2
2012-05-29,11:45,12.025,2.41,538.7
2012-05-29,11:50,11.832,2.23,648.7
2012-05-29,11:55,12.654,2.78,1983.7
2012-05-29,12:00,13.281,3.15,1983.7
2012-05-29,12:05,13.522,2.6,948.7
2012-05-29,12:10,13.209,3.53,2303.7
2012-05-29,12:15,13.834,3.53,848.7
2012-05-29,12:20,13.377,3.53,1878.7
2012-05-29,12:25,13.858,3.15,1458.7
2012-05-29,12:30,13.882,2.6,796.2
2012-05-29,12:35,13.281,3.34,771.2
2012-05-29,12:40,13.594,2.6,543.7
2012-05-29,12:45,12.316,3.9,636.2
2012-05-29,12:50,12.219,2.97,973.7
2012-05-29,12:55,12.461,2.41,866.2
2012-05-29,13:00,12.122,3.15,798.7
2012-05-29,13:05,11.516,2.78,416.2
2012-05-29,13:10,11.151,2.41,388.7
2012-05-29,13:15,11.151,2.04,486.2
2012-05-29,13:20,11.248,2.41,1138.7
2012-05-29,13:25,11.929,1.86,723.7
2012-05-29,13:30,12.896,1.67,2093.7
2012-05-29,13:35,12.799,3.15,908.7
2012-05-29,13:40,13.016,2.97,2346.2
2012-05-29,13:45,13.666,2.6,2063.7
2012-05-29,13:50,13.666,2.97,1896.2
2012-05-29,13:55,13.786,2.97,2203.7
2012-05-29,14:00,14.098,2.97,2253.7
2012-05-29,14:05,14.146,2.41,2331.2
2012-05-29,14:10,13.954,3.15,728.7
2012-05-29,14:15,14.194,2.97,2306.2
2012-05-29,14:20,14.218,1.67,383.7
2012-05-29,14:25,12.558,2.97,456.2
2012-05-29,14:30,10.907,2.41,1101.2
2012-05-29,14:35,11.637,2.41,1691.2
2012-05-29,14:40,12.316,2.78,1391.2
2012-05-29,14:45,12.606,2.04,1963.7
2012-05-29,14:50,12.944,2.23,768.7
2012-05-29,14:55,13.04,3.15,768.7
2012-05-29,15:00,12.896,3.34,451.2
2012-05-29,15:05,12.558,2.04,1071.2
2012-05-29,15:10,13.281,2.04,1738.7
2012-05-29,15:15,13.064,2.97,441.2
2012-05-29,15:20,13.305,1.86,1428.7
2012-05-29,15:25,14.002,1.67,511.2
2012-05-29,15:30,12.92,2.23,238.7
2012-05-29,15:35,12.823,0.74,123.7
2012-05-29,15:40,12.606,1.3,108.7
2012-05-29,15:45,12.219,1.67,233.7
2012-05-29,15:50,11.929,1.3,586.2
2012-05-29,15:55,12.678,1.11,1396.2
2012-05-29,16:00,13.185,1.86,1423.7
2012-05-29,16:05,12.992,1.3,443.7
2012-05-29,16:10,13.473,2.04,1596.2
2012-05-29,16:15,13.522,1.67,436.2
2012-05-29,16:20,13.305,1.3,448.7
2012-05-29,16:25,13.546,1.11,636.2
2012-05-29,16:30,13.906,1.86,1333.7
2012-05-29,16:35,14.385,1.48,298.7
2012-05-29,16:40,13.834,1.67,281.2
2012-05-29,16:45,13.497,1.67,338.7
2012-05-29,16:50,13.449,1.48,278.7
2012-05-29,16:55,13.522,1.11,248.7
2012-05-29,17:00,13.353,1.86,313.7
2012-05-29,17:05,13.425,1.67,191.2
2012-05-29,17:10,13.233,1.48,221.2
2012-05-29,17:15,13.425,1.67,366.2
2012-05-29,17:20,14.218,1.11,1471.2
2012-05-29,17:25,14.17,1.3,418.7
2012-05-29,17:30,13.81,1.3,271.2
2012-05-29,17:35,13.594,1.11,136.2
2012-05-29,17:40,13.473,1.11,186.2
2012-05-29,17:45,12.944,1.48,186.2
2012-05-29,17:50,12.389,1.48,98.7
