"datetime" "do.obs" "do.sat" "k.gas" "z.mix" "irr" "wtr"
2010-05-18 05:50:00 3.08303677577269 11.1761864674534 0 4.1 48.7 8.23
2010-05-18 05:55:00 3.3722697023683 11.1497528881443 0 4.1 56.2 8.32
2010-05-18 06:00:00 3.4219013121294 11.1322106922174 0 4.1 63.7 8.38
2010-05-18 06:05:00 3.63147799337528 11.1322106922174 0 4.1 71.2 8.38
2010-05-18 06:10:00 3.7310357640201 11.1380509822938 0 4.1 76.2 8.36
2010-05-18 06:15:00 3.68009186021084 11.1673591957993 0 4.1 86.2 8.26
2010-05-18 06:20:00 3.43965749406458 11.1702998305468 0 4.1 203.7 8.25
2010-05-18 06:25:00 3.30926256769923 11.1614832880724 0 4.1 246.2 8.28
2010-05-18 06:30:00 3.38887821494073 11.1497528881443 0 4.1 273.7 8.32
2010-05-18 06:35:00 3.44799973448468 11.1585480128383 0 4.1 293.7 8.29
2010-05-18 06:40:00 3.40750319431906 11.1791324718724 0 4.1 308.7 8.22
2010-05-18 06:45:00 3.32703640392743 11.1909344223974 0 4.1 331.2 8.18
2010-05-18 06:50:00 3.1664944998877 11.2235382321463 0 4.1 358.7 8.07
2010-05-18 06:55:00 2.78560895224401 11.2324681101347 0 4.1 386.2 8.04
2010-05-18 07:00:00 2.70514926211489 11.2414143021803 0 4.1 413.7 8.01
2010-05-18 07:05:00 2.67471104745104 11.2443999969044 0 4.1 443.7 8
2010-05-18 07:10:00 2.67429496234565 11.2414143021803 0 4.1 471.2 8.01
2010-05-18 07:15:00 2.68347476725575 11.2324681101347 0 4.1 501.2 8.04
2010-05-18 07:20:00 2.66301351269179 11.2414143021803 0 4.1 531.2 8.01
2010-05-18 07:25:00 2.67257477610439 11.2443999969044 0 4.1 553.7 8
2010-05-18 07:30:00 2.61219425626278 11.2324681101347 0 4.1 573.7 8.04
2010-05-18 07:35:00 2.70148280324602 11.1968461732433 0 4.1 591.2 8.16
2010-05-18 07:40:00 2.95112867346692 11.1791324718724 0 4.1 653.7 8.22
2010-05-18 07:45:00 3.04071570103026 11.1761864674534 0 4.1 663.7 8.23
2010-05-18 07:50:00 3.08030293026719 11.173242254055 0 4.1 718.7 8.24
2010-05-18 07:55:00 3.08944110709139 11.1761864674534 0 4.1 171.2 8.23
2010-05-18 08:00:00 3.29914004518775 11.1468247431685 0 4.1 181.2 8.33
2010-05-18 08:05:00 3.3988032811883 11.1251669144897 0 4.1 766.2 8.4
2010-05-18 08:10:00 3.66843021566144 11.1123137315488 0 4.1 796.2 8.44
2010-05-18 08:15:00 3.96777479882488 11.0677006237461 0 4.1 441.2 8.59
2010-05-18 08:20:00 4.15735362784766 11.0664960304979 0 4.1 441.2 8.59
2010-05-18 08:25:00 4.23691962475718 11.068172102758 0 4.1 841.2 8.58
2010-05-18 08:30:00 3.99634271626319 11.1016682995863 0 4.1 961.2 8.46
2010-05-18 08:35:00 3.59533882627966 11.1354109436855 0 4.1 998.7 8.34
2010-05-18 08:40:00 3.44488832930201 11.1400478673612 0 4.1 1028.7 8.32
2010-05-18 08:45:00 3.48436980760484 11.1593615620279 0 4.1 1028.7 8.25
2010-05-18 08:50:00 3.40401325558489 11.1434768682379 0 4.1 1071.2 8.3
2010-05-18 08:55:00 3.37308198851114 11.159869737606 0 4.1 1103.7 8.24
2010-05-18 09:00:00 3.1825594210231 11.1792742414679 0 4.1 1133.7 8.17
2010-05-18 09:05:00 2.96204924627134 11.1970186965263 0 4.1 1146.2 8.11
2010-05-18 09:10:00 2.82152333132144 11.2178025828964 0 4.1 1168.7 8.04
2010-05-18 09:15:00 3.14094381416557 11.1615944236165 0 4.1 1201.2 8.23
2010-05-18 09:20:00 3.23048998841128 11.1674805294416 0 4.1 1228.7 8.21
2010-05-18 09:25:00 3.15997726382094 11.1851818657985 0 4.1 1226.2 8.15
2010-05-18 09:30:00 3.14963984538858 11.1674805294416 0 4.1 1268.7 8.21
2010-05-18 09:35:00 3.28884925416105 11.1557154725216 0 4.1 1278.7 8.25
2010-05-18 09:40:00 3.32845454063126 11.1498436671283 0 4.1 1331.2 8.27
2010-05-18 09:45:00 3.35803008918734 11.1498436671283 0 4.1 1356.2 8.27
2010-05-18 09:50:00 3.43762080678945 11.1469104412523 0 4.1 1371.2 8.28
2010-05-18 09:55:00 3.45680284153143 11.1410493375143 0 4.1 1393.7 8.3
2010-05-18 10:00:00 3.48639415841551 11.1381214574043 0 4.1 1418.7 8.31
2010-05-18 10:05:00 3.31597011947162 11.1381214574043 0 4.1 1438.7 8.31
2010-05-18 10:10:00 3.21542057376379 11.1615944236165 0 4.1 1458.7 8.23
2010-05-18 10:15:00 3.97504546762024 11.074156373988 0 4.1 1476.2 8.53
2010-05-18 10:20:00 3.76449689118985 11.0973174925646 0 4.1 1501.2 8.45
2010-05-18 10:25:00 3.57386599516241 11.1351953569697 0 4.1 1521.2 8.32
2010-05-18 10:30:00 3.2232312672442 11.1733737990395 0 4.1 1538.7 8.19
2010-05-18 10:35:00 2.92209975843178 11.2237571117216 0 4.1 1558.7 8.02
2010-05-18 10:40:00 2.89175607825521 11.2088843640881 0 4.1 1578.7 8.07
2010-05-18 10:45:00 2.97132955374431 11.2088843640881 0 4.1 1588.7 8.07
2010-05-18 10:50:00 3.15112164839109 11.1704262682032 0 4.1 1608.7 8.2
2010-05-18 10:55:00 3.56050827527026 11.1293484906401 0 4.1 1623.7 8.34
2010-05-18 11:00:00 3.88020322522172 11.1089403536427 0 4.1 1641.2 8.41
2010-05-18 11:05:00 3.88978021446549 11.1077300865014 0 4.1 1658.7 8.41
2010-05-18 11:10:00 3.67921989621962 11.1298454172685 0 4.1 1673.7 8.33
2010-05-18 11:15:00 3.46823280523067 11.1520693833056 0 4.1 1691.2 8.25
2010-05-18 11:20:00 3.56787833194339 11.1391226606705 0 4.1 1701.2 8.29
2010-05-18 11:25:00 3.41740114995802 11.1467034615667 0 4.1 1716.2 8.26
2010-05-18 11:30:00 3.48706530164979 11.1308407796868 0 4.1 1731.2 8.31
2010-05-18 11:35:00 3.49623514845038 11.1267034644607 0 4.1 1743.7 8.32
2010-05-18 11:40:00 3.6559371922015 11.1050751793159 0 4.1 1753.7 8.39
2010-05-18 11:45:00 4.23585598378781 11.0488935941162 0 4.1 1758.7 8.58
2010-05-18 11:50:00 4.29525402966985 11.0765383410736 0 4.1 1771.2 8.48
2010-05-18 11:55:00 3.52409702904252 11.1247735482555 0 4.1 1776.2 8.31
2010-05-18 12:00:00 3.79378412868628 11.1060530729286 0 4.1 1791.2 8.37
2010-05-18 12:05:00 4.65398864687869 11.0080435801863 0 4.1 1801.2 8.71
2010-05-18 12:10:00 5.16360555408023 11.0023411316844 0 4.1 1813.7 8.73
2010-05-18 12:15:00 4.62226031332619 11.0799119725796 0 4.1 1813.7 8.46
2010-05-18 12:20:00 3.44122756836357 11.1735116292688 0 4.1 1823.7 8.14
2010-05-18 12:25:00 3.00064707505666 11.1971975443748 0 4.1 1823.7 8.06
2010-05-18 12:30:00 2.85004484178795 11.2239823607006 0 4.1 1833.7 7.97
2010-05-18 12:35:00 3.09952438065251 11.1735116292688 0 4.1 1833.7 8.14
2010-05-18 12:40:00 3.80947173821394 11.1177173281676 0 4.1 1841.2 8.33
2010-05-18 12:45:00 4.17922453811524 11.0915125849458 0 4.1 1848.7 8.42
2010-05-18 12:50:00 4.47919378381428 11.0337905186277 0 4.1 1866.2 8.62
2010-05-18 12:55:00 4.14799558883869 11.0857087530553 0 4.1 1891.2 8.44
2010-05-18 13:00:00 4.23765274455152 11.0741222346516 0 4.1 1888.7 8.48
2010-05-18 13:05:00 3.72680751699122 11.1340522633673 0 4.1 1913.7 8.27
2010-05-18 13:10:00 3.26613844661507 11.1681218396286 0 4.1 1911.2 8.15
2010-05-18 13:15:00 3.67569819821765 11.1082451378769 0 4.1 1938.7 8.35
2010-05-18 13:20:00 4.73602981127554 11.0003893550747 0 4.1 1943.7 8.72
2010-05-18 13:25:00 5.58609598241825 10.931292865269 0 4.1 1933.7 8.96
2010-05-18 13:30:00 6.12525143537479 10.989447998727 0 4.1 1891.2 8.75
2010-05-18 13:35:00 3.44296775973956 11.1886471896713 0 4.1 1876.2 8.06
2010-05-18 13:40:00 2.90228428954447 11.2231402496658 0 4.1 1868.7 7.94
2010-05-18 13:45:00 3.28224305503807 11.1684464444787 0 4.1 1861.2 8.12
2010-05-18 13:50:00 3.44201019715095 11.1407143434022 0 4.1 1906.2 8.21
2010-05-18 13:55:00 4.34163362079903 11.0753038171076 0 4.1 1876.2 8.43
2010-05-18 14:00:00 3.7008001312488 11.1294776570905 0 4.1 416.2 8.24
2010-05-18 14:05:00 3.20000332819907 11.1795766303054 0 4.1 1903.7 8.07
2010-05-18 14:10:00 3.13955473070974 11.1825397934545 0 4.1 1901.2 8.06
2010-05-18 14:15:00 3.59943176646354 11.0857007565143 0 4.1 1943.7 8.39
2010-05-18 14:20:00 4.57938252386972 11.036567117429 0 4.1 1876.2 8.56
2010-05-18 14:25:00 5.30937777247998 10.982250390056 0 4.1 1908.7 8.75
2010-05-18 14:30:00 5.36884837887276 10.996483529998 0 4.1 1838.7 8.7
2010-05-18 14:35:00 3.66675047281957 11.1588848845215 0 4.1 1811.2 8.14
2010-05-18 14:40:00 3.07570462619026 11.2391838244979 0 4.1 1791.2 7.87
2010-05-18 14:45:00 3.09580705436281 11.1706979491681 0 4.1 1763.7 8.1
2010-05-18 14:50:00 4.35629621719068 11.0538504617659 0 4.1 1793.7 8.5
2010-05-18 14:55:00 5.73615714551147 10.9652275889093 0 4.1 441.2 8.81
2010-05-18 15:00:00 5.42562459664753 10.979408946268 0 4.1 1726.2 8.76
2010-05-18 15:05:00 4.20432996156937 11.0886068122343 0 4.1 1726.2 8.38
2010-05-18 15:10:00 3.413296958707 11.1647878239411 0 4.1 746.2 8.12
2010-05-18 15:15:00 2.49129138241794 11.3086352250807 0 4.1 1691.2 7.64
2010-05-18 15:20:00 2.50103078934213 11.2873947849131 0 4.1 1648.7 7.71
2010-05-18 15:25:00 3.28190401188335 11.1265467587938 0 4.1 1628.7 8.25
2010-05-18 15:30:00 4.46228833328526 11.0279490488587 0 4.1 1656.2 8.59
2010-05-18 15:35:00 6.2823206959496 10.9229410040894 0 4.1 1436.2 8.96
2010-05-18 15:40:00 6.85220866523734 10.88660291113 0 4.1 1791.2 9.09
2010-05-18 15:45:00 6.11108221524686 10.9708949638503 0 4.1 1038.7 8.79
2010-05-18 15:50:00 4.59996488051438 11.0538504617659 0 4.1 1808.7 8.5
2010-05-18 15:55:00 7.29120738233189 10.809303524959 0 4.1 1391.2 9.37
2010-05-18 16:00:00 6.99000823886074 10.9005451667559 0 4.1 1471.2 9.04
2010-05-18 16:05:00 6.98954343216814 10.9061339310955 0 4.1 581.2 9.02
2010-05-18 16:10:00 5.19780494452035 11.0596255961193 0 4.1 531.2 8.48
2010-05-18 16:15:00 6.65829293547313 10.9061339310955 0 4.1 518.7 9.02
2010-05-18 16:20:00 6.93794954868189 10.8977533285731 0 4.1 488.7 9.05
2010-05-18 16:25:00 5.65666682581889 10.996483529998 0 4.1 466.2 8.7
2010-05-18 16:30:00 4.71566820387974 11.0625157969265 0 4.1 446.2 8.47
2010-05-18 16:35:00 3.41389898765856 11.1677419877604 0 4.1 468.7 8.11
2010-05-18 16:40:00 3.48349885320154 11.1647878239411 0 4.1 466.2 8.12
2010-05-18 16:45:00 2.76223280950962 11.2602183464849 0 4.1 1301.2 7.8
2010-05-18 16:50:00 2.7218830164499 11.2511925749061 0 4.1 1273.7 7.83
2010-05-18 16:55:00 4.2529708250076 11.0336926820522 0 4.1 1291.2 8.57
2010-05-18 17:00:00 3.60160676460625 11.1382810537623 0 4.1 1298.7 8.21
2010-05-18 17:05:00 2.91030134542662 11.2361862026684 0 4.1 1273.7 7.88
2010-05-18 17:10:00 3.01024929507526 11.1944104903463 0 4.1 1226.2 8.02
2010-05-18 17:15:00 3.11931409706038 11.2033324915626 0 4.1 1166.2 7.99
2010-05-18 17:20:00 3.92004387387415 11.0769931814831 0 4.1 1091.2 8.42
2010-05-18 17:25:00 5.24055091132962 10.9765692280239 0 4.1 1033.7 8.77
2010-05-18 17:30:00 5.68015803526813 10.9737312342443 0 4.1 983.7 8.78
2010-05-18 17:35:00 5.16864937306326 11.0452009118443 0 4.1 291.2 8.53
2010-05-18 17:40:00 4.39787495466858 11.0827964668901 0 4.1 276.2 8.4
2010-05-18 17:45:00 3.9668483509376 11.1471005267818 0 4.1 368.7 8.18
2010-05-18 17:50:00 3.61633992510774 11.1559361066501 0 4.1 831.2 8.15
2010-05-18 17:55:00 3.1948435334804 11.2242139436721 0 4.1 418.7 7.92
2010-05-18 18:00:00 2.51384728832378 11.2843678209995 0 4.1 696.2 7.72
2010-05-18 18:05:00 2.65370283240923 11.2541993340869 0 4.1 246.2 7.82
2010-05-18 18:10:00 5.04648550489668 10.920135571161 0 4.1 678.7 8.97
2010-05-18 18:15:00 6.73587010750547 10.8977533285731 0 4.1 633.7 9.05
2010-05-18 18:20:00 7.12553590981787 10.8893879773057 0 4.1 583.7 9.08
2010-05-18 18:25:00 6.97511967676266 10.8893879773057 0 4.1 476.2 9.08
2010-05-18 18:30:00 6.6446481662942 10.8949631849736 0 4.1 168.7 9.06
2010-05-18 18:35:00 3.23032838960811 11.2481876455189 0 4.1 156.2 7.84
2010-05-18 18:40:00 2.52921911974965 11.3177660282204 0 4.1 153.7 7.61
2010-05-18 18:45:00 2.46896652253371 11.2995210905049 0 4.1 421.2 7.67
2010-05-18 18:50:00 2.72939642434096 11.2122707945067 0 4.1 406.2 7.96
2010-05-18 18:55:00 3.91954367110689 11.1119189711515 0 4.1 381.2 8.3
2010-05-18 19:00:00 4.3194126870964 11.0827964668901 0 4.1 351.2 8.4
2010-05-18 19:05:00 4.20878377436415 11.1031636212465 0 4.1 328.7 8.33
2010-05-18 19:10:00 4.23841900948978 11.0973355871006 0 4.1 298.7 8.35
2010-05-18 19:15:00 3.68742296109116 11.1119189711515 0 4.1 148.7 8.3
2010-05-18 19:20:00 3.68696891919754 11.1148409719108 0 4.1 136.2 8.29
2010-05-18 19:25:00 3.84672450091124 11.0973355871006 0 4.1 103.7 8.35
2010-05-18 19:30:00 4.13657068010772 11.0711969471295 0 4.1 96.2 8.44
2010-05-18 19:35:00 4.10512018374832 11.1294776570905 0 4.1 88.7 8.24
2010-05-18 19:40:00 3.11386753116281 11.2092895469742 0 4.1 81.2 7.97
2010-05-18 19:45:00 2.93347090094551 11.2063101130428 0 4.1 71.2 7.98
2010-05-18 19:50:00 2.86279473015349 11.2301964298205 0 4.1 63.7 7.9
2010-05-18 19:55:00 4.58397848668394 11.036567117429 0 4.1 56.2 8.56
2010-05-18 20:00:00 4.35303518663114 11.0857007565143 0 4.1 48.7 8.39
2010-05-18 20:05:00 4.97347230522569 11.0050441897668 0 4.1 38.7 8.67
2010-05-18 20:10:00 5.2031132133075 10.9993353497675 0 4.1 31.2 8.69
2010-05-18 20:15:00 5.75267250075438 10.9623964822092 0 4.1 23.7 8.82
2010-05-18 20:20:00 5.75219212475972 10.9680604157643 0 4.1 16.2 8.8
2010-05-18 20:25:00 5.51155659092611 10.9879384585861 0 4.1 11.2 8.73
2010-05-18 20:30:00 5.60119896366367 10.982250390056 0 4.1 6.2 8.75
2010-05-18 20:35:00 4.50951127213549 11.0596255961193 0 4.1 3.7 8.48
2010-05-18 20:40:00 4.07854792739207 11.1089987465341 0 4.1 1.2 8.31
2010-05-18 20:45:00 3.91783493433227 11.1353448034483 0 4.1 1.2 8.22
2010-05-18 20:50:00 3.52708656879552 11.1647878239411 0 4.1 1.2 8.12
2010-05-18 20:55:00 3.91675464851624 11.1177647499327 0 4.1 1.2 8.28
2010-05-18 21:00:00 3.86636279154216 11.1148409719108 0 4.1 1.2 8.29
2010-05-18 21:05:00 3.97619880369369 11.0915146351628 0 4.1 1.2 8.37
2010-05-18 21:10:00 4.26603557746571 11.0683014713256 0 4.1 1.2 8.45
2010-05-18 21:15:00 4.56577627141756 11.0164827020558 0 4.1 1.2 8.63
2010-05-18 21:20:00 5.30577720412093 10.979408946268 0 4.1 1.2 8.76
2010-05-18 21:25:00 4.79490210731449 11.0193466765424 0 4.1 1.2 8.62
2010-05-18 21:30:00 4.32431734508838 11.0336926820522 0 4.1 1.2 8.57
2010-05-18 21:35:00 4.93257799098109 11.1119189711515 0 4.1 1.2 8.3
2010-05-18 21:40:00 4.10151474292783 11.1677419877604 0 4.1 1.2 8.11
2010-05-18 21:45:00 3.54091906703479 11.1825397934545 0 4.1 1.2 8.06
2010-05-18 21:50:00 3.22045837735317 11.1855047598904 0 4.1 1.2 8.05
2010-05-18 21:55:00 2.90915807626413 11.2242139436721 0 4.1 1.2 7.92
2010-05-18 22:00:00 3.09910938789365 11.1914401071925 0 4.1 1.2 8.03
2010-05-18 22:05:00 3.74960899695908 11.1119189711515 0 4.1 1.2 8.3
2010-05-18 22:10:00 4.44986641489778 11.0538504617659 0 4.1 1.2 8.5
2010-05-18 22:15:00 4.28868013154456 11.0827964668901 0 4.1 1.2 8.4
2010-05-18 22:20:00 4.11811935811668 11.0944242264134 0 4.1 1.2 8.36
2010-05-18 22:25:00 3.99776489861641 11.0886068122343 0 4.1 1.2 8.38
2010-05-18 22:30:00 3.92716829356894 11.1031636212465 0 4.1 1.2 8.33
2010-05-18 22:35:00 3.71614594218791 11.1177647499327 0 4.1 1.2 8.28
2010-05-18 22:40:00 3.99596677082413 11.0973355871006 0 4.1 1.2 8.35
2010-05-18 22:45:00 4.23568332880406 11.0857007565143 0 4.1 1.2 8.39
2010-05-18 22:50:00 4.27543552259192 11.0711969471295 0 4.1 1.2 8.44
2010-05-18 22:55:00 3.42288074458614 11.2122707945067 0 4.1 1.2 7.96
2010-05-18 23:00:00 2.93220012036157 11.2331904048286 0 4.1 1.2 7.89
2010-05-18 23:05:00 2.97220613992145 11.1973826813617 0 4.1 1.2 8.01
2010-05-18 23:10:00 3.2222844719565 11.1559361066501 0 4.1 1.2 8.15
2010-05-18 23:15:00 5.30378948117636 10.9652275889093 0 4.1 1.2 8.81
2010-05-18 23:20:00 5.04280370993499 11.01075997096 0 4.1 1.2 8.65
2010-05-18 23:25:00 4.1414872041082 11.0827964668901 0 4.1 1.2 8.4
2010-05-18 23:30:00 3.55019251528595 11.1529891218251 0 4.1 1.2 8.16
2010-05-18 23:35:00 3.66981723239976 11.1148409719108 0 4.1 1.2 8.29
2010-05-18 23:40:00 4.24019464205127 11.050965526013 0 4.1 1.2 8.51
2010-05-18 23:45:00 4.61013559769697 11.0222123917766 0 4.1 1.2 8.61
2010-05-18 23:50:00 4.99029377526694 10.9765692280239 0 4.1 1.2 8.77
2010-05-18 23:55:00 5.07905511565109 11.0079012121702 0 4.1 1.2 8.66
2010-05-19 00:00:00 4.96801111650537 11.0567371514337 0 4.1 1.2 8.49
2010-05-19 00:05:00 4.40758892516232 11.0567371514337 0 4.1 1.2 8.49
2010-05-19 00:10:00 4.30712971039822 11.0596255961193 0 4.1 1.2 8.48
2010-05-19 00:15:00 4.19598673018628 11.0827964668901 0 4.1 1.2 8.4
2010-05-19 00:20:00 3.66462199499747 11.1559361066501 0 4.1 1.2 8.15
2010-05-19 00:25:00 3.12400625292664 11.1706979491681 0 4.1 1.2 8.1
2010-05-19 00:30:00 2.9532742851853 11.1944104903463 0 4.1 1.2 8.02
2010-05-19 00:35:00 2.73261245547609 11.1795766303054 0 4.1 1.2 8.07
2010-05-19 00:40:00 3.40314370647495 11.1060802969387 0 4.1 1.2 8.32
2010-05-19 00:45:00 4.40351862653966 11.0452009118443 0 4.1 1.2 8.53
2010-05-19 00:50:00 4.84332439647464 11.0279490488587 0 4.1 1.2 8.59
2010-05-19 00:55:00 4.22183234164974 11.0769931814831 0 4.1 1.2 8.42
2010-05-19 01:00:00 3.91102402683272 11.1060802969387 0 4.1 1.2 8.32
2010-05-19 01:05:00 3.71001735040507 11.1500439289131 0 4.1 1.2 8.17
2010-05-19 01:10:00 3.56947455823278 11.1588848845215 0 4.1 1.2 8.14
2010-05-19 01:15:00 3.26893710646924 11.1353448034483 0 4.1 1.2 8.22
2010-05-19 01:20:00 3.46862997625832 11.1265467587938 0 4.1 1.2 8.25
2010-05-19 01:25:00 3.89863724012674 11.0944242264134 0 4.1 1.2 8.36
2010-05-19 01:30:00 4.05852739657928 11.0711969471295 0 4.1 1.2 8.44
2010-05-19 01:35:00 4.33764263342979 11.0740941834793 0 4.1 1.2 8.43
2010-05-19 01:40:00 4.04666563410708 11.1148409719108 0 4.1 1.2 8.29
2010-05-19 01:45:00 3.71612189405728 11.1236176422513 0 4.1 1.2 8.26
2010-05-19 01:50:00 3.73569733937867 11.1236176422513 0 4.1 1.2 8.26
2010-05-19 01:55:00 3.86512897981697 11.1031636212465 0 4.1 1.2 8.33
2010-05-19 02:00:00 3.84438339668617 11.1265467587938 0 4.1 1.2 8.25
2010-05-19 02:05:00 3.67355397272332 11.1559361066501 0 4.1 1.2 8.15
2010-05-19 02:10:00 3.48284318850954 11.1766152693015 0 4.1 1.2 8.08
2010-05-19 02:15:00 3.20186728035825 11.1855047598904 0 4.1 1.2 8.05
2010-05-19 02:20:00 3.13144054756729 11.1855047598904 0 4.1 1.2 8.05
2010-05-19 02:25:00 3.2213433087985 11.1618354565735 0 4.1 1.2 8.13
2010-05-19 02:30:00 3.31149277676283 11.1206903063387 0 4.1 1.2 8.27
2010-05-19 02:35:00 4.59219622932589 11.01075997096 0 4.1 1.2 8.65
2010-05-19 02:40:00 5.22214059805346 10.9850935604683 0 4.1 1.2 8.74
2010-05-19 02:45:00 4.66074226618677 11.0538504617659 0 4.1 1.2 8.5
