"datetime" "do.obs" "do.sat" "wtr" "z.mix" "baro" "z1perc" "irr" "wnd" "top" "k600.cole" "k.gas"
2010-05-26 16:15:00 8.77854019732507 8.13878092567157 24.34 1 958.999992020672 4.5 1368.7 2.36787321491635 NA 0.720187597769578 0.849423925111616
2010-05-26 16:20:00 8.79851830412108 8.13241535771835 24.4 1 958.999992020672 4.5 1346.2 2.83890175766852 NA 0.800892227539719 0.945935790963737
2010-05-26 16:25:00 8.83842788986243 8.13241535771835 24.4 1 958.999992020672 4.5 1321.2 1.65496515021035 NA 0.618304049294615 0.730280442004386
2010-05-26 16:30:00 8.76850894518143 8.11661856886316 24.55 1 958.999992020672 4.5 1291.2 1.65496515021035 NA 0.618304049294615 0.732841484495701
2010-05-26 16:35:00 8.88822553724009 8.12607659806795 24.46 1 958.999992020672 4.5 1258.7 2.12599369296253 NA 0.682796620666215 0.807583313123385
2010-05-26 16:40:00 8.86802016357055 8.1366560865891 24.36 1 958.999992020672 4.5 1238.7 2.36787321491635 NA 0.720187597769578 0.849820955502471
2010-05-26 16:45:00 8.83791813847739 8.13771813296766 24.35 1 958.999992020672 4.5 1213.7 2.5970222357147 NA 0.758171564448111 0.894433014603242
2010-05-26 16:50:00 8.96783920054448 8.1366560865891 24.36 1 958.999992020672 4.5 1193.7 1.65496515021035 NA 0.618304049294615 0.729598426284914
2010-05-26 16:55:00 9.06768141424618 8.13453423148555 24.38 1 958.999992020672 4.5 1158.7 2.36787321491635 NA 0.720187597769578 0.850218098019646
2010-05-26 17:00:00 8.99764892581374 8.12924263130224 24.43 1 958.999992020672 4.5 1128.7 1.88411417100871 NA 0.648271863673885 0.766212072235412
2010-05-26 17:05:00 8.99754696084867 8.13029946264885 24.42 1 958.999992020672 4.5 1108.7 2.36787321491635 NA 0.720187597769578 0.851012721257149
2010-05-26 17:10:00 8.97756100446216 8.12081472566808 24.51 1 958.999992020672 4.5 1083.7 2.5970222357147 NA 0.758171564448111 0.897780589090639
2010-05-26 17:15:00 8.99732240181962 8.12607659806795 24.46 1 958.999992020672 4.5 1053.7 2.36787321491635 NA 0.720187597769578 0.851807798506151
2010-05-26 17:20:00 8.99725539045117 8.12396962329879 24.48 1 958.999992020672 4.5 1023.7 1.88411417100871 NA 0.648271863673885 0.767106869060335
2010-05-26 17:25:00 8.96717677257062 8.12291724914633 24.49 1 958.999992020672 4.5 998.7 2.36787321491635 NA 0.720187597769578 0.852404406633414
2010-05-26 17:30:00 8.95740040493453 8.0947824492454 24.76 1 958.999992020672 4.5 968.7 2.5970222357147 NA 0.758171564448111 0.903026871256264
2010-05-26 17:35:00 8.97672989385894 8.13878092567157 24.34 1 958.999992020672 4.5 941.2 2.12599369296253 NA 0.682796620666215 0.80532320658597
2010-05-26 17:40:00 8.95660400640928 8.14197378504602 24.31 1 958.999992020672 4.5 911.2 1.41308562825653 NA 0.589682974884423 0.695013034028559
2010-05-26 17:45:00 9.00648980611625 8.14410609566277 24.29 1 958.999992020672 4.5 878.7 1.88411417100871 NA 0.648271863673885 0.763710024583289
2010-05-26 17:50:00 9.05657634121749 8.12818654364233 24.44 1 958.999992020672 4.5 848.7 1.88411417100871 NA 0.648271863673885 0.766390980201558
2010-05-26 17:55:00 9.02657241679979 8.11243424819107 24.59 1 958.999992020672 4.5 821.2 2.12599369296253 NA 0.682796620666215 0.810036172908273
2010-05-26 18:00:00 9.04655288709671 8.10617991438548 24.65 1 958.999992020672 4.5 776.2 2.5970222357147 NA 0.758171564448111 0.90071609917543
2010-05-26 18:05:00 9.04652167459057 8.10098822657413 24.7 1 958.999992020672 4.5 748.7 2.36787321491635 NA 0.720187597769578 0.856588009300647
2010-05-26 18:10:00 9.0065257500437 8.09271972396108 24.78 1 958.999992020672 4.5 721.2 2.5970222357147 NA 0.758171564448111 0.903447425985734
2010-05-26 18:15:00 9.07640497536709 8.08757572083881 24.83 1 958.999992020672 4.5 696.2 4.01010786397123 NA 1.04383484914541 1.24529594072539
2010-05-26 18:20:00 9.00604369491007 8.11139001497654 24.6 1 958.999992020672 4.5 668.7 2.12599369296253 NA 0.682796620666215 0.810225047872415
2010-05-26 18:25:00 8.92622558178562 8.08757572083881 24.83 1 958.999992020672 4.5 638.7 1.41308562825653 NA 0.589682974884423 0.703492334577292
2010-05-26 18:30:00 8.98613588499488 8.08757572083881 24.83 1 958.999992020672 4.5 608.7 1.88411417100871 NA 0.648271863673885 0.773388933106132
2010-05-26 18:35:00 8.99579049127942 8.10202509305374 24.69 1 958.999992020672 4.5 553.7 1.65496515021035 NA 0.618304049294615 0.73523686772048
2010-05-26 18:40:00 9.0057481340808 8.09788203522323 24.73 1 958.999992020672 4.5 546.2 2.12599369296253 NA 0.682796620666215 0.812682985074252
2010-05-26 18:45:00 8.9657058481513 8.09375072028041 24.77 1 958.999992020672 4.5 518.7 2.12599369296253 NA 0.682796620666215 0.813440243189241
2010-05-26 18:50:00 8.93565174377774 8.09065992797747 24.8 1 958.999992020672 4.5 491.2 2.36787321491635 NA 0.720187597769578 0.858584828371237
2010-05-26 18:55:00 8.90538868308265 8.09788203522323 24.73 1 958.999992020672 4.5 463.7 1.88411417100871 NA 0.648271863673885 0.771590686544548
2010-05-26 19:00:00 8.93528684997573 8.09891669798097 24.72 1 958.999992020672 4.5 433.7 2.12599369296253 NA 0.682796620666215 0.812493742458342
2010-05-26 19:05:00 8.9151969706007 8.09891669798097 24.72 1 958.999992020672 4.5 406.2 1.41308562825653 NA 0.589682974884423 0.701693172793291
2010-05-26 19:10:00 8.855083072315 8.10098822657413 24.7 1 958.999992020672 4.5 373.7 1.65496515021035 NA 0.618304049294615 0.735408158052254
2010-05-26 19:15:00 8.88496343133915 8.09581491117682 24.75 1 958.999992020672 4.5 348.7 1.65496515021035 NA 0.618304049294615 0.736264998215419
2010-05-26 19:20:00 8.87483745310056 8.09891669798097 24.72 1 958.999992020672 4.5 113.7 1.41308562825653 NA 0.589682974884423 0.701693172793291
2010-05-26 19:25:00 8.86471133987235 8.10202509305374 24.69 1 958.999992020672 4.5 121.2 1.18393660745817 NA 0.565555598251139 0.672512701565403
2010-05-26 19:30:00 8.87460930814172 8.10306269475187 24.68 1 958.999992020672 4.5 91.2 0.942057085504353 NA 0.543420934685262 0.646041437995081
2010-05-26 19:35:00 8.85439298538086 8.10617991438548 24.65 1 958.999992020672 4.5 83.7 1.65496515021035 NA 0.618304049294615 0.734551963565674
2010-05-26 19:40:00 8.84432731401076 8.10410103199121 24.67 1 958.999992020672 4.5 76.2 1.18393660745817 NA 0.565555598251139 0.67219941764451
2010-05-26 19:45:00 8.85420080870083 8.10722046018698 24.64 1 958.999992020672 4.5 66.2 0.471028542752177 NA 0.511149275820669 0.607109423456224
2010-05-26 19:50:00 8.85412299766637 8.10617991438548 24.65 1 958.999992020672 4.5 58.7 0.24187952195382 NA 0.501421342690693 0.595694031548684
2010-05-26 19:55:00 8.83393077098004 8.10722046018698 24.64 1 958.999992020672 4.5 51.2 0.471028542752177 NA 0.511149275820669 0.607109423456224
2010-05-26 20:00:00 8.84380397984197 8.11034651989336 24.61 1 958.999992020672 4.5 43.7 0.471028542752177 NA 0.511149275820669 0.60668505307198
2010-05-26 20:05:00 8.79372619742646 8.10930376261691 24.62 1 958.999992020672 4.5 38.7 0.24187952195382 NA 0.501421342690693 0.595277675657
2010-05-26 20:10:00 8.79359924883728 8.11243424819107 24.59 1 958.999992020672 4.5 33.7 0.471028542752177 NA 0.511149275820669 0.606402244297308
2010-05-26 20:15:00 8.79339436820648 8.11452493031377 24.57 1 958.999992020672 4.5 28.7 0.471028542752177 NA 0.511149275820669 0.606119518964628
2010-05-26 20:20:00 8.81329187173448 8.11557137987238 24.56 1 958.999992020672 4.5 21.2 0.471028542752177 NA 0.511149275820669 0.605978187480022
2010-05-26 20:25:00 8.82317694594369 8.11766649761194 24.54 1 958.999992020672 4.5 16.2 0.471028542752177 NA 0.511149275820669 0.605695586657604
2010-05-26 20:30:00 8.83306193707721 8.11976457568799 24.52 1 958.999992020672 4.5 11.2 0.471028542752177 NA 0.511149275820669 0.60541306841047
2010-05-26 20:35:00 8.80284413619618 8.12291724914633 24.49 1 958.999992020672 4.5 8.7 0.471028542752177 NA 0.511149275820669 0.604989445120131
2010-05-26 20:40:00 8.8427413897642 8.12396962329879 24.48 1 958.999992020672 4.5 3.7 0 NA 0.4968 0.587868630283308
2010-05-26 20:45:00 8.82263860573548 8.12502273949674 24.47 1 958.999992020672 4.5 1.2 0.24187952195382 NA 0.501421342690693 0.593198653141612
2010-05-26 20:50:00 8.8324981849027 8.12924263130224 24.43 1 958.999992020672 4.5 1.2 0.24187952195382 NA 0.501421342690693 0.592645011413559
2010-05-26 20:55:00 8.8023048823092 8.13029946264885 24.42 1 958.999992020672 4.5 1.2 0 NA 0.4968 0.587045821435847
2010-05-26 21:00:00 8.81216409388191 8.13453423148555 24.38 1 958.999992020672 4.5 1.2 0.471028542752177 NA 0.511149275820669 0.603437724335007
2010-05-26 21:05:00 8.80208627094928 8.13347442209992 24.39 1 958.999992020672 4.5 1.2 0 NA 0.4968 0.586634681804586
2010-05-26 21:10:00 8.80195790219716 8.1366560865891 24.36 1 958.999992020672 4.5 1.2 0.24187952195382 NA 0.501421342690693 0.59167689901135
2010-05-26 21:15:00 8.80172616283101 8.14090875137945 24.32 1 958.999992020672 4.5 1.2 0.471028542752177 NA 0.511149275820669 0.602592353457821
2010-05-26 21:20:00 8.79159743740052 8.14410609566277 24.29 1 958.999992020672 4.5 1.2 0.471028542752177 NA 0.511149275820669 0.602169934987507
2010-05-26 21:25:00 8.76149408723043 8.14517337327706 24.28 1 958.999992020672 4.5 1.2 0.24187952195382 NA 0.501421342690693 0.590571655084104
2010-05-26 21:30:00 8.77139069913381 8.1462413995384 24.27 1 958.999992020672 4.5 1.2 0.24187952195382 NA 0.501421342690693 0.590433586423083
2010-05-26 21:35:00 8.75115816850043 8.15052099771127 24.23 1 958.999992020672 4.5 1.2 0.24187952195382 NA 0.501421342690693 0.589881503070836
2010-05-26 21:40:00 8.73104177654034 8.15266529734095 24.21 1 958.999992020672 4.5 1.2 0.471028542752177 NA 0.511149275820669 0.601044346040279
2010-05-26 21:45:00 8.73093817315407 8.15373857346001 24.2 1 958.999992020672 4.5 1.2 0.471028542752177 NA 0.511149275820669 0.60090373471131
2010-05-26 21:50:00 8.7608087389006 8.15696291104753 24.17 1 958.999992020672 4.5 1.2 0.471028542752177 NA 0.511149275820669 0.600482016194701
2010-05-26 21:55:00 8.76058831182721 8.16019401951582 24.14 1 958.999992020672 4.5 1.2 0.712908064705997 NA 0.525827303824376 0.617291648539229
2010-05-26 22:00:00 8.76047152178229 8.16235185790274 24.12 1 958.999992020672 4.5 1.2 0.471028542752177 NA 0.511149275820669 0.599779534649044
2010-05-26 22:05:00 8.77035464679106 8.16451271228725 24.1 1 958.999992020672 4.5 1.2 0.471028542752177 NA 0.511149275820669 0.599498675091104
2010-05-26 22:10:00 8.73023768676634 8.16667658536342 24.08 1 958.999992020672 4.5 1.2 0.471028542752177 NA 0.511149275820669 0.599217891127016
2010-05-26 22:15:00 8.68999043398383 8.17209949254569 24.03 1 958.999992020672 4.5 1.2 0.471028542752177 NA 0.511149275820669 0.598516260038199
2010-05-26 22:20:00 8.71989939423609 8.17209949254569 24.03 1 958.999992020672 4.5 1.2 0.471028542752177 NA 0.511149275820669 0.598516260038199
2010-05-26 22:25:00 8.72978211889209 8.17427395231617 24.01 1 958.999992020672 4.5 1.2 0.712908064705997 NA 0.525827303824376 0.615414518308747
2010-05-26 22:30:00 8.7296647581097 8.17645144295116 23.99 1 958.999992020672 4.5 1.2 0.471028542752177 NA 0.511149275820669 0.597955291022873
2010-05-26 22:35:00 8.70941657831006 8.18190844740547 23.94 1 958.999992020672 4.5 1.2 0.24187952195382 NA 0.501421342690693 0.585887851977591
2010-05-26 22:40:00 8.71932538525878 8.18190844740547 23.94 1 958.999992020672 4.5 1.2 0.24187952195382 NA 0.501421342690693 0.585887851977591
2010-05-26 22:45:00 8.70920770768519 8.18409656748233 23.92 1 958.999992020672 4.5 1.2 0.471028542752177 NA 0.511149275820669 0.59697430638903
2010-05-26 22:50:00 8.68910321458477 8.18519176851956 23.91 1 958.999992020672 4.5 1.2 0.471028542752177 NA 0.511149275820669 0.59683423905924
2010-05-26 22:55:00 8.67886748168147 8.18958018730232 23.87 1 958.999992020672 4.5 1.2 0.471028542752177 NA 0.511149275820669 0.596274151710555
2010-05-26 23:00:00 8.69876282983189 8.19067919736797 23.86 1 958.999992020672 4.5 1.2 0.471028542752177 NA 0.511149275820669 0.596134175198222
2010-05-26 23:05:00 8.72864477412521 8.19287950634287 23.84 1 958.999992020672 4.5 1.2 0.712908064705997 NA 0.525827303824376 0.612964670823374
2010-05-26 23:10:00 8.73852663219624 8.19508286939844 23.82 1 958.999992020672 4.5 1.2 0.24187952195382 NA 0.501421342690693 0.584239779342134
2010-05-26 23:15:00 8.69830353265392 8.19839364640116 23.79 1 958.999992020672 4.5 1.2 0.24187952195382 NA 0.501421342690693 0.583828159157886
2010-05-26 23:20:00 8.69818515763061 8.20060465670133 23.77 1 958.999992020672 4.5 1.2 0.471028542752177 NA 0.511149275820669 0.594875195494213
2010-05-26 23:25:00 8.71806669606237 8.20281873072721 23.75 1 958.999992020672 4.5 1.2 0.471028542752177 NA 0.511149275820669 0.594595618529058
2010-05-26 23:30:00 8.71796166511186 8.20392691750117 23.74 1 958.999992020672 4.5 1.2 0.471028542752177 NA 0.511149275820669 0.594455856622542
2010-05-26 23:35:00 8.72771079119565 8.20947936282912 23.69 1 958.999992020672 4.5 1.2 0.471028542752177 NA 0.511149275820669 0.593757311590166
2010-05-26 23:40:00 8.72760557848944 8.21059215661374 23.68 1 958.999992020672 4.5 1.2 0.712908064705997 NA 0.525827303824376 0.610663823536709
2010-05-26 23:45:00 8.6575003268364 8.21170571944837 23.67 1 958.999992020672 4.5 1.2 0.471028542752177 NA 0.511149275820669 0.593478016428617
2010-05-26 23:50:00 8.78738139676613 8.21393515365918 23.65 1 958.999992020672 4.5 1.2 0.471028542752177 NA 0.511149275820669 0.593198791097646
2010-05-26 23:55:00 8.79714327522149 8.21840326600165 23.61 1 958.999992020672 4.5 1.2 0.471028542752177 NA 0.511149275820669 0.59264054895377
2010-05-27 00:00:00 8.7470378021358 8.21952222193938 23.6 1 958.999992020672 4.5 1.2 0.712908064705997 NA 0.525827303824376 0.609515135286008
2010-05-27 00:05:00 8.76693228996163 8.22064194971681 23.59 1 958.999992020672 4.5 1.2 0.471028542752177 NA 0.511149275820669 0.592361531659228
2010-05-27 00:10:00 8.79681297640317 8.22288372219047 23.57 1 958.999992020672 4.5 1.2 0.471028542752177 NA 0.511149275820669 0.592082583231973
2010-05-27 00:15:00 8.81654644229963 8.22962760020439 23.51 1 958.999992020672 4.5 1.2 0.471028542752177 NA 0.511149275820669 0.59124614880761
2010-05-27 00:20:00 8.90644066397156 8.23075429031454 23.5 1 958.999992020672 4.5 1.2 0.471028542752177 NA 0.511149275820669 0.591106802682656
2010-05-27 00:25:00 8.93632097332106 8.23300999693772 23.48 1 958.999992020672 4.5 1.2 0.712908064705997 NA 0.525827303824376 0.607794227167977
2010-05-27 00:30:00 8.91621509448044 8.23413901415598 23.47 1 958.999992020672 4.5 1.2 0.712908064705997 NA 0.525827303824376 0.607650931856745
2010-05-27 00:35:00 8.93598927513666 8.23753072567427 23.44 1 958.999992020672 4.5 1.2 0.712908064705997 NA 0.525827303824376 0.60722114994049
2010-05-27 00:40:00 8.91585531075875 8.24092943441461 23.41 1 958.999992020672 4.5 1.2 0.471028542752177 NA 0.511149275820669 0.589853447186158
2010-05-27 00:45:00 8.92573520654452 8.24319913231044 23.39 1 958.999992020672 4.5 1.2 0.471028542752177 NA 0.511149275820669 0.589575108204396
2010-05-27 00:50:00 8.94562904266848 8.24433514994355 23.38 1 958.999992020672 4.5 1.2 0.471028542752177 NA 0.511149275820669 0.58943596370281
2010-05-27 00:55:00 8.93538844602721 8.24888702000565 23.34 1 958.999992020672 4.5 1.2 0.471028542752177 NA 0.511149275820669 0.588879551663228
2010-05-27 01:00:00 8.98525390571749 8.25230912203083 23.31 1 958.999992020672 4.5 1.2 0.24187952195382 NA 0.501421342690693 0.577263098645157
2010-05-27 01:05:00 8.99514749520193 8.25345138641403 23.3 1 958.999992020672 4.5 1.2 0.24187952195382 NA 0.501421342690693 0.577126731996522
2010-05-27 01:10:00 8.97501272363945 8.25688287569284 23.27 1 958.999992020672 4.5 1.2 0.471028542752177 NA 0.511149275820669 0.587906465484076
2010-05-27 01:15:00 8.94479961559827 8.25917445223384 23.25 1 958.999992020672 4.5 1.2 0.24187952195382 NA 0.501421342690693 0.57644513974092
2010-05-27 01:20:00 8.91467876744829 8.26146916573933 23.23 1 958.999992020672 4.5 1.2 0.471028542752177 NA 0.511149275820669 0.587350776171332
2010-05-27 01:25:00 8.93455783023477 8.263767019083 23.21 1 958.999992020672 4.5 1.2 0.471028542752177 NA 0.511149275820669 0.587073029015342
2010-05-27 01:30:00 8.94443680386536 8.26606801514279 23.19 1 958.999992020672 4.5 1.2 0.471028542752177 NA 0.511149275820669 0.586795346592419
2010-05-27 01:35:00 8.92419448328888 8.27067944694399 23.15 1 958.999992020672 4.5 1.2 0.471028542752177 NA 0.511149275820669 0.586240175155693
2010-05-27 01:40:00 8.97408755920405 8.27183427360054 23.14 1 958.999992020672 4.5 1.2 0.712908064705997 NA 0.525827303824376 0.602931756556741
2010-05-27 01:45:00 8.92392299526985 8.27762023721175 23.09 1 958.999992020672 4.5 1.2 0.712908064705997 NA 0.525827303824376 0.602218317671772
2010-05-27 01:50:00 8.90383033143948 8.27762023721175 23.09 1 958.999992020672 4.5 1.2 0.471028542752177 NA 0.511149275820669 0.585407898610528
2010-05-27 01:55:00 8.80357263072904 8.28342595129619 23.04 1 958.999992020672 4.5 1.2 0.712908064705997 NA 0.525827303824376 0.601505287536509
2010-05-27 02:00:00 8.8534798790673 8.28342595129619 23.04 1 958.999992020672 4.5 1.2 0.471028542752177 NA 0.511149275820669 0.584714772113241
2010-05-27 02:05:00 8.83337260293154 8.28458946816986 23.03 1 958.999992020672 4.5 1.2 0.471028542752177 NA 0.511149275820669 0.584576194238535
2010-05-27 02:10:00 8.79320704949645 8.29041894288148 22.98 1 958.999992020672 4.5 1.2 0.471028542752177 NA 0.511149275820669 0.583883540734192
2010-05-27 02:15:00 8.79299211628025 8.29275628841747 22.96 1 958.999992020672 4.5 1.2 0.471028542752177 NA 0.511149275820669 0.583606588985943
2010-05-27 02:20:00 8.76288458936471 8.293926153147 22.95 1 958.999992020672 4.5 1.2 0.471028542752177 NA 0.511149275820669 0.583468136520284
2010-05-27 02:25:00 8.79276236023013 8.29626826836359 22.93 1 958.999992020672 4.5 1.2 0.24187952195382 NA 0.501421342690693 0.572092278404195
2010-05-27 02:30:00 8.79265473020451 8.29744051958523 22.92 1 958.999992020672 4.5 1.2 0.471028542752177 NA 0.511149275820669 0.583052872494806
2010-05-27 02:35:00 8.80238037961625 8.30449076068457 22.86 1 958.999992020672 4.5 1.2 0.24187952195382 NA 0.501421342690693 0.571142195083044
2010-05-27 02:40:00 8.75228731052706 8.30449076068457 22.86 1 958.999992020672 4.5 1.2 0.471028542752177 NA 0.511149275820669 0.582222762678474
2010-05-27 02:45:00 8.76214985539775 8.30802665525337 22.83 1 958.999992020672 4.5 1.2 0.24187952195382 NA 0.501421342690693 0.570735243305612
2010-05-27 02:50:00 8.81204191009762 8.30920688539095 22.82 1 958.999992020672 4.5 1.2 0.24187952195382 NA 0.501421342690693 0.570599622801858
2010-05-27 02:55:00 8.75181102437031 8.31275237683384 22.79 1 958.999992020672 4.5 1.2 0.471028542752177 NA 0.511149275820669 0.5812550009219
2010-05-27 03:00:00 8.77170293481121 8.31393580889484 22.78 1 958.999992020672 4.5 1.2 0.24187952195382 NA 0.501421342690693 0.570057290696724
2010-05-27 03:05:00 8.81157988031651 8.3163050776157 22.76 1 958.999992020672 4.5 1.2 0.24187952195382 NA 0.501421342690693 0.569786214313677
2010-05-27 03:10:00 8.82147168681321 8.31749091501949 22.75 1 958.999992020672 4.5 1.2 0.24187952195382 NA 0.501421342690693 0.569650698471187
2010-05-27 03:15:00 8.8012401799341 8.32105324387357 22.72 1 958.999992020672 4.5 1.2 0.24187952195382 NA 0.501421342690693 0.56924424010875
2010-05-27 03:20:00 8.79111681561969 8.32343214737516 22.7 1 958.999992020672 4.5 1.2 0.471028542752177 NA 0.511149275820669 0.580011832272947
2010-05-27 03:25:00 8.82097830043416 8.32700653649816 22.67 1 958.999992020672 4.5 1.2 0.471028542752177 NA 0.511149275820669 0.579597714598645
2010-05-27 03:30:00 8.8308698119894 8.32819961006829 22.66 1 958.999992020672 4.5 1.2 0.471028542752177 NA 0.511149275820669 0.579459705416581
2010-05-27 03:35:00 8.77063757950024 8.33178366761421 22.63 1 958.999992020672 4.5 1.2 0.24187952195382 NA 0.501421342690693 0.568025663093927
2010-05-27 03:40:00 8.78052894569474 8.33297996699277 22.62 1 958.999992020672 4.5 1.2 0.24187952195382 NA 0.501421342690693 0.567890339142888
2010-05-27 03:45:00 8.81040508656684 8.33537498830022 22.6 1 958.999992020672 4.5 1.2 0.24187952195382 NA 0.501421342690693 0.567619735120742
2010-05-27 03:50:00 8.80029634801323 8.33657371098192 22.59 1 958.999992020672 4.5 1.2 0.471028542752177 NA 0.511149275820669 0.578494059832817
2010-05-27 03:55:00 8.77001768145059 8.3437830392208 22.53 1 958.999992020672 4.5 1.2 0.712908064705997 NA 0.525827303824376 0.594255075328713
2010-05-27 04:00:00 8.77987811672593 8.34739864387165 22.5 1 958.999992020672 4.5 1.2 0.471028542752177 NA 0.511149275820669 0.57725358478229
2010-05-27 04:05:00 8.74979973293441 8.34619263090211 22.51 1 958.999992020672 4.5 1.2 0.471028542752177 NA 0.511149275820669 0.577391356291897
2010-05-27 04:10:00 8.76967534794417 8.34860546876614 22.49 1 958.999992020672 4.5 1.2 0.471028542752177 NA 0.511149275820669 0.577115827978327
2010-05-27 04:15:00 8.77945710671792 8.35102155584876 22.47 1 958.999992020672 4.5 1.2 0.471028542752177 NA 0.511149275820669 0.576840358419884
2010-05-27 04:20:00 8.84933250040407 8.35344089519035 22.45 1 958.999992020672 4.5 1.2 0.471028542752177 NA 0.511149275820669 0.576564947482714
2010-05-27 04:25:00 8.79920780119023 8.35586348983579 22.43 1 958.999992020672 4.5 1.2 0.712908064705997 NA 0.525827303824376 0.592838175291489
2010-05-27 04:30:00 8.78909849008559 8.35707600885022 22.42 1 958.999992020672 4.5 1.2 0.712908064705997 NA 0.525827303824376 0.59269656811444
2010-05-27 04:35:00 8.81883314517684 8.36315083611212 22.37 1 958.999992020672 4.5 1.2 0.471028542752177 NA 0.511149275820669 0.575463887327328
2010-05-27 04:40:00 8.83870807339048 8.3655864825125 22.35 1 958.999992020672 4.5 1.2 0.471028542752177 NA 0.511149275820669 0.575188767546282
2010-05-27 04:45:00 8.818598503929 8.36680553199442 22.34 1 958.999992020672 4.5 1.2 0.24187952195382 NA 0.501421342690693 0.564107146738621
2010-05-27 04:50:00 8.81850450682038 8.36680553199442 22.34 1 958.999992020672 4.5 1.2 0.24187952195382 NA 0.501421342690693 0.564107146738621
2010-05-27 04:55:00 8.83823821010386 8.37291305758461 22.29 1 958.999992020672 4.5 1.2 0.24187952195382 NA 0.501421342690693 0.563432755876787
2010-05-27 05:00:00 8.85812842819224 8.37413702103189 22.28 1 958.999992020672 4.5 1.2 0.24187952195382 NA 0.501421342690693 0.563297920059929
2010-05-27 05:05:00 8.85803432293729 8.37413702103189 22.28 1 958.999992020672 4.5 3.7 0.24187952195382 NA 0.501421342690693 0.563297920059929
2010-05-27 05:10:00 8.8879087398934 8.37658740933867 22.26 1 958.999992020672 4.5 6.2 0 NA 0.4968 0.557839148412736
2010-05-27 05:15:00 8.85767309147963 8.38026915112177 22.23 1 958.999992020672 4.5 11.2 0 NA 0.4968 0.557438536286517
2010-05-27 05:20:00 8.85754725544639 8.38272775637103 22.21 1 958.999992020672 4.5 18.7 0.24187952195382 NA 0.501421342690693 0.562354462909845
2010-05-27 05:25:00 8.8774213252647 8.38518965381758 22.19 1 958.999992020672 4.5 26.2 0.24187952195382 NA 0.501421342690693 0.562085029806272
2010-05-27 05:30:00 8.85732705737117 8.38518965381758 22.19 1 958.999992020672 4.5 33.7 0.24187952195382 NA 0.501421342690693 0.562085029806272
2010-05-27 05:35:00 8.85709076992014 8.38888867964907 22.16 1 958.999992020672 4.5 41.2 0.24187952195382 NA 0.501421342690693 0.561680984806968
2010-05-27 05:40:00 8.82694859224174 8.39259513040625 22.13 1 958.999992020672 4.5 48.7 0.24187952195382 NA 0.501421342690693 0.56127706507361
2010-05-27 05:45:00 8.8268382346749 8.39383226579299 22.12 1 958.999992020672 4.5 53.7 0.24187952195382 NA 0.501421342690693 0.561142452937887
2010-05-27 05:50:00 8.8267278353076 8.39507022773031 22.11 1 958.999992020672 4.5 56.2 0.471028542752177 NA 0.511149275820669 0.571891808802119
2010-05-27 05:55:00 8.82645872182546 8.40127244935279 22.06 1 958.999992020672 4.5 61.2 0.471028542752177 NA 0.511149275820669 0.57120597251079
2010-05-27 06:00:00 8.83631592432101 8.40500372596894 22.03 1 958.999992020672 4.5 66.2 0.471028542752177 NA 0.511149275820669 0.570794639533575
2010-05-27 06:05:00 8.8062213660434 8.40500372596894 22.03 1 958.999992020672 4.5 71.2 0.471028542752177 NA 0.511149275820669 0.570794639533575
2010-05-27 06:10:00 8.80609451124798 8.40749539343579 22.01 1 958.999992020672 4.5 78.7 0.471028542752177 NA 0.511149275820669 0.5705204876728
2010-05-27 06:15:00 8.76587293013658 8.40999038435046 21.99 1 958.999992020672 4.5 116.2 0.471028542752177 NA 0.511149275820669 0.570246391797255
2010-05-27 06:20:00 8.78576207651161 8.41123912708512 21.98 1 958.999992020672 4.5 251.2 0.471028542752177 NA 0.511149275820669 0.570109364823878
2010-05-27 06:25:00 8.77563492883951 8.41373910908046 21.96 1 958.999992020672 4.5 288.7 0.471028542752177 NA 0.511149275820669 0.569835352746601
2010-05-27 06:30:00 8.77552396716862 8.41499034913054 21.95 1 958.999992020672 4.5 308.7 0.712908064705997 NA 0.525827303824376 0.586057675925339
2010-05-27 06:35:00 8.79531824103712 8.41624242240901 21.94 1 958.999992020672 4.5 341.2 0.712908064705997 NA 0.525827303824376 0.585916771494413
2010-05-27 06:40:00 8.79517447603489 8.42000364557057 21.91 1 958.999992020672 4.5 256.2 0.712908064705997 NA 0.525827303824376 0.585494144035484
2010-05-27 06:45:00 8.78507969891314 8.42000364557057 21.91 1 958.999992020672 4.5 233.7 0.712908064705997 NA 0.525827303824376 0.585494144035484
2010-05-27 06:50:00 8.77496852634603 8.42125905571992 21.9 1 958.999992020672 4.5 403.7 0.471028542752177 NA 0.511149275820669 0.569013650634888
2010-05-27 06:55:00 8.73474605445336 8.4237723820411 21.88 1 958.999992020672 4.5 313.7 0.471028542752177 NA 0.511149275820669 0.568739861001619
2010-05-27 07:00:00 8.69463475508358 8.42503029900707 21.87 1 958.999992020672 4.5 463.7 0.942057085504353 NA 0.543420934685262 0.604502013903789
2010-05-27 07:05:00 8.70453990481145 8.42503029900707 21.87 1 958.999992020672 4.5 513.7 0.712908064705997 NA 0.525827303824376 0.58493084060432
2010-05-27 07:10:00 8.67444505453932 8.42503029900707 21.87 1 958.999992020672 4.5 521.2 0.942057085504353 NA 0.543420934685262 0.604502013903789
2010-05-27 07:15:00 8.71422225561571 8.42754864253724 21.85 1 958.999992020672 4.5 563.7 1.18393660745817 NA 0.565555598251139 0.628821797019839
