"datetime" "wtr" "SpCond" "pH" "DOsat" "do.obs" "Chl_conc" "z.mix" "irr" "wnd" "do.sat" "k600.cole" "k.gas"
2012-06-15 20:20:00 21.21 0.015 6.99 97.2 8.63 1.4 1.95386436612391 46.2 0 8.51879625057435 0.4968 0.543890047424235
2012-06-15 20:25:00 21.21 0.015 6.94 97.4 8.64 2.1 1.95386436612391 38.7 0 8.51879625057435 0.4968 0.543890047424235
2012-06-15 20:30:00 21.22 0.015 6.91 97.6 8.66 2.5 1.95386436612391 28.7 0 8.51748089390327 0.4968 0.544022210037056
2012-06-15 20:35:00 21.24 0.015 6.87 97.3 8.64 1.5 1.96853656209455 21.2 0 8.5148527714875 0.4968 0.544286574098332
2012-06-15 20:40:00 21.28 0.015 6.86 97.6 8.65 1.8 1.9565330809816 16.2 0 8.50960687867957 0.4968 0.544815457711178
2012-06-15 20:45:00 21.27 0.015 6.84 97.5 8.65 2.3 1.92187363494961 11.2 0 8.51091705892047 0.4968 0.544683217358199
2012-06-15 20:50:00 21.31 0.015 6.83 97.2 8.61 4.3 1.97536115951185 6.2 0.24187952195382 8.50568150397644 0.501421342690693 0.550283940779828
2012-06-15 20:55:00 21.31 0.015 6.83 96.9 8.59 2.3 1.96853656209455 6.2 0 8.50568150397644 0.4968 0.545212256647113
2012-06-15 21:00:00 21.27 0.015 6.82 97 8.6 3.4 1.97536115951185 3.7 0.471028542752177 8.51091705892047 0.511149275820669 0.560415523559412
2012-06-15 21:05:00 21.27 0.015 6.8 96.9 8.59 2.3 1.9565330809816 1.2 0 8.51091705892047 0.4968 0.544683217358199
2012-06-15 21:10:00 21.28 0.015 6.8 97.2 8.62 2.5 1.9565330809816 1.2 0 8.50960687867957 0.4968 0.544815457711178
2012-06-15 21:15:00 21.31 0.015 6.8 97.1 8.61 1.9 1.97536115951185 1.2 0 8.50568150397644 0.4968 0.545212256647113
2012-06-15 21:20:00 21.31 0.015 6.8 97.2 8.62 2.5 1.95386436612391 1.2 0 8.50568150397644 0.4968 0.545212256647113
2012-06-15 21:25:00 21.37 0.015 6.79 97.1 8.59 1.8 1.97536115951185 1.2 0.712908064705997 8.49785396430401 0.525827303824376 0.577908556569558
2012-06-15 21:30:00 21.36 0.015 6.78 96.9 8.58 1.6 1.95386436612391 1.2 0.471028542752177 8.49915640796235 0.511149275820669 0.561640543817916
2012-06-15 21:35:00 21.36 0.015 6.78 97.3 8.61 2.3 1.92413891598441 1.2 0.24187952195382 8.49915640796235 0.501421342690693 0.550951686547069
2012-06-15 21:40:00 21.34 0.015 6.78 97.1 8.6 1.7 1.95386436612391 1.2 0 8.50176386958184 0.4968 0.545609172519512
2012-06-15 21:45:00 21.29 0.015 6.78 97.3 8.63 1.5 1.95386436612391 1.2 0.24187952195382 8.50829755971903 0.501421342690693 0.550016934311267
2012-06-15 21:50:00 21.29 0.015 6.77 97.3 8.62 1.9 1.97536115951185 1.2 0.24187952195382 8.50829755971903 0.501421342690693 0.550016934311267
2012-06-15 21:55:00 21.29 0.015 6.76 97.3 8.62 3 1.9565330809816 1.2 0 8.50829755971903 0.4968 0.544947711039881
2012-06-15 22:00:00 21.24 0.015 6.77 97 8.61 1.6 1.9565330809816 1.2 0.24187952195382 8.5148527714875 0.501421342690693 0.549349647328711
2012-06-15 22:05:00 21.24 0.015 6.77 97.1 8.62 2.1 1.97536115951185 1.2 0.24187952195382 8.5148527714875 0.501421342690693 0.549349647328711
2012-06-15 22:10:00 21.26 0.015 6.77 97.1 8.61 1.8 1.97536115951185 1.2 0.24187952195382 8.5122281008578 0.501421342690693 0.549616522860307
2012-06-15 22:15:00 21.29 0.015 6.76 96.9 8.59 2 1.92413891598441 1.2 0 8.50829755971903 0.4968 0.544947711039881
2012-06-15 22:20:00 21.3 0.015 6.72 97 8.6 1.9 1.92413891598441 1.2 0.24187952195382 8.50698910162313 0.501421342690693 0.550150430991599
2012-06-15 22:25:00 21.29 0.015 6.7 96.9 8.59 2.3 1.87880638762397 1.2 0.24187952195382 8.50829755971903 0.501421342690693 0.550016934311267
2012-06-15 22:30:00 21.29 0.015 6.63 97 8.6 2.2 1.94260199245919 1.2 0 8.50829755971903 0.4968 0.544947711039881
2012-06-15 22:35:00 21.27 0.015 6.41 96.9 8.59 2.8 1.95386436612391 1.2 0 8.51091705892047 0.4968 0.544683217358199
2012-06-15 22:40:00 21.3 0.015 6.4 96.7 8.57 3.5 1.9565330809816 1.2 0 8.50698910162313 0.4968 0.545079977349953
2012-06-15 22:45:00 21.29 0.015 6.43 96.7 8.58 2.6 1.96853656209455 1.2 0 8.50829755971903 0.4968 0.544947711039881
2012-06-15 22:50:00 21.29 0.015 6.44 96.8 8.58 1.6 1.92187363494961 1.2 0 8.50829755971903 0.4968 0.544947711039881
2012-06-15 22:55:00 21.3 0.015 6.47 96.7 8.57 1.5 1.9565330809816 1.2 0 8.50698910162313 0.4968 0.545079977349953
2012-06-15 23:00:00 21.29 0.015 6.49 96.8 8.58 2.1 1.9565330809816 1.2 0 8.50829755971903 0.4968 0.544947711039881
2012-06-15 23:05:00 21.31 0.015 6.51 96.9 8.58 3.2 1.9565330809816 1.2 0 8.50568150397644 0.4968 0.545212256647113
2012-06-15 23:10:00 21.32 0.015 6.56 96.8 8.58 2 1.92413891598441 1.2 0 8.50437476636382 0.4968 0.545344548937162
2012-06-15 23:15:00 21.3 0.015 6.58 96.5 8.55 1.6 1.92187363494961 1.2 0.24187952195382 8.50698910162313 0.501421342690693 0.550150430991599
2012-06-15 23:20:00 21.29 0.015 6.6 96.8 8.58 2.7 1.97536115951185 1.2 0.24187952195382 8.50829755971903 0.501421342690693 0.550016934311267
2012-06-15 23:25:00 21.27 0.015 6.63 96.8 8.58 3 1.97536115951185 1.2 0.24187952195382 8.51091705892047 0.501421342690693 0.549749980251279
2012-06-15 23:30:00 21.26 0.015 6.66 96.7 8.58 1.6 1.97536115951185 1.2 0 8.5122281008578 0.4968 0.544550989975378
2012-06-15 23:35:00 21.26 0.015 6.68 96.6 8.57 1.5 1.96853656209455 1.2 0.24187952195382 8.5122281008578 0.501421342690693 0.549616522860307
2012-06-15 23:40:00 21.26 0.015 6.69 96.6 8.57 2.6 1.97536115951185 1.2 0 8.5122281008578 0.4968 0.544550989975378
2012-06-15 23:45:00 21.25 0.015 6.7 96.5 8.56 2.5 1.97536115951185 1.2 0.24187952195382 8.51354000490792 0.501421342690693 0.549483078554605
