year	doy	datetime	airTemp	RH	wnd	irr	baro
2010	1	2010-01-01 00:00:00	-11.5	87.1	1.05412032	0	959.5050982
2010	1	2010-01-01 01:00:00	-11.7	86.4	1.3210032	0	959.5050982
2010	1	2010-01-01 02:00:00	-11.87	85.6	0.82747104	0	960.7609949
2010	1	2010-01-01 03:00:00	-11.87	84.8	1.80067712	0	960.7609949
2010	1	2010-01-01 04:00:00	-11.97	86.4	1.38761216	0	960.7609949
2010	1	2010-01-01 05:00:00	-12.43	86.8	1.42739872	0	962.0168917
2010	1	2010-01-01 06:00:00	-12.39	87.5	1.54765248	0	962.0168917
2010	1	2010-01-01 07:00:00	-12.36	87.5	1.24098304	0	962.0168917
2010	1	2010-01-01 08:00:00	-12.26	86.7	1.6406368	2.625	963.2727884
2010	1	2010-01-01 09:00:00	-11.6	84.4	1.88069728	20.93	963.2727884
2010	1	2010-01-01 10:00:00	-10.55	78.8	1.82749952	48.94	963.2727884
2010	1	2010-01-01 11:00:00	-10.51	74	3.6925504	75.9	963.2727884
2010	1	2010-01-01 12:00:00	-11.01	81.3	2.21374208	51.66	963.2727884
2010	1	2010-01-01 13:00:00	-10.12	70.3	1.25439424	108.1	963.2727884
2010	1	2010-01-01 14:00:00	-12.72	80	4.2111168	64.23	963.2727884
2010	1	2010-01-01 15:00:00	-13.55	71.8	3.6523168	32.25	964.5286851
2010	1	2010-01-01 16:00:00	-14.47	80.8	2.4006048	11.1	964.5286851
2010	1	2010-01-01 17:00:00	-15.53	80.1	2.14713312	0.199	964.5286851
2010	1	2010-01-01 18:00:00	-16.48	83.2	1.61426144	0	964.5286851
2010	1	2010-01-01 19:00:00	-17.24	84.7	1.34737856	0	965.7845818
2010	1	2010-01-01 20:00:00	-18.82	84.7	0.9343136	0	965.7845818
2010	1	2010-01-01 21:00:00	-18.88	86.1	1.49400768	0	965.7845818
2010	1	2010-01-01 22:00:00	-17.53	84.2	1.58743904	0	965.7845818
2010	1	2010-01-01 23:00:00	-17.8	83.1	1.50741888	0	965.7845818
2010	2	2010-01-02 00:00:00	-19.08	82.8	0.5878576	0	965.7845818
2010	2	2010-01-02 01:00:00	-20.14	81.3	0.84088224	0	965.7845818
2010	2	2010-01-02 02:00:00	-21.22	82.9	0.9477248	0	965.7845818
2010	2	2010-01-02 03:00:00	-22.05	80.8	0.82747104	0	967.0404786
2010	2	2010-01-02 04:00:00	-22.28	81	1.04115616	0	965.7845818
2010	2	2010-01-02 05:00:00	-23.96	78.8	0.44122848	0	967.0404786
2010	2	2010-01-02 06:00:00	-22.81	81.1	0.38803072	0	967.0404786
2010	2	2010-01-02 07:00:00	-21.39	80.9	1.06753152	0	967.0404786
2010	2	2010-01-02 08:00:00	-21.12	80.5	0.74789792	3.024	967.0404786
2010	2	2010-01-02 09:00:00	-18.88	80	1.02774496	40.48	967.0404786
2010	2	2010-01-02 10:00:00	-16.8	77	2.20077792	104.8	967.0404786
2010	2	2010-01-02 11:00:00	-15.78	64.91	4.1082976	138	967.0404786
2010	2	2010-01-02 12:00:00	-16.18	67.17	1.89410848	118	965.7845818
2010	2	2010-01-02 13:00:00	-15.98	72.8	1.86728608	79.3	967.0404786
2010	2	2010-01-02 14:00:00	-15.55	64.4	2.88027872	67.07	967.0404786
2010	2	2010-01-02 15:00:00	-17.27	69.55	1.94730624	29.66	967.0404786
2010	2	2010-01-02 16:00:00	-18.98	73.8	0.547624	6.685	968.2963753
2010	2	2010-01-02 17:00:00	-21.29	80.4	0.86770464	0	968.2963753
2010	2	2010-01-02 18:00:00	-21.69	80.5	0.28118816	0	968.2963753
2010	2	2010-01-02 19:00:00	-20.6	81.6	0.98751136	0	968.2963753
2010	2	2010-01-02 20:00:00	-19.57	81.7	0.961136	0	968.2963753
2010	2	2010-01-02 21:00:00	-20.56	80.8	0.64105536	0	968.2963753
2010	2	2010-01-02 22:00:00	-19.74	83.2	1.21416064	0	968.2963753
2010	2	2010-01-02 23:00:00	-18.52	84.1	1.50741888	0	968.2963753
2010	3	2010-01-03 00:00:00	-17.99	83.5	1.00092256	0	968.2963753
2010	3	2010-01-03 01:00:00	-17.53	84	1.45422112	0	968.2963753
2010	3	2010-01-03 02:00:00	-16.71	86.6	2.17395552	0	968.2963753
2010	3	2010-01-03 03:00:00	-15.39	87.8	2.28035104	0	968.2963753
2010	3	2010-01-03 04:00:00	-15.02	88.3	1.654048	0	968.2963753
2010	3	2010-01-03 05:00:00	-14.76	88.3	2.14713312	0	968.2963753
2010	3	2010-01-03 06:00:00	-14.63	87.4	2.50700032	0	968.2963753
2010	3	2010-01-03 07:00:00	-14.73	87.2	1.74747936	0	969.552272
2010	3	2010-01-03 08:00:00	-14.43	87.4	2.54723392	1.958	969.552272
2010	3	2010-01-03 09:00:00	-13.74	87.2	1.12072928	11.51	969.552272
2010	3	2010-01-03 10:00:00	-13.02	86.1	2.86686752	24.29	969.552272
2010	3	2010-01-03 11:00:00	-12.43	84.3	2.4006048	40.3	969.552272
2010	3	2010-01-03 12:00:00	-11.9	81.3	3.9473632	49.19	968.2963753
2010	3	2010-01-03 13:00:00	-11.57	77.9	2.29376224	52.62	968.2963753
2010	3	2010-01-03 14:00:00	-11.77	77.9	2.54723392	38.12	968.2963753
2010	3	2010-01-03 15:00:00	-12.26	82.2	2.30717344	21.28	968.2963753
2010	3	2010-01-03 16:00:00	-12.69	83.6	4.5329856	5.281	968.2963753
2010	3	2010-01-03 17:00:00	-12.53	84.3	1.88069728	0.13	968.2963753
2010	3	2010-01-03 18:00:00	-12.69	85.4	2.56064512	0	968.2963753
2010	3	2010-01-03 19:00:00	-13.05	86.4	4.5463968	0	968.2963753
2010	3	2010-01-03 20:00:00	-12.59	86.1	3.106928	0	968.2963753
2010	3	2010-01-03 21:00:00	-12.53	86	4.2513504	0	968.2963753
2010	3	2010-01-03 22:00:00	-12.46	85	2.12075776	0	967.0404786
2010	3	2010-01-03 23:00:00	-12.36	85.5	2.3737824	0	967.0404786
2010	4	2010-01-04 00:00:00	-12.1	86	2.3737824	0	967.0404786
2010	4	2010-01-04 01:00:00	-12	86.9	2.48062496	0	965.7845818
2010	4	2010-01-04 02:00:00	-11.77	87.4	2.06711296	0	965.7845818
2010	4	2010-01-04 03:00:00	-11.67	87.7	3.665728	0	965.7845818
2010	4	2010-01-04 04:00:00	-11.6	87.3	2.20077792	0	965.7845818
2010	4	2010-01-04 05:00:00	-11.7	86.9	1.45422112	0	965.7845818
2010	4	2010-01-04 06:00:00	-11.6	86.8	3.0801056	0	965.7845818
2010	4	2010-01-04 07:00:00	-11.77	87.6	2.56064512	0	965.7845818
2010	4	2010-01-04 08:00:00	-11.44	86.5	3.6120832	3.292	965.7845818
2010	4	2010-01-04 09:00:00	-10.75	83.6	5.3063648	20.92	964.5286851
2010	4	2010-01-04 10:00:00	-9.66	80.4	2.97371008	47.82	964.5286851
2010	4	2010-01-04 11:00:00	-9.03	79.1	3.2678624	67.91	964.5286851
2010	4	2010-01-04 12:00:00	-8.97	81.8	2.50700032	58.66	963.2727884
2010	4	2010-01-04 13:00:00	-8.84	77.3	5.0247296	72	963.2727884
2010	4	2010-01-04 14:00:00	-9.11	78.5	3.2276288	52.44	963.2727884
2010	4	2010-01-04 15:00:00	-9.14	79.5	3.1203392	30.78	963.2727884
2010	4	2010-01-04 16:00:00	-10.06	83.9	3.2544512	13.55	963.2727884
2010	4	2010-01-04 17:00:00	-10.39	87.8	2.62725408	0.218	963.2727884
2010	4	2010-01-04 18:00:00	-10.33	89.2	2.20077792	0	963.2727884
2010	4	2010-01-04 19:00:00	-10.59	89.2	2.17395552	0	963.2727884
2010	4	2010-01-04 20:00:00	-10.62	89.2	1.34737856	0	963.2727884
2010	4	2010-01-04 21:00:00	-10.65	88.9	1.40102336	0	963.2727884
2010	4	2010-01-04 22:00:00	-10.38	88.7	2.7738832	0	963.2727884
2010	4	2010-01-04 23:00:00	-10.22	89.6	2.3737824	0	962.0168917
2010	5	2010-01-05 00:00:00	-9.99	89.4	2.97371008	0	962.0168917
2010	5	2010-01-05 01:00:00	-9.92	90	1.6272256	0	962.0168917
2010	5	2010-01-05 02:00:00	-9.76	90.3	1.6808704	0	962.0168917
2010	5	2010-01-05 03:00:00	-9.7	90.3	2.82708096	0	962.0168917
2010	5	2010-01-05 04:00:00	-9.6	90.4	2.3871936	0	962.0168917
2010	5	2010-01-05 05:00:00	-9.47	90.4	2.0407376	0	962.0168917
2010	5	2010-01-05 06:00:00	-9.47	90.4	0.9477248	0	962.0168917
2010	5	2010-01-05 07:00:00	-9.63	88.4	3.5718496	0	962.0168917
2010	5	2010-01-05 08:00:00	-9.54	89.1	2.414016	2.607	962.0168917
2010	5	2010-01-05 09:00:00	-8.55	84.7	1.85387488	25.15	962.0168917
2010	5	2010-01-05 10:00:00	-7.19	78.8	3.6791392	109.6	962.0168917
2010	5	2010-01-05 11:00:00	-6.403	66.63	5.2661312	184	962.0168917
2010	5	2010-01-05 12:00:00	-6.073	63.7	3.2008064	231.1	960.7609949
2010	5	2010-01-05 13:00:00	-6.073	63.37	3.3885632	227.2	960.7609949
2010	5	2010-01-05 14:00:00	-6.963	66.57	3.6791392	182.2	960.7609949
2010	5	2010-01-05 15:00:00	-7.56	71.9	3.00053248	19.39	960.7609949
2010	5	2010-01-05 16:00:00	-8.22	83	2.64066528	10.02	962.0168917
2010	5	2010-01-05 17:00:00	-8.35	88.2	0.81450688	0.2	962.0168917
2010	5	2010-01-05 18:00:00	-8.28	89.1	2.42698016	0	960.7609949
2010	5	2010-01-05 19:00:00	-8.12	87.2	2.34740704	0	960.7609949
2010	5	2010-01-05 20:00:00	-8.02	85.7	1.61426144	0	960.7609949
2010	5	2010-01-05 21:00:00	-8.97	86.5	0.97410016	0	960.7609949
2010	5	2010-01-05 22:00:00	-8.88	86.3	2.30717344	0	960.7609949
2010	5	2010-01-05 23:00:00	-8.68	86.1	0.77427328	0	960.7609949
2010	6	2010-01-06 00:00:00	-8.48	87	1.86728608	0	960.7609949
2010	6	2010-01-06 01:00:00	-8.55	86.5	2.18736672	0	960.7609949
2010	6	2010-01-06 02:00:00	-8.48	86.9	1.98753984	0	960.7609949
2010	6	2010-01-06 03:00:00	-8.58	86.3	1.85387488	0	960.7609949
2010	6	2010-01-06 04:00:00	-8.64	87.5	1.72065696	0	960.7609949
2010	6	2010-01-06 05:00:00	-8.58	87.4	2.08052416	0	960.7609949
2010	6	2010-01-06 06:00:00	-8.74	86.1	2.29376224	0	960.7609949
2010	6	2010-01-06 07:00:00	-8.88	86.5	2.4006048	0	960.7609949
2010	6	2010-01-06 08:00:00	-8.71	86.7	1.60085024	3.609	960.7609949
2010	6	2010-01-06 09:00:00	-8.08	83	3.375152	23.15	960.7609949
2010	6	2010-01-06 10:00:00	-7.62	80.6	1.82749952	40	960.7609949
2010	6	2010-01-06 11:00:00	-6.238	71.2	1.93389504	103.5	960.7609949
2010	6	2010-01-06 12:00:00	-6.502	71.7	2.16054432	171.6	959.5050982
2010	6	2010-01-06 13:00:00	-5.974	68.84	3.3617408	147.8	959.5050982
2010	6	2010-01-06 14:00:00	-6.337	69.04	2.3603712	178.6	959.5050982
2010	6	2010-01-06 15:00:00	-7.59	74.3	3.02690784	22.19	959.5050982
2010	6	2010-01-06 16:00:00	-8.18	81.5	1.41398752	9.73	959.5050982
2010	6	2010-01-06 17:00:00	-8.78	84.2	0.40099488	0.048	959.5050982
2010	6	2010-01-06 18:00:00	-8.94	85.6	0.36120832	0	959.5050982
2010	6	2010-01-06 19:00:00	-8.97	87.7	2.0139152	0	959.5050982
2010	6	2010-01-06 20:00:00	-8.88	90.8	1.06753152	0	959.5050982
2010	6	2010-01-06 21:00:00	-8.71	90.4	0.73448672	0	959.5050982
2010	6	2010-01-06 22:00:00	-8.68	91.4	1.24098304	0	959.5050982
2010	6	2010-01-06 23:00:00	-8.35	92.5	1.17437408	0	959.5050982
2010	7	2010-01-07 00:00:00	-8.48	93.8	1.88069728	0	958.2492015
2010	7	2010-01-07 01:00:00	-8.74	92	2.14713312	0.042	958.2492015
2010	7	2010-01-07 02:00:00	-8.61	93.1	1.2673584	0	958.2492015
2010	7	2010-01-07 03:00:00	-8.41	91.3	2.44039136	0	958.2492015
2010	7	2010-01-07 04:00:00	-8.35	92.9	2.21374208	0	958.2492015
2010	7	2010-01-07 05:00:00	-8.45	92.5	1.94730624	0	958.2492015
2010	7	2010-01-07 06:00:00	-8.58	91.7	3.2678624	0	958.2492015
2010	7	2010-01-07 07:00:00	-8.45	93.8	1.52083008	0	958.2492015
2010	7	2010-01-07 08:00:00	-7.99	91.9	2.21374208	2.04	958.2492015
2010	7	2010-01-07 09:00:00	-7.43	92.3	2.06711296	11.79	958.2492015
2010	7	2010-01-07 10:00:00	-6.766	90.5	3.9607744	25.63	958.2492015
2010	7	2010-01-07 11:00:00	-6.106	91.3	1.86728608	39.94	958.2492015
2010	7	2010-01-07 12:00:00	-5.875	90.7	2.16054432	46.39	956.9933048
2010	7	2010-01-07 13:00:00	-6.106	89.4	3.5852608	42.9	956.9933048
2010	7	2010-01-07 14:00:00	-6.139	87.8	2.000504	32.16	958.2492015
2010	7	2010-01-07 15:00:00	-6.766	91.3	3.3349184	22.24	958.2492015
2010	7	2010-01-07 16:00:00	-7.75	90	2.20077792	6.965	959.5050982
2010	7	2010-01-07 17:00:00	-8.08	87.5	1.6674592	0.247	959.5050982
2010	7	2010-01-07 18:00:00	-8.35	87.6	4.6805088	0	959.5050982
2010	7	2010-01-07 19:00:00	-8.28	91.1	2.7336496	0	960.7609949
2010	7	2010-01-07 20:00:00	-8.64	91.1	2.10734656	0	960.7609949
2010	7	2010-01-07 21:00:00	-9.44	90.3	2.65362944	0	960.7609949
2010	7	2010-01-07 22:00:00	-9.8	90.5	2.54723392	0	960.7609949
2010	7	2010-01-07 23:00:00	-10	90.4	3.531616	0	962.0168917
2010	8	2010-01-08 00:00:00	-10.26	90	1.80067712	0	962.0168917
2010	8	2010-01-08 01:00:00	-10.89	89	2.760472	0	962.0168917
2010	8	2010-01-08 02:00:00	-11.38	89	2.49403616	0	963.2727884
2010	8	2010-01-08 03:00:00	-11.67	89	2.64066528	0	963.2727884
2010	8	2010-01-08 04:00:00	-11.93	88.6	2.50700032	0	963.2727884
2010	8	2010-01-08 05:00:00	-11.93	88.7	2.22715328	0	963.2727884
2010	8	2010-01-08 06:00:00	-12	88.8	2.26738688	0	963.2727884
2010	8	2010-01-08 07:00:00	-11.97	88.1	2.29376224	0	964.5286851
2010	8	2010-01-08 08:00:00	-11.87	87	2.12075776	2.814	964.5286851
2010	8	2010-01-08 09:00:00	-11.67	83.4	2.66704064	22.07	964.5286851
2010	8	2010-01-08 10:00:00	-11.04	78.9	2.06711296	51.23	965.7845818
2010	8	2010-01-08 11:00:00	-10.68	82.4	1.81408832	61.42	965.7845818
2010	8	2010-01-08 12:00:00	-10.48	77.4	2.68045184	72.9	965.7845818
2010	8	2010-01-08 13:00:00	-10.12	75.6	3.375152	90.5	965.7845818
2010	8	2010-01-08 14:00:00	-10.92	72	3.8132512	60.54	965.7845818
2010	8	2010-01-08 15:00:00	-11.31	74	2.06711296	30.39	965.7845818
2010	8	2010-01-08 16:00:00	-11.7	80.3	1.97412864	8.13	965.7845818
2010	8	2010-01-08 17:00:00	-12	81.8	2.0273264	0.249	967.0404786
2010	8	2010-01-08 18:00:00	-12.03	81.3	1.84091072	0	967.0404786
2010	8	2010-01-08 19:00:00	-11.97	80.3	1.86728608	0	967.0404786
2010	8	2010-01-08 20:00:00	-11.87	81.1	1.54765248	0	967.0404786
2010	8	2010-01-08 21:00:00	-12.03	81.7	3.02690784	0	967.0404786
2010	8	2010-01-08 22:00:00	-12.13	83.8	1.56061664	0	968.2963753
2010	8	2010-01-08 23:00:00	-12.16	82.5	1.09435392	0	967.0404786
2010	9	2010-01-09 00:00:00	-12.06	83.2	0.28118816	0	967.0404786
2010	9	2010-01-09 01:00:00	-12.13	84	0.62764416	0	968.2963753
2010	9	2010-01-09 02:00:00	-12.13	84.2	0.46760384	0	968.2963753
2010	9	2010-01-09 03:00:00	-11.9	83.4	0.28118816	0	968.2963753
2010	9	2010-01-09 04:00:00	-11.93	84.6	0.961136	0	968.2963753
2010	9	2010-01-09 05:00:00	-11.83	84.5	0.28118816	0	968.2963753
2010	9	2010-01-09 06:00:00	-11.87	84.7	0.45463968	0	968.2963753
2010	9	2010-01-09 07:00:00	-11.83	84	0.62764416	0	968.2963753
2010	9	2010-01-09 08:00:00	-11.44	79.2	0.80109568	3.192	968.2963753
2010	9	2010-01-09 09:00:00	-11.11	75.5	2.10734656	21.35	968.2963753
2010	9	2010-01-09 10:00:00	-10.58	71.7	1.50741888	51.93	969.552272
2010	9	2010-01-09 11:00:00	-9.33	64.87	2.58702048	139.7	968.2963753
2010	9	2010-01-09 12:00:00	-8.77	62.07	1.58743904	233.4	967.0404786
2010	9	2010-01-09 13:00:00	-8.67	60.38	1.90751968	239.9	967.0404786
2010	9	2010-01-09 14:00:00	-8.61	60.24	2.57360928	214.6	965.7845818
2010	9	2010-01-09 15:00:00	-8.74	59.22	2.60043168	26.43	965.7845818
2010	9	2010-01-09 16:00:00	-9.63	62.45	1.58743904	10.52	965.7845818
2010	9	2010-01-09 17:00:00	-11.8	66.65	1.86728608	0.044	965.7845818
2010	9	2010-01-09 18:00:00	-12.26	69.59	2.3871936	0	965.7845818
2010	9	2010-01-09 19:00:00	-12.26	70.3	2.12075776	0	964.5286851
2010	9	2010-01-09 20:00:00	-13.09	74.5	4.6536864	0	964.5286851
2010	9	2010-01-09 21:00:00	-13.85	73.1	2.0139152	0	964.5286851
2010	9	2010-01-09 22:00:00	-14.37	71.4	2.414016	0	963.2727884
2010	9	2010-01-09 23:00:00	-14.37	65.47	3.4153856	0	963.2727884
2010	10	2010-01-10 00:00:00	-14.31	59.56	3.00053248	0	962.0168917
2010	10	2010-01-10 01:00:00	-14.5	57.16	3.5450272	0	962.0168917
2010	10	2010-01-10 02:00:00	-14.7	64.36	2.7738832	0	960.7609949
2010	10	2010-01-10 03:00:00	-14.86	70.6	1.70724576	0	960.7609949
2010	10	2010-01-10 04:00:00	-13.78	67.99	3.04031904	0	959.5050982
2010	10	2010-01-10 05:00:00	-12.89	62.97	4.4659296	0	958.2492015
2010	10	2010-01-10 06:00:00	-12.06	57.55	3.3617408	0	958.2492015
2010	10	2010-01-10 07:00:00	-13.32	66.39	2.13416896	0	956.9933048
2010	10	2010-01-10 08:00:00	-12.59	65.14	2.7872944	5.183	956.9933048
2010	10	2010-01-10 09:00:00	-11.21	62.2	3.05373024	29.02	955.737408
2010	10	2010-01-10 10:00:00	-9.99	62.24	3.0801056	46.1	954.4815113
2010	10	2010-01-10 11:00:00	-8.87	61.61	3.4556192	69.27	954.4815113
2010	10	2010-01-10 12:00:00	-7.51	56.89	2.7336496	188.3	953.2256146
2010	10	2010-01-10 13:00:00	-7.42	56.35	2.98712128	186.1	951.9697179
2010	10	2010-01-10 14:00:00	-7.56	58.62	2.33399584	50.08	951.9697179
2010	10	2010-01-10 15:00:00	-7.82	60.5	2.85390336	27.25	951.9697179
2010	10	2010-01-10 16:00:00	-9.07	63.4	3.1337504	3.128	953.2256146
2010	10	2010-01-10 17:00:00	-10.13	86.2	1.93389504	0	953.2256146
2010	10	2010-01-10 18:00:00	-10.43	85.1	1.20074944	0	953.2256146
2010	10	2010-01-10 19:00:00	-10.62	86.4	1.53424128	0	953.2256146
2010	10	2010-01-10 20:00:00	-10.69	85.2	0.80109568	0	953.2256146
2010	10	2010-01-10 21:00:00	-10.92	85	1.77385472	0	953.2256146
2010	10	2010-01-10 22:00:00	-10.85	85.5	1.307592	0	954.4815113
2010	10	2010-01-10 23:00:00	-10.91	87.8	1.85387488	0	954.4815113
2010	11	2010-01-11 00:00:00	-10.78	88.9	2.18736672	0	954.4815113
2010	11	2010-01-11 01:00:00	-10.18	89.9	1.94730624	0.044	955.737408
2010	11	2010-01-11 02:00:00	-9.36	91.9	1.93389504	0.292	955.737408
2010	11	2010-01-11 03:00:00	-7.85	92.5	2.08052416	0.419	956.9933048
2010	11	2010-01-11 04:00:00	-7.66	92.6	2.84049216	0.236	956.9933048
2010	11	2010-01-11 05:00:00	-7.72	92.6	3.4690304	0	958.2492015
2010	11	2010-01-11 06:00:00	-7.85	92	3.06714144	0	959.5050982
2010	11	2010-01-11 07:00:00	-7.89	91.6	2.86686752	0	959.5050982
2010	11	2010-01-11 08:00:00	-7.89	90.3	3.7864288	4.168	960.7609949
2010	11	2010-01-11 09:00:00	-7.13	88.3	3.106928	29.73	960.7609949
2010	11	2010-01-11 10:00:00	-7.1	86.1	1.94730624	54.92	962.0168917
2010	11	2010-01-11 11:00:00	-6.897	86.7	2.08052416	50.9	963.2727884
2010	11	2010-01-11 12:00:00	-6.963	88.1	2.29376224	39.94	963.2727884
2010	11	2010-01-11 13:00:00	-6.93	86	4.3854624	43.24	963.2727884
2010	11	2010-01-11 14:00:00	-7.23	85.4	2.21374208	33.97	964.5286851
2010	11	2010-01-11 15:00:00	-7.56	86.4	2.30717344	19.7	964.5286851
2010	11	2010-01-11 16:00:00	-8.02	88.3	3.01349664	5.727	965.7845818
2010	11	2010-01-11 17:00:00	-8.41	89.7	0.9209024	0.116	967.0404786
2010	11	2010-01-11 18:00:00	-8.68	89	2.000504	0	967.0404786
2010	11	2010-01-11 19:00:00	-9.11	89.1	3.3885632	0	967.0404786
2010	11	2010-01-11 20:00:00	-9.37	90.1	1.49400768	0	967.0404786
2010	11	2010-01-11 21:00:00	-9.57	90.9	2.0407376	0	967.0404786
2010	11	2010-01-11 22:00:00	-9.67	91.6	2.4006048	0	967.0404786
2010	11	2010-01-11 23:00:00	-9.93	92.1	1.36078976	0	967.0404786
2010	12	2010-01-12 00:00:00	-9.73	90.9	1.22757184	0	967.0404786
2010	12	2010-01-12 01:00:00	-9.77	90.8	0.82747104	0	965.7845818
2010	12	2010-01-12 02:00:00	-10	90.8	0.45463968	0	967.0404786
2010	12	2010-01-12 03:00:00	-10.26	91.1	0.28118816	0	967.0404786
2010	12	2010-01-12 04:00:00	-10.49	92.4	1.77385472	0	965.7845818
2010	12	2010-01-12 05:00:00	-11.08	92.4	2.70727424	0	964.5286851
2010	12	2010-01-12 06:00:00	-11.04	91.1	1.16096288	0	965.7845818
2010	12	2010-01-12 07:00:00	-10.94	91.3	2.7738832	0.015	965.7845818
2010	12	2010-01-12 08:00:00	-10.61	91.2	1.81408832	2.655	965.7845818
2010	12	2010-01-12 09:00:00	-9.76	89.6	2.49403616	25.62	964.5286851
2010	12	2010-01-12 10:00:00	-9.13	87.9	3.05373024	62.09	964.5286851
2010	12	2010-01-12 11:00:00	-7.89	87.3	2.49403616	68.97	963.2727884
2010	12	2010-01-12 12:00:00	-6.568	82.5	3.2678624	95.2	962.0168917
2010	12	2010-01-12 13:00:00	-5.315	77.9	4.224528	232.3	960.7609949
2010	12	2010-01-12 14:00:00	-5.051	73.6	3.5182048	235	959.5050982
2010	12	2010-01-12 15:00:00	-4.919	71.6	2.66704064	33.97	958.2492015
2010	12	2010-01-12 16:00:00	-5.514	73.1	3.0801056	13.27	956.9933048
2010	12	2010-01-12 17:00:00	-6.04	73.9	3.2544512	0.816	956.9933048
2010	12	2010-01-12 18:00:00	-6.7	76.9	2.85390336	0	956.9933048
2010	12	2010-01-12 19:00:00	-6.766	74.5	3.04031904	0	955.737408
2010	12	2010-01-12 20:00:00	-6.601	73.7	2.92051232	0	955.737408
2010	12	2010-01-12 21:00:00	-6.535	74.8	3.6523168	0	954.4815113
2010	12	2010-01-12 22:00:00	-6.799	78.3	3.5852608	0	954.4815113
2010	12	2010-01-12 23:00:00	-7.52	80.4	2.65362944	0	954.4815113
2010	13	2010-01-13 00:00:00	-6.897	84.4	4.69392	0	953.2256146
2010	13	2010-01-13 01:00:00	-7.06	85.8	3.01349664	0	953.2256146
2010	13	2010-01-13 02:00:00	-7.43	87.7	2.54723392	0	953.2256146
2010	13	2010-01-13 03:00:00	-7.75	89.4	2.414016	0	953.2256146
2010	13	2010-01-13 04:00:00	-8.15	91.5	2.90710112	0	951.9697179
2010	13	2010-01-13 05:00:00	-8.41	92.9	3.2678624	0	951.9697179
2010	13	2010-01-13 06:00:00	-8.55	93.4	2.0407376	0	951.9697179
2010	13	2010-01-13 07:00:00	-8.71	93.4	2.42698016	0.032	951.9697179
2010	13	2010-01-13 08:00:00	-8.61	91.8	2.33399584	7.25	951.9697179
2010	13	2010-01-13 09:00:00	-8.08	90.3	1.6674592	43.45	951.9697179
2010	13	2010-01-13 10:00:00	-6.568	86.2	1.97412864	132.1	951.9697179
2010	13	2010-01-13 11:00:00	-4.623	77.1	2.24056448	334.8	951.9697179
2010	13	2010-01-13 12:00:00	-2.413	70.4	0.85429344	587.3	950.7138211
2010	13	2010-01-13 13:00:00	-1.495	69.16	2.29376224	607	949.4579244
2010	13	2010-01-13 14:00:00	-0.151	65.1	0.85429344	518.6	949.4579244
2010	13	2010-01-13 15:00:00	-0.679	66.68	2.09393536	63.12	949.4579244
2010	13	2010-01-13 16:00:00	-1.931	70.4	1.78726592	19.78	949.4579244
2010	13	2010-01-13 17:00:00	-3.546	76.2	2.0541488	1.158	949.4579244
2010	13	2010-01-13 18:00:00	-4.7	80.2	2.48062496	0.005	949.4579244
2010	13	2010-01-13 19:00:00	-5.425	84.1	3.24104	0.018	949.4579244
2010	13	2010-01-13 20:00:00	-7.43	89.3	2.4006048	0	949.4579244
2010	13	2010-01-13 21:00:00	-8.35	92.5	0.78768448	0.032	949.4579244
2010	13	2010-01-13 22:00:00	-8.81	94.9	1.74747936	0.237	949.4579244
2010	13	2010-01-13 23:00:00	-9.37	94.6	1.38761216	0.184	948.2020277
2010	14	2010-01-14 00:00:00	-9.27	93.7	1.17437408	0.495	948.2020277
2010	14	2010-01-14 01:00:00	-9.24	94.4	1.50741888	0.071	946.946131
2010	14	2010-01-14 02:00:00	-6.897	94.9	2.22715328	0.407	948.2020277
2010	14	2010-01-14 03:00:00	-5.612	95.3	1.94730624	0.43	946.946131
2010	14	2010-01-14 04:00:00	-5.678	96.7	2.84049216	0.001	946.946131
2010	14	2010-01-14 05:00:00	-5.513	96.5	1.88069728	0	948.2020277
2010	14	2010-01-14 06:00:00	-5.447	95.7	1.36078976	0	948.2020277
2010	14	2010-01-14 07:00:00	-5.546	95.3	2.42698016	0.011	948.2020277
2010	14	2010-01-14 08:00:00	-5.613	94.8	1.36078976	4.927	949.4579244
2010	14	2010-01-14 09:00:00	-5.513	93.9	1.04115616	19.6	949.4579244
2010	14	2010-01-14 10:00:00	-5.646	93	3.04031904	43.93	950.7138211
2010	14	2010-01-14 11:00:00	-5.319	93.8	2.88027872	61.06	950.7138211
2010	14	2010-01-14 12:00:00	-4.2	94.4	1.93389504	64.74	950.7138211
2010	14	2010-01-14 13:00:00	-3.611	94.8	1.10776512	56.65	950.7138211
2010	14	2010-01-14 14:00:00	-3.448	93.8	3.2678624	33.91	951.9697179
2010	14	2010-01-14 15:00:00	-3.777	96	1.97412864	15.13	953.2256146
2010	14	2010-01-14 16:00:00	-3.876	97.2	2.09393536	4.353	954.4815113
2010	14	2010-01-14 17:00:00	-3.942	95.6	2.12075776	0.251	954.4815113
2010	14	2010-01-14 18:00:00	-3.876	94.9	1.40102336	0	955.737408
2010	14	2010-01-14 19:00:00	-3.843	94.6	1.86728608	0	956.9933048
2010	14	2010-01-14 20:00:00	-4.272	93.6	1.2673584	0	956.9933048
2010	14	2010-01-14 21:00:00	-4.436	93.2	1.81408832	0	956.9933048
2010	14	2010-01-14 22:00:00	-4.766	91.4	2.56064512	0	958.2492015
2010	14	2010-01-14 23:00:00	-5.194	90	2.0273264	0	959.5050982
